config,range,cost,velocity
"*aMM0++++*bNM2+*cMN1*dLM2*eML1^ab^ac^ad^ae,14,1",-0.4693271,2761.835,7.157377
"*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLL3-----------*gNN3-----------*hLN3-----------*iNL3---^ab^ac^ad^ae^df^bg^dh^bi,10,3",-0.001356583,4333.691,1.054965
"*aMM0++*bNM2+++*cMN1++*dLM2+++*eML1+++*fLN0*gNL0*hLO2++*iKN1++^ab^ac^ad^ae^cf^bg^fh^fi,26,0",-0.6757632,5813.665,15.55201
"*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fOM0*gMO3+++++*hMK3+++++*iKM3+++++^ab^ac^ad^ae^bf^cg^eh^di,5,3",-0.5977533,5184.25,31.40518
"*aMM0+++++*bNM2++*cMN1+*dLM2*eML1*fOM4*gNN4*hNL3*iMO4*jLN3*kKM4*lLL4*mMK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^el,12,3",-0.4704486,3235.339,6.649372
"*aMM0+*bNM2++*cMN1+*dLM2*eML1*fOM4*gNN4*hNL3*iMO4*jLN3*kKM4*lLL4*mMK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^el,15,3",-0.4848184,2347.782,8.322375
"*aMM0+++*bNM2*cMN1*dLM2*eML1^ab^ac^ad^ae,13,1",-0.3730051,2505.359,0.0002572927
"*aMM0+*bNM2*cMN1*dLM2*eML1*fOM2++*gMO2++*hKM2++*iMK2+++*jNN2*kLL3+^ab^ac^ad^ae^bf^cg^dh^ei^bj^dk,15,3",-0.0002195263,2890.625,1.093626
"*aMM0++++*bNM2+++*cMN1+++*dLM2+++*eML1*fNN3*gLL3*hLN4*iNL4^ab^ac^ad^ae^cf^eg^ch^ei^bf^dg^dh^ib,10,3",-0.540872,3261.537,39.42421
"*aMM0++++++++++++++++*bNM4+++*cMN4+++*dLM4+++*eML4++++++*fMO1++++++++*gKM2++++++++*hKN4*iKO1+++*jNO4*kOO2++++*lOM2++++++++*mOL4*nOK1+++*oMK1++++++++*pLK4*qKK2++++*rLN3++++++++++++*sNL3++++++++++++*tPM3+++*uMP3+++^ab^ac^ad^ae^cf^dg^gh^hi^fj^jk^bl^lm^mn^eo^op^pq^hr^ms^lt^fu,14,3",-0.02337504,11336.0,1.246586
"*aMM0------------*bNM3+++*cMN3+++*dLM3+++*eML3+++*fOM1++++*gMO2++++*hKM1++++*iMK2++++*jNN3+*kLL3+^ab^ac^ad^ae^bf^cg^dh^ei^bj^dk,18,3",-0.07673642,2017.631,0.0002448339
"*aMM0++++++*bNM2++*cMN1++*dLM2++*eML1++*fMO1++*gKM2++*hMK1++*iOM2++*jNL0+++*kLN0+++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,42,3",2.508811,8077.093,20.42953
"*aMM0+++++++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fLN3*gNL3^ab^ac^ad^ae^df^eg,5,3",18.66198,5095.652,9.829469
"*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLL3------------*gNN3-----------*hLN3------------*iNL3------------^ab^ac^ad^ae^df^bg^dh^bi,10,3",13.33421,4298.209,10.24535
"*aMM0++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN3*gNL3*hNN2^ab^ac^ad^ae^cf^bg^bh,12,0",8.982054,5218.889,9.166205
"*aMM0+++*bNM2+++*cMN1+++*dLM3*eML1*fOM3*gMO3*iKM4*hMK4^ab^ac^ad^ae^bf^cg^di^eh,13,3",-0.5899891,2911.787,2.809083
"*aMM0++*bNM2+*cMN1*dLM2*eML1^ab^ac^ad^ae,15,3",-0.463876,2318.664,8.569452
"*aMM0+++++*bNM3*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",-0.6389958,3350.239,12.81311
"*aMM0*bNM2*cMN2*dLM4*eML4^ab^ac^ad^ae,7,1",-0.7851636,1756.0,0.2905734
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN2*gNL3+^ab^ac^ad^ae^df^fc^eg^gb,20,3",-0.04966333,3632.87,12.61296
"*aMM0++++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,30,3",24.9615,6966.184,24.70451
"*aMM1*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNN3+++*gLL3+++^ab^ac^ad^ae^cf^eg^bf^dg,10,3",-1.0,-1.0,-1.0
"*aMM2*bNM2+*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",-1.0,-1.0,-1.0
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN3*gNL0^ab^ac^ad^ae^df^fc^eg^gb,20,3",-0.6789635,4950.301,27.24054
"*aMM0+++++++++*bNM1+++*cMN1+++*dLM2+++*eML2+++^ab^ac^ad^ae,4,3",16.43701,4639.701,14.24221
"*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNL0*gLN0^ab^ac^ad^ae^ef^dg,5,3",-0.006539152,6270.201,14.18358
"*aMM0+++++*bNM3++*cMN3++*dLM3++*eML3+*fOM2+++++++*gMO1+++++++*hKM2+++++++*iMK1+++++++^ab^ac^ad^ae^bf^cg^dh^ei,5,3",12.71156,5552.1,11.47499
"*aMM0+++++*bNM3+++*cMN3+++*dLM3++*eML3++*fOM1++*gMO2+++++*hMK2+++++*iKM2+++++^ab^ac^ad^ae^bf^cg^eh^di,5,3",-7.735153e-05,4288.728,9.030022
"*aMM0++++++++*bNM2++*cMN1++*dLM2+*eML1^ab^ac^ad^ae,16,1",-0.3747688,3990.204,9.644004
"*aMM0*bNM2*cMN1*dLM2*eML2^ab^ac^ad^ae,45,2",-0.03799484,1912.0,0.07280398
"*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML2+++*fNN3*gLL3*hOM2++*iKM2++^ab^ac^ad^ae^cf^eg^bh^di,5,3",-1.063199,3919.402,0.000308092
"*aMM0+*bNM2++*cMN1*dLM2*eML1*fLN3*gNL3^ab^ac^ad^ae^cf^bg,13,0",-0.3901548,2321.094,7.605911
"*aMM0*bNM2*cMN4*dLM4*eML4^ab^ac^ad^ae,16,2",-0.7200505,1678.0,2.294486
"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fOM2*gNN0------*hNL3*iMO1*jLN3*kKM2*lLL0------*mMK1*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^in^ho^kp^mq^cg^dj^eh^jn^fo,26,3",1.322105,3369.342,17.90105
"*aMM0+++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fNN4*gLL4*hLN0+++*iNL0+++*jMK1++*kOM2++*lMO1++*mKM2++^ab^ac^ad^ae^bf^cf^dg^eg^ch^dh^ei^bi^ej^bk^cl^dm,40,3",28.978,8330.67,21.98913
"*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLL3-----------*gNN3-----------*hLN3-----------*iNL3-----------^ab^ac^ad^ae^df^bg^dh^bi,10,3",13.1922,4306.508,10.19005
"*aMM0+*bNM2++*cMN1++*dLM2++*eML1++*fMO2+++*gOM1+++*hKM1+++*iMK2+++*jNN2++++*kLL2++++*lLN1++++*mNL1++^ab^ac^ad^ae^cf^bg^dh^ei^bj^ek^dl^bm,25,3",-0.00317546,4127.144,0.3390978
"*aMM0+++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL2+*gLN1+^ab^ac^ad^ae^ef^fb^dg^gc,5,3",6.017271,3202.985,20.22302
"*aMM0++*bNM2*cMN1*dLM2*eML1^ab^ac^ad^ae,35,3",-0.0447081,2291.977,0.07904796
"*aMM0+++++*bNM3+++++*cMN3+++++*dLM3+++++*eML3+++++*fOM1+++++*gMO2+++++*hKM1+++*iMK2+++^ab^ac^ad^ae^bf^cg^dh^ei,5,3",0.4085545,4226.683,5.431674
"*aMM0--*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0+*gNL0+*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,53,3",9.061226,6043.643,26.22929
"*aMM0--*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++^ab^ac^ad^ae,5,3",0.1098439,2754.107,4.143913
"*aMM0+++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNN3++++++*gLL3++++++++++^ab^ac^ad^ae^cf^eg^bf^dg,10,3",6.336961,3237.587,10.02236
"*aMM0*bNM3*cMN3*dLM3*eML3*fOM1*gMO2*hKM1*iMK2*jNN3*kLL0^ab^ac^ad^ae^bf^cg^dh^ei^bj^dk,18,3",-0.5753239,3712.504,1.369755
"*aMM0++*bNM4*cMN4*dLM4*eML4*fOM2+++*gNN2+++*hNL2+++*iMO1+++*jLN1+*kKM2*lLL2*mMK1*nPM4*oON4*pOL3*qNO4*rMP4*sLO3*tKN3*uJM4*vKL4*wNK3*xLK4*yMJ4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^fn^fo^fp^iq^ir^is^kt^ku^kv^mw^mx^my^cg^dj^eh^el,40,3",-0.3646618,3439.317,13.4659
"*aMM0*bNM3*cMN3*dLM3*eML3*fOM1*gMO2*hKM1*iMK2*jNN1*kLL4^ab^ac^ad^ae^bf^cg^dh^ei^bj^dk,18,3",-0.5678829,2310.403,8.07369
"*aMM0+++++*bNM3*cMN3+*dLM3+++*eML3+++*fOM3+++*gMO3+++*hKM3+++*iMK3+++^ab^ac^ad^ae^bf^cg^dh^ei,5,3",-0.4449057,3400.658,0.1578333
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO1*gOM2*hKM2*iLN0*jMK1*kNL0^ab^ac^ad^ae^cf^bg^dh^di^ej^bk^ci^ke,30,3",24.61718,6582.201,22.81684
"*aMM0+++++*bNM3+++*cMN3++*dLM3*eML3*fOM1*gMO2*hKM1*iMK2^ab^ac^ad^ae^bf^cg^dh^ei,5,3",-0.4553055,3325.884,4.273196
"*aMM0+++*bNM2*cMN1*dLM2*eML1*fOM0*gMO2*hKM1*iMK4*jKL2*kLK1*lOL2*mNK1*nON2*oNO1*pLO1*qKN2^ab^ac^ad^ae^bf^cg^dh^ei^fl^hj^ik^im^fn^go^gp^hq,30,3",-0.3979569,4685.359,20.90775
"*aMM0+++++*bNM2++*cMN2++*dLM2++*eML2+++*fNN3*gLL3^ab^ac^ad^ae^cf^eg,5,3",-0.06330201,3463.714,0.4971893
"*aMM0+++++*bNM2++*cMN1++*dLM2++*eML1++*fLN3*gNL3^ab^ac^ad^ae^cf^bg,12,0",10.25574,3408.152,10.47271
"*aMM0+++++*bNM2++*cMN1+*dLM2+*eML1+*fNL3--------*gLN3--------^ab^ac^ad^ae^ef^dg,8,3",-0.0002751621,3227.137,0.395828
"*aMM0++++*bNM2+*cMN1*dLM2*eML1^ab^ac^ad^ae,55,2",-0.6586121,2761.835,2.838913
"*aMM0-*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0+*gNL0+*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,60,3",8.505013,6197.477,24.76846
"*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fNN3+++*gLL3+++^ab^ac^ad^ae^cf^eg,10,3",9.668489,4334.346,11.54125
"*aMM0+*bNM3+++*cMN3+++*dLM3+++*eML3+*fOM1*gMO2*hKM1*iMK2*jNN3*kLL3^ab^ac^ad^ae^bf^cg^dh^ei^bj^dk,5,3",-0.4752047,2622.233,2.237527
"*aMM0*bNM2+*cMN1+*dLM2+*eML1+*fLN3-*gNL3-^ab^ac^ad^ae^df^bg^eg,6,3",16.72935,2170.148,9.808472
"*aMM0+++++*bNM3+++*cMN3+++*dLM2+++++*eML1+++++*fOM3+++*gMO2+++*hMK3+++*iKM3+++^ab^ac^ad^ae^bf^cg^eh^di,5,3",-0.2905112,4079.502,18.37145
"*aMM0+++++*bNM4+++*cMN4+++*dLM4+++*eML4+++*fOM3++++++++++*gMO3++++++++++*hKM3++++++++++*iMK3++++++++++*jPM1+++++*kMP2+++++*lJM1+++*mMJ2+++++^ab^ac^ad^ae^bf^cg^dh^ei^fj^gk^hl^im,20,3",-0.02314349,4512.19,0.6363538
"*aMM0+++++*bNM2++++*cMN1++++*dLM2++*eML1*fNN3*gLL3*hLN4*iNL4^ab^ac^ad^ae^cf^eg^ch^ei^bf^dg^dh^ib,10,3",-0.2590695,3600.652,31.56114
"*aMM0*bNM2*cMN1*dLM2*eML1^ab^ac^ad^ae,29,2",-0.005427812,1912.0,0.01696747
"*aMM0+++++++++++++*bNM2+++*cMN1+++*dLM2++*eML1^ab^ac^ad^ae,19,3",-0.3734255,5952.412,12.12552
"*aMM0++++*bNM2+*cMN1+*dLM2+*eML1*fOM4*gNN4*hNL4*iMO4*jLN4*kKM4*lLL4*mMK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^el^em^cg^dj,4,0",-3.889695,2815.21,146.7688
"*aMM0++++++++*bNM2++*cMN1*dLM2*eML1^ab^ac^ad^ae,16,1",-0.5023078,3897.016,4.340508
"*aMM0+*bNM3+++*cMN3+++*dLM3+++*eML3+++*fOM1+++++*gMO2++++*hKM1++++*iMK2+++++*jNN3+*kLL3+^ab^ac^ad^ae^bf^cg^dh^ei^bj^dk,18,3",-0.006406585,3614.899,1.532686
"*aMM0+++++*bNM2+++++*cMN1+++*dLM2+++++*eML1+++*fLL1*gNN3^ab^ac^ad^ae^df^bg,5,3",-0.007822149,3966.051,1.23208
"*aMM0*bNM2*cMN1*dLM0*eML4^ab^ac^ad^ae,27,3",-0.7527693,3156.0,5.309953
"*aMM0+++*bNM2*cMN1*dLM2*eML1*fOM0*gMO2*hKM0*iMK0*jKL2*kLK1*lOL2*mNK1*nON2*oNO1*pLO1*qKN2^ab^ac^ad^ae^bf^cg^dh^ei^fl^hj^ik^im^fn^go^gp^hq,30,3",-0.4729641,7407.359,9.280774
"*aMM0++++++*bNM2*cMN1*dLM2*eML1^ab^ac^ad^ae,27,3",-0.5129716,3246.374,5.07149e-06
"*aMM0+++++*bNM2+++*cMN2++++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",-0.05829673,3544.138,6.391519
"*aMM0+++++*bNM4+++*cMN4+++*dLM1+++*eML2+++*fOM1++++++*gMO2+++++++*hKM1+*iMK2+^ab^ac^ad^ae^bf^cg^dh^ei,5,3",-0.006359032,4399.263,1.10244
"*aMM0*bNM2++*cMN1++*dLM2++*eML1++^ab^ac^ad^ae,21,2",0.1155924,2178.0,4.069116
"*aMM0+++++*bNM2++*cMN1*dLM2*eML1*fOM4*gNN4*hNL3*iMO4*jLN3*kKM4*lLL4*mMK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^el,12,3",-0.4287805,3208.652,5.83962
"*aMM0*bNM2*cMN1*dLM4*eML4*fOM4*gNN4*hNL4*iMO4*jLN4*kKM4*lLL4*mMK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^el,16,3",-0.7523748,1756.0,0.3155572
"*aMM0*bNM2++*cMN1+*dLM2++*eML1++^ab^ac^ad^ae,10,0",-0.0006462465,2138.188,0.2635348
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+++*gNL0+++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,65,3",20.65074,8257.17,20.87626
"*aMM0*bNM2*cMN1*dLM2*eML1*fMO2*gOM1*hKM1*iMK2*jNN2*kLL2*lLN2*mNL4^ab^ac^ad^ae^cf^bg^dh^ei^bj^ek^dl^bm,25,3",-0.0003788189,2458.0,1.571136
"*aMM0+++*bNM2*cMN1*dLM2*eML1*fOM4*gNN4*hNL4*iMO4*jLN4*kKM4*lLL4*mMK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^el,6,2",-0.1382914,2505.359,0.002788
"*aMM0+++*bNM2++*cMN1++*dLM2+*eML1*fOM4*gNN4*hNL3*iMO4*jLN3*kKM4*lLL4*mMK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^el,3,0",-0.2378031,2825.248,31.94832
"*aMM0++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNN3+*gLL3+*hLN3*iNL3+^ab^ac^ad^ae^cf^eg^bf^dg^ch^dh^ei^ib,10,3",-0.001410077,3557.509,0.1546105
"*aMM0++++++++++++*bNM4+++*cMN4+++*dLM4+++*eML4++++++*fMO1++++++++*gKM2++++++++*hKN4*iKO1+++*jNO4*kOO2+++*lOM2++++++++*mOL4*nOK1+++*oMK1++++++++*pLK4*qKK3++++*rLN3++++++++++++*sNL3++++++++++++*tPM3+++*uMP3+++^ab^ac^ad^ae^cf^dg^gh^hi^fj^jk^bl^lm^mn^eo^op^pq^hr^ms^lt^fu,14,3",-0.02566696,9330.991,3.158205
"*aMM0++*bNM2+*cMN1+*dLM2+*eML1+*fOM4*gNN4*hNL4*iMO2+*jLN4*kKM4*lLL4*mMK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^el,10,0",-0.6228521,2503.414,37.86677
"*aMM0+*bNM2+*cMN1+*dLM2*eML1^ab^ac^ad^ae,11,1",-0.3066239,2147.768,12.91782
"*aMM0++++++*bNM2++*cMN1++*dLM2++*eML1^ab^ac^ad^ae,12,0",-0.5494848,3445.874,14.70053
"*aMM0+*bNM3+++*cMN3+++*dLM3+++*eML3+++*fOM1++++*gMO2++++*hKM1++*iMK2*jNN3*kLL3^ab^ac^ad^ae^bf^cg^dh^ei^bj^dk,5,3",-0.3297224,3090.386,15.68565
"*aMM0+++++++++*bNM2+++*cMN1+++*dLM2+*eML1^ab^ac^ad^ae,32,1",-0.4540883,4422.263,4.997788
"*aMM0++++++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fLN3++*gNL3++^ab^ac^ad^ae^df^eg,20,3",11.23165,4793.335,10.63676
"*aMM0*bNM2+*cMN1+*dLM2++*eML1++*fOM4*gMO4*hKM4*iMK4^ab^ac^ad^ae^bf^cg^dh^ei,10,0",1.049877,2098.375,15.30297
"*aMM0++*bNM2+*cMN1+*dLM2+*eML1+*fOM1*gMO4*jON4*hKM4*iMK2^ab^ac^ad^ae^bf^cg^fj^dh^ei,10,0",-2.00241,2554.727,12.56086
"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fLN3*gNL3+^ab^ac^ad^ae^cf^bg,13,0",-0.001194503,2722.747,0.2156999
"*aMM0+++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++^ab^ac^ad^ae,5,3",10.21127,5167.027,20.11868
"*aMM0++++*bNM2+++++++*cMN1+++++++*dLM2+++++++*eML1+++++++*fMO2+++*gOM1++*hKM1++*iMK2^ab^ac^ad^ae^cf^bg^dh^ei,5,3",3.099717,5519.462,17.40013
"*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML2+++*fLL3*gKM2++*hMK2++*iNL3^ab^ac^ad^ae^ef^dg^eh^ei,10,3",-0.5954892,3919.402,1.604863
"*aMM0+++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM3*gMO3*hMK4*iKM3^ab^ac^ad^ae^bf^cg^eh^di,13,3",-0.009130497,3233.912,3.501609
"*aMM0++++++*bNM2+*cMN1*dLM2*eML1*fOM4*gNN4*hNL3*iMO4*jLN3*kKM4*lLL4*mMK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^el,10,3",-0.3997347,3433.263,5.688175
"*aMM0++*bNM2+++*cMN1++*dLM2*eML1*fLN3*gNL3^ab^ac^ad^ae^cf^bg,26,0",-0.582444,2640.74,5.34427
"*aMM0*bNM4*cMN4*dLM4*eML4*fOM0*gNN4*hNL4*iMO4*jLN4*kKM4*lLL4*mMK4*nPM4*oON4*pOL4*qNO4*rMP4*sLO4*tKN4*uJM4*vKL4*wNK4*xLK4*yMJ4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^fn^fo^fp^iq^ir^is^kt^ku^kv^mw^mx^my^cg^dj^eh^el,10,3",-0.8116167,3000.0,1.53969e-06
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO2-*gOM1-*hMK2-*iKM1-*jNL0*kLN0^ab^ac^ad^ae^cf^bg^eh^di^ej^dk^bj,5,3",45.65514,6517.451,25.97451
"*aMM0*bNM2*cMN1*dLM2*eML1^ab^ac^ad^ae,7,1",1.684735,1912.0,19.95083
"*aMM0+++++++++*bNM2+*cMN1*dLM2*eML1*fOM4*gNN4*hNL3*iMO4*jLN3*kKM4*lLL4*mMK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^el,7,2",-0.3954179,4338.339,4.768097
"*aMM0+*bNM3+++*cMN3+++*dLM3+++*eML3+++*fOM1*gMO2*hKM1*iMK2*jNN3*kLL3^ab^ac^ad^ae^bf^cg^dh^ei^bj^dk,18,3",-0.2095897,2631.886,0.01367128
"*aMM0*bNM2*cMN0*dLM4*eML4^ab^ac^ad^ae,17,2",-0.7720612,3078.0,0.3451092
"*aMM0+*bNM2+*cMN1+*dLM2+*eML1+^ab^ac^ad^ae,5,3",5.127945,2201.143,21.17552
"*aMM0++++++++++*bNM2*cMN1*dLM2*eML1^ab^ac^ad^ae,25,2",-0.4658927,4492.437,2.719076e-05
"*aMM0+++*bNM2*cMN1*dLM2*eML1*fOM1*gMO2*hKM1*iMK2*lKK3*kKL2*jLK1*mOL2*nOK3*oNK1*pON2*qNO1*rOO3*sLO1*tKO3*uKN0^ab^ac^ad^ae^bf^cg^dh^ei^mn^jl^kl^fm^hk^ij^io^on^fp^gq^qr^pr^gs^st^hu^ut,13,3",-0.0554725,5083.762,26.59488
"*aMM3+++++++++++++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++^ab^ac^ad^ae,5,3",-1.0,-1.0,-1.0
"*aMM0+++++++*bNM2++*cMN1++*dLM2++*eML1*fOM4*gNN4*hNL3*iMO4*jLN3*kKM4*lLL4*mMK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^el,10,2",-0.3236779,3888.729,17.33276
"*aMM0+++*bNM2+*cMN1+*dLM2+*eML1+*fOM1+*gMO3*hKM0*iMK2+*rOO3*jKL2+*kLK1+*lOL2+*uOK3*mNK1+*nON2+*oNO1+*tKK3*pLO1+*sKO3*qKN2+^ab^ac^ad^ae^bf^cg^dh^ei^mu^nr^or^fl^hj^ik^im^lu^fn^go^jt^kt^gp^qs^hq^ps,30,3",-0.1135789,5459.488,32.89042
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1++++*fNN3+*gLL3+*hLN4*iNL4^ab^ac^ad^ae^cf^eg^bf^dg^ch^dh^ei^ib,10,3",-0.0003505369,3713.478,0.3273556
"*aMM0-*bNM2++*cMN1++*dLM2++*eML1++^ab^ac^ad^ae,10,3",0.562224,2010.19,8.892679
"*aMM0*bNM2*cMN1*dLM0*eML4*fOM4*gNN4*hNL4*iMO4*jLN4*kKM4*lLL4*mMK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^el,16,3",-0.7656617,3156.0,1.214126
"*aMM0+++++*bNM3++*cMN3++*dLM3+++*eML3+++*fOM2+++++++*gMO1+++++++*hKM2+++++++*iMK1+++++++^ab^ac^ad^ae^bf^cg^dh^ei,5,3",13.03221,5566.666,10.61246
"*aMM0+++++*bNM3+*cMN3+*dLM3+*eML3+*fNN1*gNL2*hLN2*iLL1^ab^ac^ad^ae^bf^eg^ch^di,5,3",-0.4447668,3320.63,0.0003130987
"*aMM0+++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fNN3++*gLL3++*hNL1^ab^ac^ad^ae^bf^cf^dg^eg^eh^bh,10,3",-0.0001161228,4022.77,11.53729
"*aMM0+++++*bNM3+++*cMN3+++*dLM3+++*eML3+++*fOM1++*gMO2*hKM1*iMK2^ab^ac^ad^ae^bf^cg^dh^ei,5,3",-0.4902309,3425.742,6.726298
"*aMM0+++++*bNM3*cMN3*dLM1*eML3+++++*fOM1+++++*gMO2+++++*hKM1+++++*iMK2+++++^ab^ac^ad^ae^bf^cg^dh^ei,5,3",-0.000744015,4488.585,3.784671
"*aMM0*bNM2*cMN4*dLM4*eML4*fOM4*gNN4*hNL4*iMO4*jLN4*kKM4*lLL4*mMK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^el^em^cg^dj,4,0",-0.6667629,1678.0,2.032412
"*aMM0+++++*bNM2+*cMN1+*dLM2+*eML1+^ab^ac^ad^ae,10,3",2.442268,3088.7,10.70144
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN3++*gNL3++*hNN2+*iLL2+^ab^ac^ad^ae^df^fc^eg^gb^bh^ch^di^ei,20,3",-0.0001087197,3858.395,0.0003409237
"*aMM0---------*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0-*gNL0-*hNN3*iLL3^ab^ac^ad^ae^df^eg^ch^di^fc,33,3",30.39344,3966.629,23.02056
"*aMM0++*bNM2++*cMN1+*dLM2*eML1*fOM4*gNN4*hNL3*iMO4*jLN3*kKM4*lLL4*mMK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^el,6,1",-0.3228048,2545.365,12.37148
"*aMM0+++++*bNM4+++*cMN4+++*dLM4+++*eML4+++*fOM3++++++*gMO3+++++*hKM1++++++*iMK2++++++^ab^ac^ad^ae^bf^cg^dh^ei,20,3",-0.5337672,3859.77,3.600219
"*aMM0++++++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLN3*gNL3^ab^ac^ad^ae^df^fc^eg^gb,5,3",18.74594,5816.389,9.952826
"*aMM0*bNM2*cMN1*dLM0*eML4^ab^ac^ad^ae,7,1",-0.7948012,3156.0,6.324425
"*aMM0+++*bNM2*cMN4*dLM2*eML1*fOM1*gMO2*hKM1*iMK2*lKK4*kKL4*jLK4*mOL4*nOK4*oNK4^ab^ac^ad^ae^bf^cg^dh^ei^mn^jl^kl^fm^hk^ij^io^on,13,3",-0.375921,2739.359,35.60113
"*aMM0*bNM2*cMN1*dLM2*eML1^ab^ac^ad^ae,23,2",-0.01130967,1912.0,0.03277982
"*aMM0+++++*bNM3+++*cMN3+++*dLM3++*eML3++*fOM1++++*gMO2+++++*hMK2+++++*iKM2+++++^ab^ac^ad^ae^bf^cg^eh^di,5,3",-0.002542669,4418.228,6.985427
"*aMM0+++*bNM2++*cMN1++*dLM2++*eML1++*fNN1++*gLN0++*hLL2++*iNL0++^ab^ac^ad^ae^bf^cf^dg^gc^dh^eh^bi^ei,5,3",52.04619,6620.313,26.91948
"*aMM0+++++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0++*gNL0+*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,60,3",-0.0001304024,7632.82,0.1491259
"*aMM0*bNM2*cMN1*dLM4*eML4^ab^ac^ad^ae,24,2",-0.7847728,1756.0,0.3150598
