config,range,cost,velocity,result
"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0*gLL1*hNN2*iMK2*jKL3*kON0*lNL4*mPN3*nKM4*oNK2*pNJ1*qOJ4*rMJ3*sNO3*tLJ0*uMO4*vPO4*wPJ0*xOK1*yPP2*zPM0^ab^ac^ad^ae^cf^dg^eg^bh^ch^di^gj^hk^fk^dl^cl^km^en^jn^io^lo^op^pq^pr^ir^hs^rt^su^bu^mv^qw^ox^qx^vy^fz^mz,90,3",0.0,9778.403,1.306166,CouldNotStabilize
"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0*gLL1*hNN2*iMK2*jKL3*kON0*lNL4*mPN3*nKM4*oNK2*pNJ1*qOJ4*rMJ3*sNO3*tLJ0*uMO4*vPO4*wPJ0*xOK1*yPP2*zPM0*!PL1*@MP2^ab^ac^ad^ae^cf^dg^eg^bh^ch^di^gj^hk^fk^dl^cl^km^en^jn^io^lo^op^pq^pr^ir^hs^rt^su^bu^mv^qw^ox^qx^vy^fz^mz^z!^u@,90,3",0.0,9934.403,1.903865,CouldNotStabilize
"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0*gLL1*hNN2*iMK2*jKL3*kON0*lNL4*mPN3*nKM4*oNK2*pNJ1*qOJ4*rMJ3*sNO3*tLJ0*uMO4*vPO4*wPJ0*xOK1*yPP2*zPM0*!PL1*@MP2*#KK2*$LP2^ab^ac^ad^ae^cf^dg^eg^bh^ch^di^gj^hk^fk^dl^cl^km^en^jn^io^lo^op^pq^pr^ir^hs^rt^su^bu^mv^qw^ox^qx^vy^fz^mz^z!^u@^j#^@$,90,3",0.0,10090.4,2.484427,CouldNotStabilize
"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0*gLL1*hNN2*iMK2*jKL3*kON0*lNL4*mPN3*nKM4*oNK2*pNJ1*qOJ4*rMJ3*sNO3*tLJ0*uMO4*vPO4*wPJ0*xOK1*yPP2*zPM0*!PL1*@MP2*#KK2^ab^ac^ad^ae^cf^dg^eg^bh^ch^di^gj^hk^fk^dl^cl^km^en^jn^io^lo^op^pq^pr^ir^hs^rt^su^bu^mv^qw^ox^qx^vy^fz^mz^z!^u@^j#,90,3",0.0,10012.4,1.327794,CouldNotStabilize
"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0*gLL1*hNN2*iMK2*jKL3*kON0*lNL4*mPN3*nKM4*oNK2*pNJ1*qOJ4*rMJ3*sNO3*tLJ0*uMO4*vPO4*wPJ0*xOK1*yPP2*zPM0*!PL1*@MP2*#KK2*$LP2*%NP2^ab^ac^ad^ae^cf^dg^eg^bh^ch^di^gj^hk^fk^dl^cl^km^en^jn^io^lo^op^pq^pr^ir^hs^rt^su^bu^mv^qw^ox^qx^vy^fz^mz^z!^u@^j#^@$^@%^s%,90,3",0.0,10168.4,3.473631,CouldNotStabilize
"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0*gLL1*hNN2*iMK2*jKL3*kON0*lNL4*mPN3*nKM4*oNK2*pNJ1*qOJ4*rMJ3*sNO3*tLJ0*uMO4*vPO4*wPJ0*xOK1*yPP2*zPM0*!PL1*@MP2*#KK2*$LP2*%NP2*&JL1^ab^ac^ad^ae^cf^dg^eg^bh^ch^di^gj^hk^fk^dl^cl^km^en^jn^io^lo^op^pq^pr^ir^hs^rt^su^bu^mv^qw^ox^qx^vy^fz^mz^z!^u@^j#^@$^@%^s%^j&,90,3",0.0,10246.4,5.042177,CouldNotStabilize
"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0*gLL1*hNN2*iMK2*jKL3*kON0*lNL4*mPN3*nKM4*oNK2*pNJ1*qOJ4*rMJ3*sNO3*tLJ0*uMO4*vPO4*wPJ0*xOK1*yPP2*zPM0*!PL1*@MP2*#KK2*$LP2*%NP2*&JL1^ab^ac^ad^ae^cf^dg^eg^bh^ch^di^gj^hk^fk^dl^cl^km^en^jn^io^lo^op^pq^pr^ir^hs^rt^su^bu^mv^qw^ox^qx^vy^fz^mz^z!^u@^j#^@$^@%^s%^j&,0,3",0.0,10246.4,13.87469,CouldNotStabilize
"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0*gLL1*hNN2*iMK2*jKL3*kON0*lNL4*mPN3*nKM4*oNK2*pNJ1*qOJ4*rMJ3*sNO3*tLJ0*uMO4*vPO4*wPJ0*xOK1*yPP2*zPM0*!PL1*@MP2*#KK2*$LP2*%NP2*&JL1*(OO3*)JM4^ab^ac^ad^ae^cf^dg^eg^bh^ch^di^gj^hk^fk^dl^cl^km^en^jn^io^lo^op^pq^pr^ir^hs^rt^su^bu^mv^qw^ox^qx^vy^fz^mz^z!^u@^j#^@$^@%^s%^j&^v(^s(^k(^n)^&),0,3",0.0,10326.5,14.11914,CouldNotStabilize
"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0*gLL1*hNN2*iMK2*jKL3*kON0*lNL4*mPN3*nKM4*oNK2*pNJ1*qOJ4*rMJ3*sNO3*tLJ0*uMO4*vPO4*wPJ0*xOK1*yPP2*zPM0*!PL1*@MP2*#KK2*$LP2*%NP2*&JL1*(OO3^ab^ac^ad^ae^cf^dg^eg^bh^ch^di^gj^hk^fk^dl^cl^km^en^jn^io^lo^op^pq^pr^ir^hs^rt^su^bu^mv^qw^ox^qx^vy^fz^mz^z!^u@^j#^@$^@%^s%^j&^v(^s(^k(,0,3",0.0,10326.5,14.05631,CouldNotStabilize
"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0*gLL1*hNN2*iMK2*jKL3*kON0*lNL4*mPN3*nKM4*oNK2*pNJ1*qOJ4*rMJ3*sNO3*tLJ0*uMO4*vPO4*wPJ0*xOK1*yPP2*zPM0*!PL1*@MP2*#KK2*$LP2*%NP2*&JL1*(OO3*)JM4*_JN2^ab^ac^ad^ae^cf^dg^eg^bh^ch^di^gj^hk^fk^dl^cl^km^en^jn^io^lo^op^pq^pr^ir^hs^rt^su^bu^mv^qw^ox^qx^vy^fz^mz^z!^u@^j#^@$^@%^s%^j&^v(^s(^k(^n)^&)^)_,0,3",0.0,10404.5,13.0295,CouldNotStabilize
"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0*gLL1*hNN2*iMK2*jKL3*kON0*lNL4*mPN3*nKM4*oNK2*pNJ1*qOJ4*rMJ3*sNO3*tLJ0*uMO4*vPO4*wPJ0*xOK1*yPP2*zPM0*!PL1*@MP2*#KK2*$LP2*%NP2*&JL1*(OO3*)JM4*_JN2*=LO2^ab^ac^ad^ae^cf^dg^eg^bh^ch^di^gj^hk^fk^dl^cl^km^en^jn^io^lo^op^pq^pr^ir^hs^rt^su^bu^mv^qw^ox^qx^vy^fz^mz^z!^u@^j#^@$^@%^s%^j&^v(^s(^k(^n)^&)^)_^u=^$=,0,3",0.0,10482.5,14.50772,CouldNotStabilize
"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0*gLL1*hNN2*iMK2*jKL3*kON0*lNL4*mPN3*nKM4*oNK2*pNJ1*qOJ4*rMJ3*sNO3*tLJ0*uMO4*vPO4*wPJ0*xOK1*yPP2*zPM0*!PL1*@MP2*#KK2*$LP2*%NP2*&JL1*(OO3*)JM4*_JN2*=LO2*[KO4*]LK3^ab^ac^ad^ae^cf^dg^eg^bh^ch^di^gj^hk^fk^dl^cl^km^en^jn^io^lo^op^pq^pr^ir^hs^rt^su^bu^mv^qw^ox^qx^vy^fz^mz^z!^u@^j#^@$^@%^s%^j&^v(^s(^k(^n)^&)^)_^u=^$=^=[^i]^#]^t]^g],0,3",0.0,10562.61,13.64965,CouldNotStabilize
"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0*gLL1*hNN2*iMK2*jKL3*kON0*lNL4*mPN3*nKM4*oNK2*pNJ1*qOJ4*rMJ3*sNO3*tLJ0*uMO4*vPO4*wPJ0*xOK1*yPP2*zPM0*!PL1*@MP2*#KK2*$LP2*%NP2*&JL1*(OO3*)JM4*_JN2*=LO2*[KO4^ab^ac^ad^ae^cf^dg^eg^bh^ch^di^gj^hk^fk^dl^cl^km^en^jn^io^lo^op^pq^pr^ir^hs^rt^su^bu^mv^qw^ox^qx^vy^fz^mz^z!^u@^j#^@$^@%^s%^j&^v(^s(^k(^n)^&)^)_^u=^$=^=[,0,3",0.0,10482.5,14.50782,CouldNotStabilize
"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0*gLL1*hNN2*iMK2*jKL3*kON0*lNL4*mPN3*nKM4*oNK2*pNJ1*qOJ4*rMJ3*sNO3*tLJ0*uMO4*vPO4*wPJ0*xOK1*yPP2*zPM0*!PL1*@MP2*#KK2*$LP2*%NP2*&JL1*(OO3*)JM4*_JN2*=LO2*[KO4*]LK3*{OL0^ab^ac^ad^ae^cf^dg^eg^bh^ch^di^gj^hk^fk^dl^cl^km^en^jn^io^lo^op^pq^pr^ir^hs^rt^su^bu^mv^qw^ox^qx^vy^fz^mz^z!^u@^j#^@$^@%^s%^j&^v(^s(^k(^n)^&)^)_^u=^$=^=[^i]^#]^t]^g]^!{^l{^x{^f{,0,3",0.0,11962.61,11.67909,CouldNotStabilize
"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0*gLL1*hNN2*iMK2*jKL3*kON0*lNL4*mPN3*nKM4*oNK2*pNJ1*qOJ4*rMJ3*sNO3*tLJ0*uMO4*vPO4*wPJ0*xOK1*yPP2*zPM0*!PL1*@MP2*#KK2*$LP2*%NP2*&JL1*(OO3*)JM4*_JN2*=LO2*[KO4*]LK3*{OL0*}PK4^ab^ac^ad^ae^cf^dg^eg^bh^ch^di^gj^hk^fk^dl^cl^km^en^jn^io^lo^op^pq^pr^ir^hs^rt^su^bu^mv^qw^ox^qx^vy^fz^mz^z!^u@^j#^@$^@%^s%^j&^v(^s(^k(^n)^&)^)_^u=^$=^=[^i]^#]^t]^g]^!{^l{^x{^f{^x}^w}^!},0,3",0.0,11962.61,11.67992,CouldNotStabilize
"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0*gLL1*hNN2*iMK2*jKL3*kON0*lNL4*mPN3*nKM4*oNK2*pNJ1*qOJ4*rMJ3*sNO3*tLJ0*uMO4*vPO4*wPJ0*xOK1*yPP2*zPM0*!PL1*@MP2*#KK2*$LP2*%NP2*&JL1*(OO3*)JM4*_JN2*=LO2*[KO4*]LK3*{OL0*}PK4*<JO3^ab^ac^ad^ae^cf^dg^eg^bh^ch^di^gj^hk^fk^dl^cl^km^en^jn^io^lo^op^pq^pr^ir^hs^rt^su^bu^mv^qw^ox^qx^vy^fz^mz^z!^u@^j#^@$^@%^s%^j&^v(^s(^k(^n)^&)^)_^u=^$=^=[^i]^#]^t]^g]^!{^l{^x{^f{^x}^w}^!}^[<^_<,0,3",0.0,12042.71,14.32832,CouldNotStabilize
"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0*gLL1*hNN2*iMK2*jKL3*kON0*lNL4*mPN3*nKM4*oNK2*pNJ1*qOJ4*rMJ3*sNO3*tLJ0*uMO4*vPO4*wPJ0*xOK1*yPP2*zPM0*!PL1*@MP2*#KK2*$LP2*%NP2*&JL1*(OO3*)JM4*_JN2*=LO2*[KO4*]LK3*{OL0*}PK4*<JO3*>JP2^ab^ac^ad^ae^cf^dg^eg^bh^ch^di^gj^hk^fk^dl^cl^km^en^jn^io^lo^op^pq^pr^ir^hs^rt^su^bu^mv^qw^ox^qx^vy^fz^mz^z!^u@^j#^@$^@%^s%^j&^v(^s(^k(^n)^&)^)_^u=^$=^=[^i]^#]^t]^g]^!{^l{^x{^f{^x}^w}^!}^[<^_<^<>,0,3",0.0,12120.71,13.1645,CouldNotStabilize
"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0*gLL1*hNN2*iMK2*jKL3*kON0*lNL4*mPN3*nKM4*oNK2*pNJ1+*qOJ4*rMJ3*sNO3*tLJ0*uMO4*vPO4*wPJ0*xOK1*yPP2*zPM0*!PL1*@MP2*#KK2*$LP2*%NP2*&JL1*(OO3*)JM4*_JN2*=LO2*[KO4*]LK3*{OL0*}PK4*<JO3*>JP2^ab^ac^ad^ae^cf^dg^eg^bh^ch^di^gj^hk^fk^dl^cl^km^en^jn^io^lo^op^pq^pr^ir^hs^rt^su^bu^mv^qw^ox^qx^vy^fz^mz^z!^u@^j#^@$^@%^s%^j&^v(^s(^k(^n)^&)^)_^u=^$=^=[^i]^#]^t]^g]^!{^l{^x{^f{^x}^w}^!}^[<^_<^<>,0,3",0.0,12147.39,13.01385,CouldNotStabilize
"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0*gLL1*hNN2*iMK2*jKL3*kON0*lNL4*mPN3*nKM4*oNK2*pNJ1++++++++*qOJ4*rMJ3*sNO3*tLJ0*uMO4*vPO4*wPJ0*xOK1*yPP2*zPM0*!PL1*@MP2*#KK2*$LP2*%NP2*&JL1*(OO3*)JM4*_JN2*=LO2*[KO4*]LK3*{OL0*}PK4*<JO3*>JP2^ab^ac^ad^ae^cf^dg^eg^bh^ch^di^gj^hk^fk^dl^cl^km^en^jn^io^lo^op^pq^pr^ir^hs^rt^su^bu^mv^qw^ox^qx^vy^fz^mz^z!^u@^j#^@$^@%^s%^j&^v(^s(^k(^n)^&)^)_^u=^$=^=[^i]^#]^t]^g]^!{^l{^x{^f{^x}^w}^!}^[<^_<^<>,0,3",0.0,12848.71,7.704733,CouldNotStabilize
"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0*gLL1*hNN2*iMK2*jKL3*kON0*lNL4*mPN3*nKM4*oNK2*pNJ1++*qOJ4*rMJ3*sNO3*tLJ0*uMO4*vPO4*wPJ0*xOK1*yPP2*zPM0*!PL1*@MP2*#KK2*$LP2*%NP2*&JL1*(OO3*)JM4*_JN2*=LO2*[KO4*]LK3*{OL0*}PK4*<JO3*>JP2^ab^ac^ad^ae^cf^dg^eg^bh^ch^di^gj^hk^fk^dl^cl^km^en^jn^io^lo^op^pq^pr^ir^hs^rt^su^bu^mv^qw^ox^qx^vy^fz^mz^z!^u@^j#^@$^@%^s%^j&^v(^s(^k(^n)^&)^)_^u=^$=^=[^i]^#]^t]^g]^!{^l{^x{^f{^x}^w}^!}^[<^_<^<>,0,3",0.0,12187.21,12.65915,CouldNotStabilize
"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0*gLL1*hNN2*iMK2*jKL3*kON0*lNL4*mPN3*nKM4*oNK2*pNJ1++++*qOJ4*rMJ3*sNO3*tLJ0*uMO4*vPO4*wPJ0*xOK1*yPP2*zPM0*!PL1*@MP2*#KK2*$LP2*%NP2*&JL1*(OO3*)JM4*_JN2*=LO2*[KO4*]LK3*{OL0*}PK4*<JO3*>JP2^ab^ac^ad^ae^cf^dg^eg^bh^ch^di^gj^hk^fk^dl^cl^km^en^jn^io^lo^op^pq^pr^ir^hs^rt^su^bu^mv^qw^ox^qx^vy^fz^mz^z!^u@^j#^@$^@%^s%^j&^v(^s(^k(^n)^&)^)_^u=^$=^=[^i]^#]^t]^g]^!{^l{^x{^f{^x}^w}^!}^[<^_<^<>,0,3",0.0,12316.71,8.82182,CouldNotStabilize
"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0*gLL1*hNN2*iMK2*jKL3*kON0*lNL4*mPN3*nKM4*oNK2*pNJ1++++++++++++++++*qOJ4*rMJ3*sNO3*tLJ0*uMO4*vPO4*wPJ0*xOK1*yPP2*zPM0*!PL1*@MP2*#KK2*$LP2*%NP2*&JL1*(OO3*)JM4*_JN2*=LO2*[KO4*]LK3*{OL0*}PK4*<JO3*>JP2^ab^ac^ad^ae^cf^dg^eg^bh^ch^di^gj^hk^fk^dl^cl^km^en^jn^io^lo^op^pq^pr^ir^hs^rt^su^bu^mv^qw^ox^qx^vy^fz^mz^z!^u@^j#^@$^@%^s%^j&^v(^s(^k(^n)^&)^)_^u=^$=^=[^i]^#]^t]^g]^!{^l{^x{^f{^x}^w}^!}^[<^_<^<>,0,3",0.0,15592.71,8.73328,CouldNotStabilize
"*aMM0*bMN1*cNM1+*dML2*eLM2*fOM0*gLL1*hNN2*iMK2*jKL3*kON0*lNL4*mPN3*nKM4*oNK2*pNJ1++++++++++++++++*qOJ4*rMJ3*sNO3*tLJ0*uMO4*vPO4*wPJ0*xOK1*yPP2*zPM0*!PL1*@MP2*#KK2*$LP2*%NP2*&JL1*(OO3*)JM4*_JN2*=LO2*[KO4*]LK3*{OL0*}PK4*<JO3*>JP2^ab^ac^ad^ae^cf^dg^eg^bh^ch^di^gj^hk^fk^dl^cl^km^en^jn^io^lo^op^pq^pr^ir^hs^rt^su^bu^mv^qw^ox^qx^vy^fz^mz^z!^u@^j#^@$^@%^s%^j&^v(^s(^k(^n)^&)^)_^u=^$=^=[^i]^#]^t]^g]^!{^l{^x{^f{^x}^w}^!}^[<^_<^<>,0,3",0.0,15619.4,12.28706,CouldNotStabilize
"*aMM0*bMN1*cNM1++++*dML2*eLM2*fOM0*gLL1*hNN2*iMK2*jKL3*kON0*lNL4*mPN3*nKM4*oNK2*pNJ1++++++++++++++++*qOJ4*rMJ3*sNO3*tLJ0*uMO4*vPO4*wPJ0*xOK1*yPP2*zPM0*!PL1*@MP2*#KK2*$LP2*%NP2*&JL1*(OO3*)JM4*_JN2*=LO2*[KO4*]LK3*{OL0*}PK4*<JO3*>JP2^ab^ac^ad^ae^cf^dg^eg^bh^ch^di^gj^hk^fk^dl^cl^km^en^jn^io^lo^op^pq^pr^ir^hs^rt^su^bu^mv^qw^ox^qx^vy^fz^mz^z!^u@^j#^@$^@%^s%^j&^v(^s(^k(^n)^&)^)_^u=^$=^=[^i]^#]^t]^g]^!{^l{^x{^f{^x}^w}^!}^[<^_<^<>,0,3",0.0,15788.71,20.28619,CouldNotStabilize
"*aMM0*bMN1*cNM1++*dML2*eLM2*fOM0*gLL1*hNN2*iMK2*jKL3*kON0*lNL4*mPN3*nKM4*oNK2*pNJ1++++++++++++++++*qOJ4*rMJ3*sNO3*tLJ0*uMO4*vPO4*wPJ0*xOK1*yPP2*zPM0*!PL1*@MP2*#KK2*$LP2*%NP2*&JL1*(OO3*)JM4*_JN2*=LO2*[KO4*]LK3*{OL0*}PK4*<JO3*>JP2^ab^ac^ad^ae^cf^dg^eg^bh^ch^di^gj^hk^fk^dl^cl^km^en^jn^io^lo^op^pq^pr^ir^hs^rt^su^bu^mv^qw^ox^qx^vy^fz^mz^z!^u@^j#^@$^@%^s%^j&^v(^s(^k(^n)^&)^)_^u=^$=^=[^i]^#]^t]^g]^!{^l{^x{^f{^x}^w}^!}^[<^_<^<>,0,3",0.0,15659.21,8.571827,CouldNotStabilize
"*aMM0*bMN1*cNM1++++++++++++++++*dML2*eLM2*fOM0*gLL1*hNN2*iMK2*jKL3*kON0*lNL4*mPN3*nKM4*oNK2*pNJ1++++++++++++++++*qOJ4*rMJ3*sNO3*tLJ0*uMO4*vPO4*wPJ0*xOK1*yPP2*zPM0*!PL1*@MP2*#KK2*$LP2*%NP2*&JL1*(OO3++*)JM4*_JN2*=LO2*[KO4*]LK3*{OL0*}PK4*<JO3*>JP2^ab^ac^ad^ae^cf^dg^eg^bh^ch^di^gj^hk^fk^dl^cl^km^en^jn^io^lo^op^pq^pr^ir^hs^rt^su^bu^mv^qw^ox^qx^vy^fz^mz^z!^u@^j#^@$^@%^s%^j&^v(^s(^k(^n)^&)^)_^u=^$=^=[^i]^#]^t]^g]^!{^l{^x{^f{^x}^w}^!}^[<^_<^<>,0,3",0.0,19074.02,17.75609,CouldNotStabilize
"*aMM0*bMN1*cNM1++++++++*dML2*eLM2*fOM0*gLL1*hNN2*iMK2*jKL3*kON0*lNL4*mPN3*nKM4*oNK2*pNJ1++++++++++++++++*qOJ4*rMJ3*sNO3*tLJ0*uMO4*vPO4*wPJ0*xOK1*yPP2*zPM0*!PL1*@MP2*#KK2*$LP2*%NP2*&JL1*(OO3*)JM4*_JN2*=LO2*[KO4*]LK3*{OL0*}PK4*<JO3*>JP2^ab^ac^ad^ae^cf^dg^eg^bh^ch^di^gj^hk^fk^dl^cl^km^en^jn^io^lo^op^pq^pr^ir^hs^rt^su^bu^mv^qw^ox^qx^vy^fz^mz^z!^u@^j#^@$^@%^s%^j&^v(^s(^k(^n)^&)^)_^u=^$=^=[^i]^#]^t]^g]^!{^l{^x{^f{^x}^w}^!}^[<^_<^<>,0,3",0.0,16320.71,20.18444,CouldNotStabilize
