T,episode,config,range,cost,velocity,result
9733,96,"*aMN1++++++++++++++++*bMO2----------------*cLO1----*dNO3++++*eLN1*fLP2++++++++++++++++*gKP1----------------^ab^bc^bd^ae^ce^cf^fg,0,3",0.0030043085571378,5012.57666015625,8.812070846557617,Failure
9734,96,"*aMN1++++++++++++++++*bMO2----------------*cLO1----*dNO3++++++++*eLN1*fLP2++++++++++++++++*gKP1----------------^ab^bc^bd^ae^ce^cf^fg,0,3",0.0050948746502399,5163.45947265625,8.65709114074707,Failure
9735,96,"*aMN1++++++++++++++++*bMO2----------------*cLO1----*dNO3++++++++*eLN1*fLP2++++++++++++++++*gKP1----------------*hMP3^ab^bc^bd^ae^ce^cf^fg^fh^bh,0,3",-0.000310202158289,5164.93505859375,12.931493759155272,Failure
9736,96,"*aMN1++++++++++++++++*bMO2----------------*cLO1----*dNO3++++++++*eLN1*fLP2++++++++++++++++*gKP1----------------*hMP3-^ab^bc^bd^ae^ce^cf^fg^fh^bh,0,3",0.0002425186103209,5061.67578125,12.577608108520508,Failure
9739,96,"*aMN1++++++++++++++++*bMO2----------------*cLO1--------*dNO3++++++++*eLN1*fLP2++++++++++++++++*gKP1----------------*hMP3----^ab^bc^bd^ae^ce^cf^fg^fh^bh,0,3",0.001660089707002,4646.46142578125,10.467409133911133,Failure
9755,96,"*aMN1++++++++++++++++*bMO2----------------*cLO1----*dNO3++++++++*eLN1+*fLP2++++++++++++++++*gKP1----------------*hMP3----^ab^bc^bd^ae^ce^cf^fg^fh^bh,0,3",0.001916482229717,4764.328125,11.487174034118652,Failure
9757,96,"*aMN1++++++++++++++++*bMO2----------------*cLO1----*dNO3++++++++*eLN1++*fLP2++++++++++++++++*gKP1----------------*hMP3--^ab^bc^bd^ae^ce^cf^fg^fh^bh,0,3",0.0004732606175821,4959.70361328125,12.204291343688965,Failure
9758,96,"*aMN1++++++++++++++++*bMO2----------------*cLO1----*dNO3++++++++*eLN1++*fLP2++++++++++++++++*gKP1----------------*hMP3-^ab^bc^bd^ae^ce^cf^fg^fh^bh,0,3",-0.0001176101141027,5070.9384765625,12.747454643249512,Failure
9763,96,"*aMN1++++++++++++++++*bMO2----------------*cLO1----*dNO3++++++++*eLN1+*fLP2++++++++++++++++*gKP1----------------*hMP3-^ab^bc^bd^ae^ce^cf^fg^fh^bh,0,3",0.0002287154638906,5068.64111328125,12.821003913879396,Failure
9802,97,"*aMM0*bMN1*cML2*dMO2*eLO1^ab^ac^bd^de,0,3",-0.0013734123203903,2633.23486328125,2.291609764099121,Failure
9803,97,"*aMM0*bMN1*cMO2*dLO1^ab^bc^cd,0,3",-0.0004099277139175,3010.258056640625,2.844027519226074,Failure
9829,97,"*aMN1++++++++++++++++*bMO2----------------*cLO1-*dNO3*eLN1*fLP2++++++++++++++++*gKP1----------------^ab^bc^bd^ae^ce^cf^fg,0,3",0.007740216795355,4977.85400390625,6.903468608856201,Failure
9833,97,"*aMN1++++++++++++++++*bMO2----------------*cLO1--------*dNO3+*eLN1*fLP2++++++++++++++++*gKP1----------------^ab^bc^bd^ae^ce^cf^fg,0,3",0.0001704418391454,4905.8056640625,11.86035442352295,Failure
9834,97,"*aMN1++++++++++++++++*bMO2----------------*cLO1--------*dNO3++*eLN1*fLP2++++++++++++++++*gKP1----------------^ab^bc^bd^ae^ce^cf^fg,0,3",4.2387258872622624e-05,4937.634765625,12.013339042663574,Failure
9835,97,"*aMN1++++++++++++++++*bMO2----------------*cLO1--------*dNO3++++*eLN1*fLP2++++++++++++++++*gKP1----------------^ab^bc^bd^ae^ce^cf^fg,0,3",-0.0001585802092449,4996.490234375,12.317987442016602,Failure
9836,97,"*aMN1++++++++++++++++*bMO2----------------*cLO1--------*dNO3++++++++*eLN1*fLP2++++++++++++++++*gKP1----------------^ab^bc^bd^ae^ce^cf^fg,0,3",9.836508252192289e-05,5093.7861328125,12.343446731567385,Failure
9839,97,"*aMN1++++++++++++++++*bMO2----------------*cLO1----*dNO3++++++++*eLN1+*fLP2++++++++++++++++*gKP1----------------*hMP3^ab^bc^bd^ae^ce^cf^fg^fh^bh,0,3",-0.0004878998734056,5174.55078125,13.43910026550293,Failure
9843,97,"*aMN1++++++++++++++++*bMO2----------------*cLO1----*dNO3++++++++*eLN1++++*fLP2++++++++++++++++*gKP1----------------*hMP3--^ab^bc^bd^ae^ce^cf^fg^fh^bh,0,3",-0.0005774644087068,5032.65869140625,12.561727523803713,Failure
9846,97,"*aMN1++++++++++++++++*bMO2----------------*cLO1----*dNO3++++++++*eLN1++++*fLP2++++++++++++++++*gKP1----------------*hMP3-^ab^bc^bd^ae^ce^cf^fg^fh^bh,0,3",-0.001032457803376,5129.6767578125,12.8931303024292,Failure
9931,98,"*aMN1++++++++++++++++*bMO2----------------*cLO1--*dNO3*eLN1*fLP2++++++++++++++++*gKP1----------------^ab^bc^bd^ae^ce^cf^fg,0,3",0.0062703238800168,4956.42138671875,7.392831802368164,Failure
9932,98,"*aMN1++++++++++++++++*bMO2----------------*cLO1----*dNO3*eLN1*fLP2++++++++++++++++*gKP1----------------^ab^bc^bd^ae^ce^cf^fg,0,3",0.0015420969575643,4906.462890625,8.84986400604248,Failure
9938,98,"*aMN1++++++++++++++++*bMO2----------------*cLO1--------*dNO3++++++++*eLN1-*fLP2++++++++++++++++*gKP1----------------^ab^bc^bd^ae^ce^cf^fg,0,3",0.000636177312117,5042.12158203125,12.323445320129396,Failure
9950,98,"*aMN1++++++++++++++++*bMO2----------------*cLO1--------*dNO3++++++++*eLN1+*fLP2++++++++++++++++*gKP1----------------^ab^bc^bd^ae^ce^cf^fg,0,3",-0.0004832090635318,5151.15185546875,12.388208389282228,Failure
9963,98,"*aMN1++++++++++++++++*bMO2----------------*cLO1--------*dNO3++++++++*eLN1++*fLP2++++++++++++++++*gKP1----------------^ab^bc^bd^ae^ce^cf^fg,0,3",-0.0003177414473611,5174.98486328125,11.70024871826172,Failure
10034,99,"*aMN1++++++++++++++++*bMO2----------------*cLO1--*dNO3++*eLN1*fLP2++++++++++++++++*gKP1----------------^ab^bc^bd^ae^ce^cf^fg,0,3",0.00710214022547,5007.373046875,7.369153022766113,Failure
10035,99,"*aMN1++++++++++++++++*bMO2----------------*cLO1--*dNO3++++*eLN1*fLP2++++++++++++++++*gKP1----------------^ab^bc^bd^ae^ce^cf^fg,0,3",0.0077792736701667,5074.06494140625,7.403720855712891,Failure
10037,99,"*aMN1++++++++++++++++*bMO2----------------*cLO1----*dNO3++++*eLN1-*fLP2++++++++++++++++*gKP1----------------^ab^bc^bd^ae^ce^cf^fg,0,3",0.0023172125220298,4995.7841796875,9.135985374450684,Failure
10038,99,"*aMN1++++++++++++++++*bMO2----------------*cLO1--------*dNO3++++*eLN1-*fLP2++++++++++++++++*gKP1----------------^ab^bc^bd^ae^ce^cf^fg,0,3",0.0001922944502439,4956.10205078125,12.580350875854492,Failure
10047,99,"*aMN1++++++++++++++++*bMO2----------------*cLO1----*dNO3++++*eLN1+*fLP2++++++++++++++++*gKP1----------------^ab^bc^bd^ae^ce^cf^fg,0,3",0.0025483230128884,5046.5595703125,8.728096961975098,Failure
10078,99,"*aMN1++++++++++++++++*bMO2----------------*cLO1----*dNO3++++*eLN1++*fLP2++++++++++++++++*gKP1----------------^ab^bc^bd^ae^ce^cf^fg,0,3",0.0009147626697085,5086.814453125,9.03414535522461,Failure
10091,99,"*aMN1++++++++++++++++*bMO2----------------*cLO1----*dNO3++*eLN1++*fLP2++++++++++++++++*gKP1----------------^ab^bc^bd^ae^ce^cf^fg,0,3",0.0008245746139436,5026.78466796875,9.130443572998049,Failure
10106,100,"*aMM0*bMN1*cML2*dMO2*eLO1*fLN1^ab^ac^bd^de^bf^ef,0,3",-0.0013118509668856,2965.5302734375,3.8770735263824463,Failure
10107,100,"*aMM0*bMN1*cMO2*dLO1*eLN1^ab^bc^cd^be^de,0,3",-0.0006075648707337,3404.795654296875,7.713734149932861,Failure
10108,100,"*aMN1*bMO2*cLO1*dLN1^ab^bc^ad^cd,0,3",0.0003312044718768,4188.71728515625,20.5186767578125,Failure
10109,100,"*aMN1*bMO2*cLO1*dLN1*eLP2^ab^bc^ad^cd^ce,0,3",-0.0009499790612608,5101.20751953125,12.534783363342283,Failure
10110,100,"*aMN1*bMO2*cLO1*dLN1*eLP2*fNO3^ab^bc^ad^cd^ce^bf,0,3",-0.0012694777688011,4768.3369140625,3.23728084564209,Failure
10111,100,"*aMN1*bMO2*cLO1*dLN1*eLP2*fNO3*gKP1^ab^bc^ad^cd^ce^bf^eg,0,3",-0.0002333212323719,4145.59375,4.627863883972168,Failure
10112,100,"*aMN1*bMO2*cLO1*dLN1*eLP2*fNO3*gKP1-^ab^bc^ad^cd^ce^bf^eg,0,3",-2.287296410941053e-05,4108.27685546875,4.840640068054199,Failure
10113,100,"*aMN1*bMO2*cLO1*dLN1*eLP2*fNO3*gKP1--^ab^bc^ad^cd^ce^bf^eg,0,3",7.176498911576346e-05,4072.634033203125,4.964852333068848,Failure
10114,100,"*aMN1*bMO2*cLO1*dLN1*eLP2*fNO3*gKP1----^ab^bc^ad^cd^ce^bf^eg,0,3",0.0002262070920551,3992.915283203125,5.263915061950684,Failure
10115,100,"*aMN1*bMO2*cLO1*dLN1*eLP2*fNO3*gKP1--------^ab^bc^ad^cd^ce^bf^eg,0,3",0.0003299290256109,3827.595703125,6.2349467277526855,Failure
10116,100,"*aMN1*bMO2*cLO1*dLN1*eLP2*fNO3*gKP1----------------^ab^bc^ad^cd^ce^bf^eg,0,3",0.0002694163122214,3532.002685546875,6.012316703796387,Failure
10117,100,"*aMN1*bMO2-*cLO1*dLN1*eLP2*fNO3*gKP1----------------^ab^bc^ad^cd^ce^bf^eg,0,3",0.0001211104972753,3479.037109375,5.572815418243408,Failure
10118,100,"*aMN1*bMO2-*cLO1*dLN1*eLP2+*fNO3*gKP1----------------^ab^bc^ad^cd^ce^bf^eg,0,3",0.0003761851403396,3461.819091796875,5.342063903808594,Failure
10119,100,"*aMN1*bMO2--*cLO1*dLN1*eLP2+*fNO3*gKP1----------------^ab^bc^ad^cd^ce^bf^eg,0,3",0.0002302034845342,3425.741943359375,5.450912952423096,Failure
10120,100,"*aMN1*bMO2----*cLO1*dLN1*eLP2+*fNO3*gKP1----------------^ab^bc^ad^cd^ce^bf^eg,0,3",-0.000186455756193,3374.31982421875,5.623421669006348,Failure
10121,100,"*aMN1*bMO2--------*cLO1*dLN1*eLP2+*fNO3*gKP1----------------^ab^bc^ad^cd^ce^bf^eg,0,3",-0.0020075205247849,3214.28857421875,5.3905558586120605,Failure
10122,100,"*aMN1*bMO2----------------*cLO1*dLN1*eLP2+*fNO3*gKP1----------------^ab^bc^ad^cd^ce^bf^eg,0,3",-0.0009067273349501,2837.1103515625,4.253232955932617,Failure
10123,100,"*aMN1*bMO2----------------*cLO1*dLN1*eLP2++*fNO3*gKP1----------------^ab^bc^ad^cd^ce^bf^eg,0,3",-0.0025135602336376,2873.4375,4.758494377136231,Failure
10124,100,"*aMN1*bMO2----------------*cLO1*dLN1*eLP2++++*fNO3*gKP1----------------^ab^bc^ad^cd^ce^bf^eg,0,3",-0.0020882987882941,2990.4326171875,5.364633560180664,Failure
10125,100,"*aMN1*bMO2----------------*cLO1*dLN1*eLP2++++++++*fNO3*gKP1----------------^ab^bc^ad^cd^ce^bf^eg,0,3",-0.0006913190009072,3293.300537109375,5.9755072593688965,Failure
10126,100,"*aMN1*bMO2----------------*cLO1*dLN1*eLP2++++++++++++++++*fNO3*gKP1----------------^ab^bc^ad^cd^ce^bf^eg,0,3",0.0002614377008285,4196.3994140625,10.770429611206056,Failure
10127,100,"*aMN1+*bMO2----------------*cLO1*dLN1*eLP2++++++++++++++++*fNO3*gKP1----------------^ab^bc^ad^cd^ce^bf^eg,0,3",0.000281022832496,4236.837890625,10.592899322509766,Failure
10128,100,"*aMN1++*bMO2----------------*cLO1*dLN1*eLP2++++++++++++++++*fNO3*gKP1----------------^ab^bc^ad^cd^ce^bf^eg,0,3",0.0003306659637019,4280.37646484375,10.234970092773438,Failure
10129,100,"*aMN1++++*bMO2----------------*cLO1*dLN1*eLP2++++++++++++++++*fNO3*gKP1----------------^ab^bc^ad^cd^ce^bf^eg,0,3",0.0004660614358726,4371.65966796875,9.25882339477539,Failure
10130,100,"*aMN1++++++++*bMO2----------------*cLO1*dLN1*eLP2++++++++++++++++*fNO3*gKP1----------------^ab^bc^ad^cd^ce^bf^eg,0,3",0.0004316811391618,4564.6806640625,7.785881519317627,Failure
10131,100,"*aMN1++++++++++++++++*bMO2----------------*cLO1*dLN1*eLP2++++++++++++++++*fNO3*gKP1----------------^ab^bc^ad^cd^ce^bf^eg,0,3",0.0095408456400036,5012.103515625,6.443614482879639,Failure
10132,100,"*aMN1++++++++++++++++*bMO2----------------*cLO1-*dLN1*eLP2++++++++++++++++*fNO3*gKP1----------------^ab^bc^ad^cd^ce^bf^eg,0,3",0.007740216795355,4977.85400390625,6.903468608856201,Failure
10133,100,"*aMN1++++++++++++++++*bMO2----------------*cLO1-*dLN1*eLP2++++++++++++++++*fNO3+*gKP1----------------^ab^bc^ad^cd^ce^bf^eg,0,3",0.0082044778391718,5003.53857421875,6.862181186676025,Failure
10134,100,"*aMN1++++++++++++++++*bMO2----------------*cLO1--*dLN1*eLP2++++++++++++++++*fNO3+*gKP1----------------^ab^bc^ad^cd^ce^bf^eg,0,3",0.0066662924364209,4980.55810546875,7.386088848114014,Failure
10135,100,"*aMN1++++++++++++++++*bMO2----------------*cLO1----*dLN1*eLP2++++++++++++++++*fNO3+*gKP1----------------^ab^bc^ad^cd^ce^bf^eg,0,3",0.0020760402549058,4929.44921875,8.812590599060059,Failure
10136,100,"*aMN1++++++++++++++++*bMO2----------------*cLO1----*dLN1*eLP2++++++++++++++++*fNO3++*gKP1----------------^ab^bc^ad^cd^ce^bf^eg,0,3",0.0025229558814316,4953.48388671875,8.784541130065918,Failure
10137,100,"*aMN1++++++++++++++++*bMO2----------------*cLO1----*dLN1-*eLP2++++++++++++++++*fNO3++*gKP1----------------^ab^bc^ad^cd^ce^bf^eg,0,3",0.0019753652159124,4938.12451171875,9.05820083618164,Failure
10138,100,"*aMN1++++++++++++++++*bMO2----------------*cLO1--------*dLN1-*eLP2++++++++++++++++*fNO3++*gKP1----------------^ab^bc^ad^cd^ce^bf^eg,0,3",0.0002372042508795,4907.734375,12.392534255981444,Failure
10142,100,"*aMN1++++++++++++++++*bMO2----------------*cLO1----*dLN1-*eLP2++++++++++++++++*fNO3++++*gKP1----------------^ab^bc^ad^cd^ce^bf^eg,0,3",0.0023172125220298,4995.7841796875,9.135985374450684,Failure
10143,100,"*aMN1++++++++++++++++*bMO2----------------*cLO1----*dLN1*eLP2++++++++++++++++*fNO3++++*gKP1----------------^ab^bc^ad^cd^ce^bf^eg,0,3",0.0030043085571378,5012.57666015625,8.812070846557617,Failure
10144,100,"*aMN1++++++++++++++++*bMO2----------------*cLO1----*dLN1+*eLP2++++++++++++++++*fNO3++++*gKP1----------------^ab^bc^ad^cd^ce^bf^eg,0,3",0.0025483230128884,5046.5595703125,8.728096961975098,Failure
10155,100,"*aMN1++++++++++++++++*bMO2----------------*cLO1----*dLN1--*eLP2++++++++++++++++*fNO3++++*gKP1----------------^ab^bc^ad^cd^ce^bf^eg,0,3",0.0021384379360824,4964.3095703125,9.21495246887207,Failure
10169,100,"*aMN1++++++++++++++++*bMO2----------------*cLO1----*dLN1++*eLP2++++++++++++++++*fNO3++++*gKP1----------------^ab^bc^ad^cd^ce^bf^eg,0,3",0.0009147626697085,5086.814453125,9.03414535522461,Failure
10208,101,"*aMM0*bMN1*cML2*dMO2*eLO1*fLN1*gLP2^ab^ac^bd^de^bf^ef^eg,0,3",-0.0016800574958324,3589.703369140625,5.17596435546875,Failure
10209,101,"*aMM0*bMN1*cML2*dMO2*eLO1*fLN1*gLP2*hKP1^ab^ac^bd^de^bf^ef^eg^gh,0,3",-0.0001090929799829,3066.62646484375,3.5780420303344727,Failure
10210,101,"*aMM0*bMN1*cML2*dMO2*eLO1*fLN1*gLP2*hKP1*iNO3^ab^ac^bd^de^bf^ef^eg^gh^di,0,3",-0.0014686455251649,3008.7080078125,4.812106132507324,Failure
10211,101,"*aMM0*bMN1*cMO2*dLO1*eLN1*fLP2*gKP1*hNO3^ab^bc^cd^be^de^df^fg^ch,0,3",-0.0015871768118813,3338.364013671875,3.929825782775879,Failure
10212,101,"*aMN1*bMO2*cLO1*dLN1*eLP2*fKP1*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",-0.0002333212323719,4145.59375,4.627863883972168,Failure
10213,101,"*aMN1*bMO2*cLO1*dLN1*eLP2*fKP1-*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",-2.287296410941053e-05,4108.27685546875,4.840640068054199,Failure
10214,101,"*aMN1*bMO2*cLO1*dLN1*eLP2*fKP1--*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",7.176498911576346e-05,4072.634033203125,4.964852333068848,Failure
10215,101,"*aMN1*bMO2*cLO1*dLN1*eLP2*fKP1----*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",0.0002262070920551,3992.915283203125,5.263915061950684,Failure
10216,101,"*aMN1*bMO2*cLO1*dLN1*eLP2*fKP1--------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",0.0003299290256109,3827.595703125,6.2349467277526855,Failure
10217,101,"*aMN1*bMO2*cLO1*dLN1*eLP2*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",0.0002694163122214,3532.002685546875,6.012316703796387,Failure
10218,101,"*aMN1*bMO2*cLO1*dLN1*eLP2+*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",0.0005358282360248,3503.50830078125,5.636195182800293,Failure
10219,101,"*aMN1*bMO2*cLO1*dLN1*eLP2++*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",0.0006099598831497,3509.890869140625,5.936220645904541,Failure
10220,101,"*aMN1*bMO2*cLO1*dLN1*eLP2++++*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",0.0011429679580032,3562.7431640625,2.974189281463623,Failure
10221,101,"*aMN1*bMO2*cLO1*dLN1*eLP2++++++++*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",8.609247743152082e-05,3969.5400390625,1.187056064605713,Failure
10222,101,"*aMN1*bMO2*cLO1*dLN1*eLP2++++++++++++++++*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",0.0004561838286463,5833.7841796875,5.727131843566895,Failure
10223,101,"*aMN1*bMO2-*cLO1*dLN1*eLP2++++++++++++++++*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",0.0002990774519275,5722.9892578125,4.658102989196777,Failure
10224,101,"*aMN1*bMO2--*cLO1*dLN1*eLP2++++++++++++++++*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",-0.0001619105460122,5601.8095703125,3.6971168518066406,Failure
10225,101,"*aMN1*bMO2----*cLO1*dLN1*eLP2++++++++++++++++*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",-0.0002571862132754,5348.6376953125,2.739745140075684,Failure
10226,101,"*aMN1*bMO2--------*cLO1*dLN1*eLP2++++++++++++++++*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",0.0007679731934331,4802.74658203125,2.8435311317443848,Failure
10227,101,"*aMN1*bMO2----------------*cLO1*dLN1*eLP2++++++++++++++++*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",0.0002614377008285,4196.3994140625,10.770429611206056,Failure
10228,101,"*aMN1+*bMO2----------------*cLO1*dLN1*eLP2++++++++++++++++*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",0.000281022832496,4236.837890625,10.592899322509766,Failure
10229,101,"*aMN1++*bMO2----------------*cLO1*dLN1*eLP2++++++++++++++++*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",0.0003306659637019,4280.37646484375,10.234970092773438,Failure
10230,101,"*aMN1++++*bMO2----------------*cLO1*dLN1*eLP2++++++++++++++++*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",0.0004660614358726,4371.65966796875,9.25882339477539,Failure
10231,101,"*aMN1++++++++*bMO2----------------*cLO1*dLN1*eLP2++++++++++++++++*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",0.0004316811391618,4564.6806640625,7.785881519317627,Failure
10232,101,"*aMN1++++++++++++++++*bMO2----------------*cLO1*dLN1*eLP2++++++++++++++++*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",0.0095408456400036,5012.103515625,6.443614482879639,Failure
10233,101,"*aMN1++++++++++++++++*bMO2----------------*cLO1-*dLN1*eLP2++++++++++++++++*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",0.007740216795355,4977.85400390625,6.903468608856201,Failure
10234,101,"*aMN1++++++++++++++++*bMO2----------------*cLO1-*dLN1*eLP2++++++++++++++++*fKP1----------------*gNO3+^ab^bc^ad^cd^ce^ef^bg,0,3",0.0082044778391718,5003.53857421875,6.862181186676025,Failure
10235,101,"*aMN1++++++++++++++++*bMO2----------------*cLO1-*dLN1*eLP2++++++++++++++++*fKP1----------------*gNO3++^ab^bc^ad^cd^ce^ef^bg,0,3",0.0087116230279207,5032.7470703125,6.816069602966309,Failure
10236,101,"*aMN1++++++++++++++++*bMO2----------------*cLO1--*dLN1*eLP2++++++++++++++++*fKP1----------------*gNO3++^ab^bc^ad^cd^ce^ef^bg,0,3",0.00710214022547,5007.373046875,7.369153022766113,Failure
10237,101,"*aMN1++++++++++++++++*bMO2----------------*cLO1--*dLN1*eLP2++++++++++++++++*fKP1----------------*gNO3++++^ab^bc^ad^cd^ce^ef^bg,0,3",0.0077792736701667,5074.06494140625,7.403720855712891,Failure
10238,101,"*aMN1++++++++++++++++*bMO2----------------*cLO1----*dLN1*eLP2++++++++++++++++*fKP1----------------*gNO3++++^ab^bc^ad^cd^ce^ef^bg,0,3",0.0030043085571378,5012.57666015625,8.812070846557617,Failure
10239,101,"*aMN1++++++++++++++++*bMO2----------------*cLO1----*dLN1+*eLP2++++++++++++++++*fKP1----------------*gNO3++++^ab^bc^ad^cd^ce^ef^bg,0,3",0.0025483230128884,5046.5595703125,8.728096961975098,Failure
10240,101,"*aMN1++++++++++++++++*bMO2----------------*cLO1----*dLN1++*eLP2++++++++++++++++*fKP1----------------*gNO3++++^ab^bc^ad^cd^ce^ef^bg,0,3",0.0009147626697085,5086.814453125,9.03414535522461,Failure
10255,101,"*aMN1++++++++++++++++*bMO2----------------*cLO1----*dLN1-*eLP2++++++++++++++++*fKP1----------------*gNO3++++^ab^bc^ad^cd^ce^ef^bg,0,3",0.0023172125220298,4995.7841796875,9.135985374450684,Failure
10266,101,"*aMN1++++++++*bMO2----------------*cLO1----*dLN1-*eLP2++++++++++++++++*fKP1----------------*gNO3++++^ab^bc^ad^cd^ce^ef^bg,0,3",0.0009619399206712,4424.25537109375,9.379444122314451,Failure
10323,102,"*aMN1*bMO2-*cLO1*dLN1*eLP2++++++++*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",0.0002413281908957,3884.572265625,1.1084623336791992,Failure
10333,102,"*aMN1++++++++*bMO2----------------*cLO1-*dLN1*eLP2++++++++++++++++*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",0.0005476048099808,4532.08203125,8.445131301879883,Failure
10354,102,"*aMN1++++++++*bMO2----------------*cLO1--*dLN1*eLP2++++++++++++++++*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",0.0006560742622241,4490.771484375,9.043482780456545,Failure
10355,102,"*aMN1++++++++*bMO2----------------*cLO1----*dLN1*eLP2++++++++++++++++*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",0.0004903373774141,4420.45703125,10.974206924438477,Failure
10356,102,"*aMN1++++++++*bMO2----------------*cLO1--------*dLN1*eLP2++++++++++++++++*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",0.0002515033993404,4302.74560546875,14.915777206420898,Failure
10357,102,"*aMN1++++++++*bMO2----------------*cLO1--------*dLN1-*eLP2++++++++++++++++*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",0.0009137281449511,4229.9287109375,13.796051025390623,Failure
10358,102,"*aMN1++++++++*bMO2----------------*cLO1--------*dLN1--*eLP2++++++++++++++++*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",0.0012640642235055,4166.78515625,13.192686080932615,Failure
10359,102,"*aMN1++++++++*bMO2----------------*cLO1--------*dLN1--*eLP2++++++++++++++++*fKP1----------------*gNO3-^ab^bc^ad^cd^ce^ef^bg,0,3",0.0012623920338228,4151.5791015625,13.637832641601562,Failure
10363,102,"*aMN1++++++++*bMO2----------------*cLO1--------*dLN1--*eLP2++++++++++++++++*fKP1----------------*gNO3+^ab^bc^ad^cd^ce^ef^bg,0,3",0.0012763510458171,4178.54443359375,12.84632396697998,Failure
10370,102,"*aMN1++++++++*bMO2----------------*cLO1--------*dLN1--*eLP2++++++++++++++++*fKP1----------------*gNO3++^ab^bc^ad^cd^ce^ef^bg,0,3",0.0012864270247519,4190.32568359375,12.54020881652832,Failure
10391,102,"*aMN1++++++++*bMO2----------------*cLO1--------*dLN1--*eLP2++++++++++++++++*fKP1----------------*gNO3++++^ab^bc^ad^cd^ce^ef^bg,0,3",0.0012974526034668,4210.4833984375,11.807198524475098,Failure
10421,103,"*aMN1*bMO2-*cLO1*dLN1*eLP2+*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",0.0003761851403396,3461.819091796875,5.342063903808594,Failure
10422,103,"*aMN1*bMO2--*cLO1*dLN1*eLP2+*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",0.0002302034845342,3425.741943359375,5.450912952423096,Failure
10423,103,"*aMN1*bMO2----*cLO1*dLN1*eLP2+*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",-0.000186455756193,3374.31982421875,5.623421669006348,Failure
10424,103,"*aMN1*bMO2--------*cLO1*dLN1*eLP2+*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",-0.0020075205247849,3214.28857421875,5.3905558586120605,Failure
10425,103,"*aMN1*bMO2----------------*cLO1*dLN1*eLP2+*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",-0.0009067273349501,2837.1103515625,4.253232955932617,Failure
10426,103,"*aMN1*bMO2----------------*cLO1*dLN1*eLP2++*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",-0.0025135602336376,2873.4375,4.758494377136231,Failure
10427,103,"*aMN1*bMO2----------------*cLO1*dLN1*eLP2++++*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",-0.0020882987882941,2990.4326171875,5.364633560180664,Failure
10428,103,"*aMN1*bMO2----------------*cLO1*dLN1*eLP2++++++++*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",-0.0006913190009072,3293.300537109375,5.9755072593688965,Failure
10429,103,"*aMN1+*bMO2----------------*cLO1*dLN1*eLP2++++++++*fKP1----------------*gNO3^ab^bc^ad^cd^ce^ef^bg,0,3",-0.0007702265284024,3300.603515625,6.476559638977051,Failure
