T,episode,config,range,cost,velocity,result
274,2,"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0----------------*gOL0----------------*hOK1*iLL1----------------*jON0*kOO0*lKL4*mJL4*nLK4*oLJ3*pOP0*qJM4++++++++++++++++*rPN4*sNN3*tPP2*uOJ4*vPL1*wKK2*xPK0++++++++++++++++*yPJ0*zJN4*!KJ4*@KM3*#NP1*$JK4*%JJ4-*&NK1*(MK4*)MP2*_LP3*=PM4*[KP2*]NL0*{JP2*}KO4*<LO4*>JO0^ab^ac^ad^ae^cf^fg^gh^di^ei^fj^jk^il^lm^in^no^kp^mq^jr^js^bs^cs^pt^hu^gv^nw^lw^hx^vx^uy^xy^qz^o!^w!^e@^q@^l@^p#^w$^m$^!%^$%^h&^&(^n(^d(^#)^)_^f=^v=^r=^_[^g]^d]^&]^c]^[{^[}^}<^_<^}>^z>^{>,50,3",-0.0007213344797492,28908.8984375,4.631684303283691,Failure
275,2,"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0----------------*gOL0----------------*hOK1*iLL1----------------*jON0*kOO0*lKL4*mJL4*nLK4*oLJ3*pOP0*qJM4++++++++++++++++*rPN4*sNN3*tPP2*uOJ4*vPL1+*wKK2*xPK0++++++++++++++++*yPJ0*zJN4*!KJ4*@KM3*#NP1*$JK4*%JJ4-*&NK1*(MK4*)MP2*_LP3*=PM4*[KP2*]NL0*{JP2*}KO4*<LO4*>JO0^ab^ac^ad^ae^cf^fg^gh^di^ei^fj^jk^il^lm^in^no^kp^mq^jr^js^bs^cs^pt^hu^gv^nw^lw^hx^vx^uy^xy^qz^o!^w!^e@^q@^l@^p#^w$^m$^!%^$%^h&^&(^n(^d(^#)^)_^f=^v=^r=^_[^g]^d]^&]^c]^[{^[}^}<^_<^}>^z>^{>,50,3",-0.0005933932843618,28988.6875,4.601718902587891,Failure
276,2,"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0----------------*gOL0----------------*hOK1*iLL1----------------*jON0*kOO0*lKL4*mJL4*nLK4*oLJ3*pOP0*qJM4++++++++++++++++*rPN4*sNN3*tPP2*uOJ4*vPL1++*wKK2*xPK0++++++++++++++++*yPJ0*zJN4*!KJ4*@KM3*#NP1*$JK4*%JJ4-*&NK1*(MK4*)MP2*_LP3*=PM4*[KP2*]NL0*{JP2*}KO4*<LO4*>JO0^ab^ac^ad^ae^cf^fg^gh^di^ei^fj^jk^il^lm^in^no^kp^mq^jr^js^bs^cs^pt^hu^gv^nw^lw^hx^vx^uy^xy^qz^o!^w!^e@^q@^l@^p#^w$^m$^!%^$%^h&^&(^n(^d(^#)^)_^f=^v=^r=^_[^g]^d]^&]^c]^[{^[}^}<^_<^}>^z>^{>,50,3",-0.0005065780133008,29070.171875,4.576883316040039,Failure
277,2,"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0----------------*gOL0----------------*hOK1*iLL1----------------*jON0*kOO0*lKL4*mJL4*nLK4*oLJ3*pOP0*qJM4++++++++++++++++*rPN4*sNN3*tPP2*uOJ4*vPL1++*wKK2*xPK0++++++++++++++++*yPJ0*zJN4*!KJ4*@KM3*#NP1*$JK4*%JJ4-*&NK1*(MK4*)MP2*_LP3*=PM4*[KP2*]NL0*{JP2*}KO4*<LO4*>JO0^ab^ac^ad^ae^cf^fg^gh^di^ei^fj^jk^il^lm^in^no^kp^mq^jr^js^bs^cs^pt^hu^gv^nw^lw^hx^vx^uy^xy^qz^o!^w!^e@^q@^l@^p#^w$^m$^!%^$%^h&^&(^n(^d(^#)^)_^f=^v=^r=^_[^g]^d]^&]^c]^[{^[}^}<^_<^}>^z>^{>,90,3",0.0003089550591539,28397.55859375,3.814655065536499,Failure
278,2,"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0----------------*gOL0----------------*hOK1*iLL1----------------*jON0*kOO0*lKL4*mJL4*nLK4*oLJ3*pOP0-*qJM4++++++++++++++++*rPN4*sNN3*tPP2*uOJ4*vPL1++*wKK2*xPK0++++++++++++++++*yPJ0*zJN4*!KJ4*@KM3*#NP1*$JK4*%JJ4-*&NK1*(MK4*)MP2*_LP3*=PM4*[KP2*]NL0*{JP2*}KO4*<LO4*>JO0^ab^ac^ad^ae^cf^fg^gh^di^ei^fj^jk^il^lm^in^no^kp^mq^jr^js^bs^cs^pt^hu^gv^nw^lw^hx^vx^uy^xy^qz^o!^w!^e@^q@^l@^p#^w$^m$^!%^$%^h&^&(^n(^d(^#)^)_^f=^v=^r=^_[^g]^d]^&]^c]^[{^[}^}<^_<^}>^z>^{>,90,3",0.000693104637321,28307.99609375,3.7665164470672607,Failure
279,2,"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0----------------*gOL0----------------*hOK1*iLL1----------------*jON0*kOO0*lKL4*mJL4*nLK4*oLJ3*pOP0--*qJM4++++++++++++++++*rPN4*sNN3*tPP2*uOJ4*vPL1++*wKK2*xPK0++++++++++++++++*yPJ0*zJN4*!KJ4*@KM3*#NP1*$JK4*%JJ4-*&NK1*(MK4*)MP2*_LP3*=PM4*[KP2*]NL0*{JP2*}KO4*<LO4*>JO0^ab^ac^ad^ae^cf^fg^gh^di^ei^fj^jk^il^lm^in^no^kp^mq^jr^js^bs^cs^pt^hu^gv^nw^lw^hx^vx^uy^xy^qz^o!^w!^e@^q@^l@^p#^w$^m$^!%^$%^h&^&(^n(^d(^#)^)_^f=^v=^r=^_[^g]^d]^&]^c]^[{^[}^}<^_<^}>^z>^{>,90,3",0.0011003965046256,28218.453125,3.7170722484588623,Failure
280,2,"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0----------------*gOL0----------------*hOK1*iLL1----------------*jON0*kOO0*lKL4*mJL4*nLK4*oLJ3*pOP0----*qJM4++++++++++++++++*rPN4*sNN3*tPP2*uOJ4*vPL1++*wKK2*xPK0++++++++++++++++*yPJ0*zJN4*!KJ4*@KM3*#NP1*$JK4*%JJ4-*&NK1*(MK4*)MP2*_LP3*=PM4*[KP2*]NL0*{JP2*}KO4*<LO4*>JO0^ab^ac^ad^ae^cf^fg^gh^di^ei^fj^jk^il^lm^in^no^kp^mq^jr^js^bs^cs^pt^hu^gv^nw^lw^hx^vx^uy^xy^qz^o!^w!^e@^q@^l@^p#^w$^m$^!%^$%^h&^&(^n(^d(^#)^)_^f=^v=^r=^_[^g]^d]^&]^c]^[{^[}^}<^_<^}>^z>^{>,90,3",0.001953852828592,28035.11328125,3.619530200958252,Failure
281,2,"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0----------------*gOL0----------------*hOK1*iLL1----------------*jON0*kOO0*lKL4*mJL4*nLK4*oLJ3*pOP0--------*qJM4++++++++++++++++*rPN4*sNN3*tPP2*uOJ4*vPL1++*wKK2*xPK0++++++++++++++++*yPJ0*zJN4*!KJ4*@KM3*#NP1*$JK4*%JJ4-*&NK1*(MK4*)MP2*_LP3*=PM4*[KP2*]NL0*{JP2*}KO4*<LO4*>JO0^ab^ac^ad^ae^cf^fg^gh^di^ei^fj^jk^il^lm^in^no^kp^mq^jr^js^bs^cs^pt^hu^gv^nw^lw^hx^vx^uy^xy^qz^o!^w!^e@^q@^l@^p#^w$^m$^!%^$%^h&^&(^n(^d(^#)^)_^f=^v=^r=^_[^g]^d]^&]^c]^[{^[}^}<^_<^}>^z>^{>,90,3",0.0027939453721046,27668.671875,3.4584076404571533,Failure
282,2,"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0----------------*gOL0----------------*hOK1*iLL1----------------*jON0*kOO0*lKL4*mJL4*nLK4*oLJ3*pOP0----------------*qJM4++++++++++++++++*rPN4*sNN3*tPP2*uOJ4*vPL1++*wKK2*xPK0++++++++++++++++*yPJ0*zJN4*!KJ4*@KM3*#NP1*$JK4*%JJ4-*&NK1*(MK4*)MP2*_LP3*=PM4*[KP2*]NL0*{JP2*}KO4*<LO4*>JO0^ab^ac^ad^ae^cf^fg^gh^di^ei^fj^jk^il^lm^in^no^kp^mq^jr^js^bs^cs^pt^hu^gv^nw^lw^hx^vx^uy^xy^qz^o!^w!^e@^q@^l@^p#^w$^m$^!%^$%^h&^&(^n(^d(^#)^)_^f=^v=^r=^_[^g]^d]^&]^c]^[{^[}^}<^_<^}>^z>^{>,90,3",0.0014390127034857,26956.23046875,3.170208692550659,Failure
283,2,"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0----------------*gOL0----------------*hOK1*iLL1----------------*jON0*kOO0*lKL4*mJL4*nLK4*oLJ3*pOP0----------------*qJM4++++++++++++++++*rPN4*sNN3*tPP2*uOJ4*vPL1++++*wKK2*xPK0++++++++++++++++*yPJ0*zJN4*!KJ4*@KM3*#NP1*$JK4*%JJ4-*&NK1*(MK4*)MP2*_LP3*=PM4*[KP2*]NL0*{JP2*}KO4*<LO4*>JO0^ab^ac^ad^ae^cf^fg^gh^di^ei^fj^jk^il^lm^in^no^kp^mq^jr^js^bs^cs^pt^hu^gv^nw^lw^hx^vx^uy^xy^qz^o!^w!^e@^q@^l@^p#^w$^m$^!%^$%^h&^&(^n(^d(^#)^)_^f=^v=^r=^_[^g]^d]^&]^c]^[{^[}^}<^_<^}>^z>^{>,90,3",0.0016603022813796,27125.08203125,3.1713509559631348,Failure
284,2,"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0----------------*gOL0----------------*hOK1*iLL1----------------*jON0*kOO0*lKL4*mJL4*nLK4*oLJ3*pOP0----------------*qJM4++++++++++++++++*rPN4*sNN3*tPP2*uOJ4*vPL1++++++++*wKK2*xPK0++++++++++++++++*yPJ0*zJN4*!KJ4*@KM3*#NP1*$JK4*%JJ4-*&NK1*(MK4*)MP2*_LP3*=PM4*[KP2*]NL0*{JP2*}KO4*<LO4*>JO0^ab^ac^ad^ae^cf^fg^gh^di^ei^fj^jk^il^lm^in^no^kp^mq^jr^js^bs^cs^pt^hu^gv^nw^lw^hx^vx^uy^xy^qz^o!^w!^e@^q@^l@^p#^w$^m$^!%^$%^h&^&(^n(^d(^#)^)_^f=^v=^r=^_[^g]^d]^&]^c]^[{^[}^}<^_<^}>^z>^{>,90,3",0.0018703112145885,27471.80078125,3.1769790649414062,Failure
285,2,"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0----------------*gOL0----------------*hOK1*iLL1----------------*jON0*kOO0*lKL4*mJL4*nLK4*oLJ3*pOP0----------------*qJM4++++++++++++++++*rPN4*sNN3*tPP2*uOJ4*vPL1++++++++++++++++*wKK2*xPK0++++++++++++++++*yPJ0*zJN4*!KJ4*@KM3*#NP1*$JK4*%JJ4-*&NK1*(MK4*)MP2*_LP3*=PM4*[KP2*]NL0*{JP2*}KO4*<LO4*>JO0^ab^ac^ad^ae^cf^fg^gh^di^ei^fj^jk^il^lm^in^no^kp^mq^jr^js^bs^cs^pt^hu^gv^nw^lw^hx^vx^uy^xy^qz^o!^w!^e@^q@^l@^p#^w$^m$^!%^$%^h&^&(^n(^d(^#)^)_^f=^v=^r=^_[^g]^d]^&]^c]^[{^[}^}<^_<^}>^z>^{>,90,3",0.0022941271308809,28196.4140625,3.152379512786865,Failure
286,2,"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0----------------*gOL0----------------*hOK1*iLL1----------------*jON0*kOO0*lKL4*mJL4*nLK4*oLJ3*pOP0----------------*qJM4++++++++++++++++*rPN4*sNN3*tPP2*uOJ4*vPL1++++++++++++++++*wKK2*xPK0++++++++++++++++*yPJ0*zJN4*!KJ4*@KM3*#NP1*$JK4*%JJ4-*&NK1*(MK4*)MP2*_LP3*=PM4*[KP2*]NL0*{JP2*}KO4*<LO4*>JO0^ab^ac^ad^ae^cf^fg^gh^di^ei^fj^jk^il^lm^in^no^kp^mq^jr^js^bs^cs^pt^hu^gv^nw^lw^hx^vx^uy^xy^qz^o!^w!^e@^q@^l@^p#^w$^m$^!%^$%^h&^&(^n(^d(^#)^)_^f=^v=^r=^_[^g]^d]^&]^c]^[{^[}^}<^_<^}>^z>^{>,50,3",-0.0015195498708635,28750.94921875,4.271537780761719,Failure
287,2,"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0----------------*gOL0----------------*hOK1*iLL1----------------*jON0*kOO0*lKL4*mJL4*nLK4*oLJ3-*pOP0----------------*qJM4++++++++++++++++*rPN4*sNN3*tPP2*uOJ4*vPL1++++++++++++++++*wKK2*xPK0++++++++++++++++*yPJ0*zJN4*!KJ4*@KM3*#NP1*$JK4*%JJ4-*&NK1*(MK4*)MP2*_LP3*=PM4*[KP2*]NL0*{JP2*}KO4*<LO4*>JO0^ab^ac^ad^ae^cf^fg^gh^di^ei^fj^jk^il^lm^in^no^kp^mq^jr^js^bs^cs^pt^hu^gv^nw^lw^hx^vx^uy^xy^qz^o!^w!^e@^q@^l@^p#^w$^m$^!%^$%^h&^&(^n(^d(^#)^)_^f=^v=^r=^_[^g]^d]^&]^c]^[{^[}^}<^_<^}>^z>^{>,50,3",-0.0014747817767784,28740.8671875,4.279195785522461,Failure
288,2,"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0----------------*gOL0----------------*hOK1*iLL1----------------*jON0*kOO0*lKL4*mJL4*nLK4*oLJ3--*pOP0----------------*qJM4++++++++++++++++*rPN4*sNN3*tPP2*uOJ4*vPL1++++++++++++++++*wKK2*xPK0++++++++++++++++*yPJ0*zJN4*!KJ4*@KM3*#NP1*$JK4*%JJ4-*&NK1*(MK4*)MP2*_LP3*=PM4*[KP2*]NL0*{JP2*}KO4*<LO4*>JO0^ab^ac^ad^ae^cf^fg^gh^di^ei^fj^jk^il^lm^in^no^kp^mq^jr^js^bs^cs^pt^hu^gv^nw^lw^hx^vx^uy^xy^qz^o!^w!^e@^q@^l@^p#^w$^m$^!%^$%^h&^&(^n(^d(^#)^)_^f=^v=^r=^_[^g]^d]^&]^c]^[{^[}^}<^_<^}>^z>^{>,50,3",-0.0014285823563113,28730.734375,4.286835670471191,Failure
289,2,"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0----------------*gOL0----------------*hOK1*iLL1----------------*jON0*kOO0*lKL4*mJL4*nLK4*oLJ3--*pOP0----------------*qJM4++++++++++++++++*rPN4*sNN3*tPP2*uOJ4*vPL1++++++++++++++++*wKK2*xPK0++++++++++++++++*yPJ0*zJN4*!KJ4*@KM3*#NP1*$JK4*%JJ4-*&NK1*(MK4*)MP2*_LP3*=PM4*[KP2*]NL0*{JP2*}KO4*<LO4*>JO0^ab^ac^ad^ae^cf^fg^gh^di^ei^fj^jk^il^lm^in^no^kp^mq^jr^js^bs^cs^pt^hu^gv^nw^lw^hx^vx^uy^xy^qz^o!^w!^e@^q@^l@^p#^w$^m$^!%^$%^h&^&(^n(^d(^#)^)_^f=^v=^r=^_[^g]^d]^&]^c]^[{^[}^}<^_<^}>^z>^{>,5,3",-2.0874767869827338e-05,29312.98046875,9.645099639892578,Failure
290,2,"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0----------------*gOL0----------------*hOK1*iLL1----------------*jON0*kOO0*lKL4*mJL4*nLK4*oLJ3--*pOP0----------------*qJM4++++++++++++++++*rPN4*sNN3*tPP2*uOJ4*vPL1++++++++++++++++*wKK2*xPK0++++++++++++++++*yPJ0*zJN4*!KJ4*@KM3*#NP1*$JK4*%JJ4-*&NK1*(MK4*)MP2*_LP3*=PM4*[KP2*]NL0-*{JP2*}KO4*<LO4*>JO0^ab^ac^ad^ae^cf^fg^gh^di^ei^fj^jk^il^lm^in^no^kp^mq^jr^js^bs^cs^pt^hu^gv^nw^lw^hx^vx^uy^xy^qz^o!^w!^e@^q@^l@^p#^w$^m$^!%^$%^h&^&(^n(^d(^#)^)_^f=^v=^r=^_[^g]^d]^&]^c]^[{^[}^}<^_<^}>^z>^{>,5,3",-0.0033039527479559,28903.4140625,9.577129364013672,Failure
291,2,"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0----------------*gOL0----------------*hOK1*iLL1----------------*jON0*kOO0*lKL4*mJL4*nLK4*oLJ3--*pOP0----------------*qJM4++++++++++++++++*rPN4*sNN3*tPP2*uOJ4*vPL1++++++++++++++++*wKK2*xPK0++++++++++++++++*yPJ0*zJN4*!KJ4*@KM3*#NP1*$JK4*%JJ4-*&NK1*(MK4*)MP2*_LP3*=PM4*[KP2*]NL0--*{JP2*}KO4*<LO4*>JO0^ab^ac^ad^ae^cf^fg^gh^di^ei^fj^jk^il^lm^in^no^kp^mq^jr^js^bs^cs^pt^hu^gv^nw^lw^hx^vx^uy^xy^qz^o!^w!^e@^q@^l@^p#^w$^m$^!%^$%^h&^&(^n(^d(^#)^)_^f=^v=^r=^_[^g]^d]^&]^c]^[{^[}^}<^_<^}>^z>^{>,5,3",-0.0103807263076305,28488.78125,9.18962574005127,Failure
292,2,"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0----------------*gOL0----------------*hOK1*iLL1----------------*jON0*kOO0*lKL4*mJL4*nLK4*oLJ3--*pOP0----------------*qJM4++++++++++++++++*rPN4*sNN3*tPP2*uOJ4*vPL1++++++++++++++++*wKK2*xPK0++++++++++++++++*yPJ0*zJN4*!KJ4*@KM3*#NP1*$JK4*%JJ4-*&NK1*(MK4*)MP2*_LP3*=PM4*[KP2*]NL0----*{JP2*}KO4*<LO4*>JO0^ab^ac^ad^ae^cf^fg^gh^di^ei^fj^jk^il^lm^in^no^kp^mq^jr^js^bs^cs^pt^hu^gv^nw^lw^hx^vx^uy^xy^qz^o!^w!^e@^q@^l@^p#^w$^m$^!%^$%^h&^&(^n(^d(^#)^)_^f=^v=^r=^_[^g]^d]^&]^c]^[{^[}^}<^_<^}>^z>^{>,5,3",-0.0231063980609178,27653.5078125,8.11296272277832,Failure
293,2,"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0----------------*gOL0----------------*hOK1*iLL1----------------*jON0*kOO0*lKL4*mJL4*nLK4*oLJ3--*pOP0----------------*qJM4++++++++++++++++*rPN4*sNN3*tPP2*uOJ4*vPL1++++++++++++++++*wKK2*xPK0++++++++++++++++*yPJ0*zJN4*!KJ4*@KM3*#NP1*$JK4*%JJ4-*&NK1*(MK4*)MP2*_LP3*=PM4*[KP2*]NL0----*{JP2*}KO4*<LO4*>JO0^ab^ac^ad^ae^cf^fg^gh^di^ei^fj^jk^il^lm^in^no^kp^mq^jr^js^bs^cs^pt^hu^gv^nw^lw^hx^vx^uy^xy^qz^o!^w!^e@^q@^l@^p#^w$^m$^!%^$%^h&^&(^n(^d(^#)^)_^f=^v=^r=^_[^g]^d]^&]^c]^[{^[}^}<^_<^}>^z>^{>,90,3",-0.0007896415772847,26793.58984375,3.3105998039245605,Failure
294,2,"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0----------------*gOL0----------------*hOK1*iLL1----------------*jON0*kOO0*lKL4*mJL4*nLK4*oLJ3--*pOP0----------------*qJM4++++++++++++++++*rPN4*sNN3*tPP2*uOJ4*vPL1++++++++++++++++*wKK2*xPK0++++++++++++++++*yPJ0*zJN4*!KJ4*@KM3*#NP1*$JK4*%JJ4-*&NK1*(MK4*)MP2*_LP3*=PM4*[KP2*]NL0--------*{JP2*}KO4*<LO4*>JO0^ab^ac^ad^ae^cf^fg^gh^di^ei^fj^jk^il^lm^in^no^kp^mq^jr^js^bs^cs^pt^hu^gv^nw^lw^hx^vx^uy^xy^qz^o!^w!^e@^q@^l@^p#^w$^m$^!%^$%^h&^&(^n(^d(^#)^)_^f=^v=^r=^_[^g]^d]^&]^c]^[{^[}^}<^_<^}>^z>^{>,90,3",-0.0004428625106811,25517.29296875,3.599587917327881,Failure
295,2,"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0----------------*gOL0----------------*hOK1*iLL1----------------*jON0*kOO0*lKL4*mJL4*nLK4*oLJ3--*pOP0----------------*qJM4++++++++++++++++*rPN4*sNN3*tPP2*uOJ4*vPL1++++++++++++++++*wKK2*xPK0++++++++++++++++*yPJ0*zJN4*!KJ4*@KM3*#NP1*$JK4*%JJ4-*&NK1*(MK4*)MP2*_LP3*=PM4*[KP2*]NL0----------------*{JP2*}KO4*<LO4*>JO0^ab^ac^ad^ae^cf^fg^gh^di^ei^fj^jk^il^lm^in^no^kp^mq^jr^js^bs^cs^pt^hu^gv^nw^lw^hx^vx^uy^xy^qz^o!^w!^e@^q@^l@^p#^w$^m$^!%^$%^h&^&(^n(^d(^#)^)_^f=^v=^r=^_[^g]^d]^&]^c]^[{^[}^}<^_<^}>^z>^{>,90,3",0.0159724988043308,23446.265625,3.813072204589844,Failure
296,2,"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0----------------*gOL0----------------*hOK1*iLL1----------------*jON0*kOO0*lKL4*mJL4*nLK4*oLJ3--*pOP0----------------*qJM4++++++++++++++++*rPN4*sNN3*tPP2*uOJ4*vPL1++++++++++++++++*wKK2*xPK0++++++++++++++++*yPJ0*zJN4*!KJ4*@KM3*#NP1*$JK4*%JJ4-*&NK1*(MK4*)MP2*_LP3*=PM4*[KP2*]NL0----------------*{JP2*}KO4*<LO4*>JO0^ab^ac^ad^ae^cf^fg^gh^di^ei^fj^jk^il^lm^in^no^kp^mq^jr^js^bs^cs^pt^hu^gv^nw^lw^hx^vx^uy^xy^qz^o!^w!^e@^q@^l@^p#^w$^m$^!%^$%^h&^&(^n(^d(^#)^)_^f=^v=^r=^_[^g]^d]^&]^c]^[{^[}^}<^_<^}>^z>^{>,70,3",0.018431257456541,23467.46484375,3.861146688461304,Failure
297,2,"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0----------------*gOL0----------------*hOK1*iLL1----------------*jON0*kOO0*lKL4*mJL4*nLK4*oLJ3--*pOP0----------------*qJM4++++++++++++++++*rPN4*sNN3*tPP2*uOJ4*vPL1++++++++++++++++*wKK2*xPK0++++++++++++++++*yPJ0*zJN4*!KJ4*@KM3*#NP1*$JK4*%JJ4--*&NK1*(MK4*)MP2*_LP3*=PM4*[KP2*]NL0----------------*{JP2*}KO4*<LO4*>JO0^ab^ac^ad^ae^cf^fg^gh^di^ei^fj^jk^il^lm^in^no^kp^mq^jr^js^bs^cs^pt^hu^gv^nw^lw^hx^vx^uy^xy^qz^o!^w!^e@^q@^l@^p#^w$^m$^!%^$%^h&^&(^n(^d(^#)^)_^f=^v=^r=^_[^g]^d]^&]^c]^[{^[}^}<^_<^}>^z>^{>,70,3",0.0182087644934654,23417.42578125,3.920226573944092,Failure
298,2,"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0----------------*gOL0----------------*hOK1*iLL1----------------*jON0*kOO0*lKL4*mJL4*nLK4*oLJ3--*pOP0----------------*qJM4++++++++++++++++*rPN4*sNN3*tPP2*uOJ4*vPL1++++++++++++++++*wKK2*xPK0++++++++++++++++*yPJ0*zJN4*!KJ4*@KM3*#NP1*$JK4*%JJ4----*&NK1*(MK4*)MP2*_LP3*=PM4*[KP2*]NL0----------------*{JP2*}KO4*<LO4*>JO0^ab^ac^ad^ae^cf^fg^gh^di^ei^fj^jk^il^lm^in^no^kp^mq^jr^js^bs^cs^pt^hu^gv^nw^lw^hx^vx^uy^xy^qz^o!^w!^e@^q@^l@^p#^w$^m$^!%^$%^h&^&(^n(^d(^#)^)_^f=^v=^r=^_[^g]^d]^&]^c]^[{^[}^}<^_<^}>^z>^{>,70,3",0.0178029462695121,23317.359375,4.034367561340332,Failure
299,2,"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0----------------*gOL0----------------*hOK1*iLL1----------------*jON0*kOO0*lKL4*mJL4*nLK4*oLJ3--*pOP0----------------*qJM4++++++++++++++++*rPN4*sNN3*tPP2*uOJ4*vPL1++++++++++++++++*wKK2*xPK0++++++++++++++++*yPJ0*zJN4*!KJ4*@KM3*#NP1*$JK4*%JJ4--------*&NK1*(MK4*)MP2*_LP3*=PM4*[KP2*]NL0----------------*{JP2*}KO4*<LO4*>JO0^ab^ac^ad^ae^cf^fg^gh^di^ei^fj^jk^il^lm^in^no^kp^mq^jr^js^bs^cs^pt^hu^gv^nw^lw^hx^vx^uy^xy^qz^o!^w!^e@^q@^l@^p#^w$^m$^!%^$%^h&^&(^n(^d(^#)^)_^f=^v=^r=^_[^g]^d]^&]^c]^[{^[}^}<^_<^}>^z>^{>,70,3",0.016561796888709,23120.1171875,4.2910871505737305,Failure
300,2,"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0----------------*gOL0----------------*hOK1*iLL1----------------*jON0*kOO0*lKL4*mJL4*nLK4*oLJ3--*pOP0----------------*qJM4++++++++++++++++*rPN4*sNN3*tPP2*uOJ4*vPL1++++++++++++++++*wKK2*xPK0++++++++++++++++*yPJ0*zJN4*!KJ4*@KM3*#NP1*$JK4*%JJ4----------------*&NK1*(MK4*)MP2*_LP3*=PM4*[KP2*]NL0----------------*{JP2*}KO4*<LO4*>JO0^ab^ac^ad^ae^cf^fg^gh^di^ei^fj^jk^il^lm^in^no^kp^mq^jr^js^bs^cs^pt^hu^gv^nw^lw^hx^vx^uy^xy^qz^o!^w!^e@^q@^l@^p#^w$^m$^!%^$%^h&^&(^n(^d(^#)^)_^f=^v=^r=^_[^g]^d]^&]^c]^[{^[}^}<^_<^}>^z>^{>,70,3",0.0127716166898608,22756.56640625,4.8145060539245605,Failure
301,2,"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0----------------*gOL0----------------*hOK1*iLL1----------------*jON0*kOO0*lKL4*mJL4*nLK4*oLJ3--*pOP0----------------*qJM4++++++++++++++++*rPN4*sNN3*tPP2*uOJ4*vPL1++++++++++++++++*wKK2*xPK0++++++++++++++++*yPJ0*zJN4*!KJ4*@KM3*#NP1*$JK4*%JJ4----------------*&NK1*(MK4*)MP2-*_LP3*=PM4*[KP2*]NL0----------------*{JP2*}KO4*<LO4*>JO0^ab^ac^ad^ae^cf^fg^gh^di^ei^fj^jk^il^lm^in^no^kp^mq^jr^js^bs^cs^pt^hu^gv^nw^lw^hx^vx^uy^xy^qz^o!^w!^e@^q@^l@^p#^w$^m$^!%^$%^h&^&(^n(^d(^#)^)_^f=^v=^r=^_[^g]^d]^&]^c]^[{^[}^}<^_<^}>^z>^{>,70,3",0.0122790681198239,22651.171875,4.880177974700928,Failure
302,2,"*aMM0*bMN1*cNM1*dML2*eLM2*fOM0----------------*gOL0----------------*hOK1*iLL1----------------*jON0*kOO0*lKL4*mJL4*nLK4*oLJ3--*pOP0----------------*qJM4++++++++++++++++*rPN4*sNN3*tPP2*uOJ4*vPL1++++++++++++++++*wKK2*xPK0++++++++++++++++*yPJ0*zJN4*!KJ4*@KM3*#NP1*$JK4*%JJ4----------------*&NK1*(MK4*)MP2--*_LP3*=PM4*[KP2*]NL0----------------*{JP2*}KO4*<LO4*>JO0^ab^ac^ad^ae^cf^fg^gh^di^ei^fj^jk^il^lm^in^no^kp^mq^jr^js^bs^cs^pt^hu^gv^nw^lw^hx^vx^uy^xy^qz^o!^w!^e@^q@^l@^p#^w$^m$^!%^$%^h&^&(^n(^d(^#)^)_^f=^v=^r=^_[^g]^d]^&]^c]^[{^[}^}<^_<^}>^z>^{>,70,3",0.0118464659899473,22546.76953125,4.941740989685059,Failure
