config,range,cost,velocity,result
"*aMM0++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0++*gLN0++*hNN3*iLL3*jMO1+*kOM2+*lKM2+*mMK1+^ab^ac^ad^ae^ef^cg^bh^di^ch^ei^cj^bk^dl^em,50,3",2.068,7362.303,9.124872,HitBoundary
"*aMM0+++++++++++++*bNM2+++*cMN1++++*dLM2+++*eML1+^ab^ac^ad^ae,29,1",-0.3312887,6108.599,14.22274,CouldNotStabilize
"*aMM0+++++++*bNM2*cMN1*dLM2*eML1*fOM4*gNN4*hNL3*iMO4*jLN1*kKM4*lLL4*mMK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^el,10,0",-1.565757,3687.128,5.342333,CouldNotStabilize
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN1++*gNL2++*hNN0*iLL1+^ab^ac^ad^ae^df^bg^eh^di^ef^cg,39,3",0.0,0.0,0.0,Timeout
"*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fNN3+++*gLL3------*iLN3------*hNL3------^ab^ac^ad^ae^cf^eh^ci,12,3",0.0,0.0,0.0,Timeout
"*aMM2++++++++++++++++*bML3----------------*cNL2++++++++++++++++*dNK1++++++++*eNJ0++++++++++++++++*fOK2----------------*gMK2----------------*hOL3++++++++++++++++*iOJ0++++++++++++++++*jLK0*kPL1++++++++++++++++^ab^bc^ad^de^ef^cg^ch^gi^ij^gk,70,3",0.0,0.0,0.0,Timeout
"*aMM0++++++++*bNM2+++*cMN2+++*dLM2+++*eML2+++*fMO1*gOM2+*hMK2++*iKM2^ab^ac^ad^ae^cf^eg^ch^ei,5,3",0.0,0.0,0.0,Timeout
"*aMM0+*bNM2+*cMN1+++*dLM2++*eML1+^ab^ac^ad^ae,19,1",-0.6785697,2336.331,12.87201,CouldNotStabilize
"*aMM4+++++++*bNM4+++*cMN4+++*dLM4+++*eML4+++*fMO2+++++*gKM1+++++*hMK1+++++*iOM2+++++*jNL3*kLN3^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,65,3",0.0,0.0,0.0,Error
"*aMM0++*bNM4*cMN4*dLM4*eML4*fOM2++*gMO2++*hKM2++*iMK2+++*jNN4+++++*kLL1+++^ab^ac^ad^ae^bf^cg^dh^ei^bj^dk,15,3",-0.001258271,2813.602,0.6284965,CouldNotStabilize
"*aMM0+*bNM2+*cMN1+*dLM2*eML1+*fNN4*gNL3*hLN3*iLL4^ab^ac^ad^ae^bf^bg^ch^di^cf^dh^eg^ei,10,1",-0.2783386,2334.657,24.48027,CouldNotStabilize
"*aMM0--*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2++*hMK1++*iOM2++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^fc,53,3",-0.001948602,5289.919,0.6899428,CouldNotStabilize
"*aMM0++++++++*bNM2+++*cMN1+++*dLM2+++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0++*kLN0++*lMP1+++++*mPM2+++++*nJM2++++*oMJ1+++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc^bj^ck^bl^lm^kd^bm^cm,5,3",0.0,0.0,0.0,Timeout
"*aMM0*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0--*gNL0--^ab^ac^ad^ae^df^ef^fc^cg^gc,7,3",0.0,0.0,0.0,Timeout
"*aMM4+++++*bNM0+++++*cMN3++++*dLM3+++++*eML3+++++*fOM1+++++*gMO2+++++*hKM1+++++*iMK2+^ab^ac^ad^ae^bf^cg^dh^ei,5,3",-0.8604465,4190.229,33.3659,CouldNotStabilize
"*aMM0++++++++*bNM1*cMN1++++++*dLM2+++++++*eML1+++++++*fMO2+++*gOM1+++*hKM1+++*iMK2++^ab^ac^ad^ae^cf^bg^dh^ei,25,3",3.852479,6093.33,14.41877,Success
"*aMM0++++++++*bNM1++*cMN1+++++*dLM2+++++*eML1+++++*fLN4------^ab^ac^ad^ae,13,3",0.0,0.0,0.0,Timeout
"*aMM0+++*bNM2++++*cMN2++++*dLM2++++*eML2+++++*gLN3*iNN1*hLL1*fNL3^ab^ac^ad^ae^dg^bi^eh^ef,10,3",-0.00105029,3700.499,0.6165223,CouldNotStabilize
"*aMM0+++++*bNM3+++*cMN3+++*dLM3++*eML3++*fOM1++++++*gMO2++++++*hKM1++++++*iMK2++++^ab^ac^ad^ae^bf^cg^dh^ei,5,3",-0.00193373,4773.916,1.081538,CouldNotStabilize
"*aMM0+++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fLN4+*gNL0++*hOM2+++*iMO1+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,90,3",-0.007564137,6346.178,17.2168,CouldNotStabilize
"*aMM0++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM2+++*gMO2++++*hKM1++++*iMK2++++*jNN1++*kLL2+^ab^ac^ad^ae^bf^cg^dh^ei^bj^dk,15,3",3.791276,5005.875,15.58032,Success
"*aMM0++++++++++*bNM1+++*cMN1+++*dLM2+++*eML2+++*fLL1++*gNN2++*hNL3*iLN3^ab^ac^ad^ae^df^bg^eh^di^ef^cg^hb^ic,30,3",8.565152,5429.889,9.925695,Success
"*aMM0--*bNM2+*cMN1+*dLM2+*eML1+*fLN3----------*gNL3----------^ab^ac^ad^ae^df^eg^cf,5,3",6.060441,1783.309,10.77532,Success
"*aMM0-*bNM2+*cMN1+*dLM2+*eML1+*fLN3--------------*gNL3-------------^ab^ac^ad^ae^df^bg^ef^cg,8,3",-0.0007302173,1918.028,0.116208,CouldNotStabilize
"*aMM0+++++*bNM3+++*cMN3+++*dLM3+++*eML3+++*fOM2+++*gMO1*hKM2+++*iMK1+++*jLN0*kNL0^ab^ac^ad^ae^bf^cg^eh^di^dj^ek,40,3",0.0,0.0,0.0,Timeout
"*aMM0*bNM2*cMN1*dLM2*eML1*fOM4*gNN4*hNL4*iMO4*jLN4*kKM4*lLL4*mMK4^ab^ac^ad^ae^bf^bg^bh^cg^ci^cj^dj^ek^dl^el^dm^fc^ck,64,3",0.0,0.0,0.0,Timeout
"*aMM0+++++*bNM2+++*cMN1+++*dLM1+*eML1+++*fMO1^ab^ac^ad^ae,10,3",0.0,0.0,0.0,Timeout
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM3+++++++++++++++++++++++*gMO3++++++++++*hMK3+++++*iKM3+++++^ab^ac^ad^ae^bf^cg^eh^di,5,3",-0.03643008,4047.277,6.723222,CouldNotStabilize
"*aMM2++++++++++++++++*bML3----------------*cNL2++++++++++++++++*dNK1++++++++*eNJ0++++^ab^ac^cd^ce,70,3",0.0,0.0,0.0,Timeout
"*aMM0++++++++++++++*bNM2+++*cMN1++++*dLM2+++*eML1+++*fOM3++++++++++++++++++++++++++++++*gMO3+++++++++++++++*hKM3++++++++++*iMK3+^ab^ac^ad^ae^bf^cg^dh^ei,5,3",-0.1938177,7321.764,18.13875,CouldNotStabilize
"*aMM0+++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fNN0*gLL1^ab^ac^ad^ae^bf^dg,5,3",-0.02988842,5243.951,5.085951,CouldNotStabilize
"*aMM0--*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0++*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,56,3",-0.002085985,6018.977,0.7305351,CouldNotStabilize
"*aMM0+++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN4*gNL4*hNN0^ab^ac^ad^ae^df^eg^bh^ch,5,3",-0.05590686,5417.277,5.537655,CouldNotStabilize
"*aMM0*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1++*iMO2++*jMK2++*kKM1++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,75,3",4.715291,6538.204,32.04552,HitBoundary
"*aMM0+++++++++*bNM1+++*cMN2+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++*lNN3*mLL3^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^bl^dm^fc^gb^em^cl,80,3",3.377213,9160.105,14.26781,HitBoundary
"*aMM4+++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0-*gNL0-*hNN4*iLL4^ab^ac^ad^ae^df^eg^ch^di^ei^bg,34,3",-0.1986399,3464.631,5.598585,CouldNotStabilize
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN3++*gNL3++*hNN2+*iLL2^ab^ac^ad^ae^cf^bg^bh^ch^di^ei,20,0",-0.002715177,3831.707,0.08824925,CouldNotStabilize
"*aMM0*bNM2+*cMN1+*dLM2+*eML1+*fLN3-----------*gNL3-----------^ab^ac^ad^ae^df^eg^cf,12,3",1.02442,2099.154,14.75001,Success
"*aMM0+*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^jb^kc,30,3",17.74311,5960.644,28.90155,Success
"*aMM0------*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0-*gNL0-^ab^ac^ad^ae^df^eg^fc^eg,31,3",8.776919,4055.256,28.47742,Success
"*aMM1+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNN3*gLL3*iNL2++*hLN2+^ab^ac^ad^ae^cf^bf^eg^dg^hc^ib^ei^dh,20,3",0.0,0.0,0.0,Error
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+*gNL0+^ab^ac^ad^ae^df^eg^fc,34,3",3.098571,6634.986,24.10397,HitBoundary
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO2++*gOM1++*hKM1++*iMK2++*jNL3++++++++++*kLN3++++++++++^ab^ac^ad^ae^cf^bg^dh^ei^ej^dk^jb,40,3",0.9863135,4315.883,9.76875,Success
"*aMM0++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM0*gMO3+++^ab^ac^ad^ae^bf^cg,70,3",-0.6255152,5228.947,2.150553,CouldNotStabilize
"*aMM0++++++++++*bNM2+*cMN1++*dLM2+++*eML1++*fMO2+++*gOM1+++*hKM1+++*iMK2+++*jNN2+*kLL2*lLN1*mNL1^ab^ac^ad^ae^cf^bg^dh^ei^bj^ek^dl^bm,25,3",3.085706,5913.125,11.82323,Success
"*aMM0++++*bNM2*cMN1*dLM2*eML1*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,57,3",1.647727,6700.184,13.66127,HitBoundary
"*aMM0+++++*bNM3+++*cMN3+++*dLM3++*eML3++*fOM1++++++*gMO2++++++*hKM1++++++*iMK2+++^ab^ac^ad^ae^bf^cg^dh^ei,5,3",-0.002670149,4699.978,1.493235,CouldNotStabilize
"*aMM2++++++++++++++++*bML3----------------*cNL2++++++++++++++++*dNK1++++++++*eNJ0++++++++++++++++*fOK0+*gLL0--^ab^bc^cd^be^af^ag,70,3",0.0,0.0,0.0,Timeout
"*aMM2++++++++++++++++*bLM0----------------*cLL1+*dKL3*eNM2----------------*fOM4----------------*gLK3----------------*hLJ3----^ab^bc^cd^de^df^cg^dh,70,3",0.0,0.0,0.0,Timeout
"*aMM2++++++++++++++++*bNM0++++++++*cNN2*dML3*eNL0++++++++++++++++*fON1++++++++*gOO4----------------^ab^bc^cd^de^df^cg,70,3",0.0,0.0,0.0,Timeout
"*aMM0+++++*bNM2++*cMN2++*dLM2++*eML2++*fNN3*gLL3*hOM2*iMO3^ab^ac^ad^ae^cf^bg^dh^ei,25,3",0.0,0.0,0.0,Timeout
"*aMM0+++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM2*gMO1^ab^ac^ad^ae^bf^cg,10,3",0.2979639,4173.277,8.790168,Success
"*aMM0+++++*bNM3+*cMN2+++*dLM1+++*eML2+++*fLN0++++*gNL0+++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,60,3",-0.1461635,8371.565,28.9444,CouldNotStabilize
"*aMM0+++++*bNM3+++*cMN3+++*dLM3++*eML3++*fOM2++++*gMO1+++*hKM2+++*iMK1+++^ab^ac^ad^ae^bf^cg^dh^ei,5,3",-0.0002774204,3911.603,0.3642099,CouldNotStabilize
"*aMM0+++*bNM2*cMN1*dLM2*eML2*fOM1*gMO2*iKM1*hMK2*jNN4*kNL3^ab^ac^ad^ae^bf^bg^ch^ei^dj^dk^cf^ek,25,3",0.0,0.0,0.0,Timeout
"*aMM0+++++*bNM1*cMN3++++*dLM3+++*eML3+++*fOM2+++++*gMO2+++++*hMK2+++++*iKM2+++++^ab^ac^ad^ae^bf^cg^eh^di,5,3",-0.001090329,4511.759,2.288691,CouldNotStabilize
"*aMM0-*bNM2+*cMN1+*dLM2+*eML1+*fLN3------------*gNL3------------^ab^ac^ad^ae^df^eg^bg,5,3",11.28163,1925.811,11.0624,Success
"*aMM0-*bNM2+*cMN1+*dLM2+*eML1+*fLN3-----------------*gNL3----------------^ab^ac^ad^ae^df^eg^cf,32,3",-0.2720821,1904.067,0.7432836,CouldNotStabilize
"*aMM0-*bNM2+*cMN1+*dLM2+*eML1+*fLN0----*gNL0----^ab^ac^ad^ae^df^eg^cf^ge,20,3",-0.327242,3471.311,0.0006117855,CouldNotStabilize
"*aMM0--*bNM2++*cMN1++*dLM2++*eML1++*fMO1++*gKM2++*hMK1++*iOM2++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,55,3",3.368134,5599.143,30.5107,HitBoundary
"*aMM2++++++++++++++++*bMN0++++++++++++++++*cNN2----------------*dML3----------------*eNL2++++++++++++++++*fNM3----------------*gMK4----------------^ab^bc^cd^de^df^dg,70,3",0.0,0.0,0.0,Timeout
"*aMM0+++++*bNM3*cMN3*dLM3*eML3*fOM1+++++*gMO2+++++*hKM1++++++*iMK2++++++^ab^ac^ad^ae^bf^cg^dh^ei,5,3",0.04237152,4703.229,2.682126,Success
"*aMM0++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO0*gOM0*hKM1*iMK2^ab^ac^ad^ae^cf^bg^dh^ei,5,3",-0.3496608,7274.766,16.70803,CouldNotStabilize
"*aMM0+++++*bNM2+*cMN1+*dLM2+*eML1+*fMO0*gOM0*hMK4^ab^ac^ad^ae^df^cf^bg^cg,33,3",0.0,0.0,0.0,Timeout
"*aMM2+*bNM2++*cMN1++*dLM2++*eML1++*fMO2+++*gOM4+++*hKM1+++*iMK2+++*jLN0+*kNL0+^ab^ac^ad^ae^cf^bg^dh^ei^dj^ek,50,3",-0.6850396,4647.661,11.99702,CouldNotStabilize
"*aMM0+++++*bNM3+++*cMN3+++*dLM4+++*eML1+++++*fNN0+++++*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4^ab^ac^ad^ae^bf^bg^ch^ei^dj^dk^cf^ek,26,3",-0.006619265,6793.484,2.176109,CouldNotStabilize
"*aMM0+++++*bNM4+++*cMN4+++*dLM4+++*eML4+++*fOM3++++++++++*gMO3++++*hKM1+++++*iMK1+++++^ab^ac^ad^ae^bf^cg^eh^di,5,3",0.0,0.0,0.0,Timeout
"*aMM4++++*bNM1++*cMN3+*dLM3+*eML3+*fOM1++++*gMO2++++*hKM1++++*iMK2++++*kLL3+*jNN3+^ab^ac^ad^ae^bf^cg^dh^ei^bj^dk,15,3",0.0,0.0,0.0,Error
"*aMM0+++++*bNM3+++*cMN3*dLM3*eML3*fOM2++++++*gMO2+++++*hMK3+++*iKM2++++^ab^ac^ad^ae^bf^cg^eh^di,5,3",-0.1198139,4229.336,13.07042,CouldNotStabilize
"*aMM0+++++*bNM2+++*cMN2++*dLM2+++*eML1+++*fOM3++++++++++*gMO3++++++++++*hKM3++++++++++*iMK3+++^ab^ac^ad^ae^bf^cg^dh^ei,20,3",-0.43347,3910.484,39.18749,CouldNotStabilize
"*aMM0-*bNM2++*cMN1++*dLM2++*eML1++*fLN0---*gNL0---^ab^ac^ad^ae^cf^eg,10,3",19.36337,3885.972,34.14587,Success
"*aMM0+++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO0*gOM0*hMK4*iKM2+^ab^ac^ad^ae^cf^bg^eh^di,15,3",-0.3735503,6921.965,13.99412,CouldNotStabilize
"*aMM0++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1++*iMO2++*jMK2++*kKM1++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,73,3",2.680801,7361.352,24.82618,HitBoundary
"*aMM0+*bNM2*cMN1*dLM2*eML1*fOM2+++*gMO2+++*hKM4*iMK2+++*jNN3*kLL3^ab^ac^ad^ae^bf^cg^dh^ei^bj^dk,15,3",-0.3602258,2854.782,11.70846,CouldNotStabilize
"*aMM0++++++++*bNM2*cMN1*dLM2*eML1*fOM4*gNN4*hNL4*iMO4*jLN4*kKM4*lLL4*mMK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^el,11,3",-0.3952783,3830.516,3.126592e-05,CouldNotStabilize
"*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLL0++*gNN0+*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,99,3",0.0,0.0,0.0,Timeout
"*aMM0+++++++++*bNM2+*cMN1++*dLM2*eML1*fOM4*gNN4*hNL3*iMO4*jLN3*kKM4*lLL4*mMK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^el,9,1",-0.4470447,4404.839,4.929032,CouldNotStabilize
"*aMM0*bNM2+*cMN1+*dLM2+*eML1+*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^dk,60,3",8.580131,5619.001,24.44398,Success
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO1++*gKM2++*hMK1++*iOM2++*jNL0++*kLN0++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,56,3",15.65038,7608.154,35.11077,HitBoundary
"*aMM0+++*bNM2*cMN1*dLM2*eML1*fOM1*gMO2*hKM1*iMK2*jKK3*kKL4*lLL3*mNK3*nON1*oNO1*pLO1*qKN2^ab^ac^ad^ae^bf^cg^dh^ei^fl^hj^ik^im^fn^go^gp^hq,30,3",0.0,0.0,0.0,Timeout
"*aMM4++++++++++++++++*bNM0++++++++*cNL0++++++++++++++++*dOL2++++++++++++++++*eNK1*fMK2--------^ab^bc^bd^ce,70,3",0.0,0.0,0.0,Timeout
"*aMM0+++++++*bNM2++*cMN1++*dLM2++*eML1++*fMO2+++*gOM1+++*hKM1+*iMK2^ab^ac^ad^ae^cf^bg^dh^ei,13,3",6.760713,4377.84,16.16183,Success
