config,range,cost,velocity,result
"*aMM0+++*bNM2+*cMN1*dLM2*eML1*fOM1+*gMO2+*hKM1+*iMK2+^ab^ac^ad^ae^bf^cg^dh^ei,10,0",4.308599,2950.797,17.85242,Success
"*aMM0--*bNM2+*cMN1+*dLM2+*eML1+*fLN3-------------*gNL3-------------^ab^ac^ad^ae^df^eg^df^cg,6,3",4.342543,1766.704,10.12346,Success
"*aMM0+++++*bNM1*cMN0*dLM0*eML1*fOM1++++*gMO2++++*hKM1++++*iMK2++++*jNN3+*kLL3+^ab^ac^ad^ae^bf^cg^dh^ei^bj^dk,15,3",-0.03009751,6891.29,54.84314,CouldNotStabilize
"*aMM0+++++*bNM2++*cMN2++*dLM2+++*eML1++*fNN3*gLL3^ab^ac^ad^ae^cf^eg^bf^dg,20,3",-4.273176,3463.714,74.10301,CouldNotStabilize
"*aMM0--*bNM2+*cMN1+*dLM2+*eML1+*fLN3---------------*gNL3----------------^ab^ac^ad^ae^df^ef^bg^bg,38,3",-0.2971501,1754.647,0.2742515,CouldNotStabilize
"*aMM0*bNM2*cMN1*dLM2*eML1*fOM4*gNN4*hNL3*iMO4*jLN0*kKM4*lLL4*mMK4^ab^ac^ad^ae^bf^bg^bh^ci^dj^dk^dl^em^cg^el^em,5,3",-0.06224442,3392.101,13.3189,CouldNotStabilize
"*aMM0+++++*bNM3+++*cMN3+++*dLM3++*eML3++*fOM2++++*gMO1+++++*hKM2++++++*iMK1++++++^ab^ac^ad^ae^bf^cg^dh^ei,5,3",-0.002724715,4655.353,0.5200972,CouldNotStabilize
"*aMM0++++++++*bNM1*cMN3*dLM3*eML3*fOM1*gMO2+++*hKM1+++*iMK2+++^ab^ac^ad^ae^bf^cg^dh^ei,5,3",-0.1352217,4515.006,53.24283,CouldNotStabilize
"*aMM0-*bNM2+*cMN1+*dLM2+*eML1+*fLN3-------------*gNL3-------------^ab^ac^ad^ae^df^ef^bg^bg,36,3",-0.3356926,1920.538,0.0002617282,CouldNotStabilize
"*aMM0*bNM2+*cMN1+*dLM2+*eML1+*fLN3-------------*gNL3-------------^ab^ac^ad^ae^df^eg^cf^bg,2,3",25.1009,2088.348,10.56894,Success
"*aMM0--*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0*gNL0^ab^ac^ad^ae^df^eg,32,3",15.0818,4878.607,30.78323,Success
"*aMM4++++*bNM0++*cMN0+*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^jb,61,3",-0.5692137,7816.406,9.812842,CouldNotStabilize
"*aMM0++++++++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0++++++*kLN0++++++*lMP1++++*mPM2++++*nJM2++++*oMJ1++++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc^fl^im^gn^ho^kj^ok,30,3",42.00591,11461.51,17.21461,Success
"*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML2+++*fNN3*gLL3*hOM2*iKM2++*jMO2++*kMK2++*lLN3*mNL4^ab^ac^ad^ae^cf^eg^bh^di^cj^ek^cl^em,10,3",-0.4198365,4222.003,0.9073939,CouldNotStabilize
"*aMM0-*bNM2++*cMN1+*dLM2*eML1+*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^dk,60,3",-0.001711849,5829.102,6.503566,CouldNotStabilize
"*aMM0+++++++++*bNM1+++*cMN2+++*dLM2+++*eML1+++*fLN0++*gNL0++^ab^ac^ad^ae^df^eg^fc^gb,31,3",-0.0719806,8199.654,0.418442,CouldNotStabilize
"*aMM4+++++++*bNM0++++*cNN4++++++++++++++++*dOL2++++++++++++++++*eNK1*fMK2--------*gOK2----------------*hLM4----*iPL1++++++++++++++++*jKM1++++++++++++++++*kOM4++++++++++++++++*lMN0*mKN4----^ab^bc^bd^ce^df^eg^eh^fi^ij^jk^jl^cm,70,3",0,0,0,Timeout
"*aMM0+++*bNM2++*cMN1++*dLM2++*eML1++*fMO2+++*gOM1+++^ab^ac^ad^ae^ef^dg,10,3",0,0,0,Timeout
"*aMM0++++*bNM1++*cMN2++*dLM1++*eML1++*fNL3++++++++*gLN3++++++++^ab^ac^ad^ae^bf^cg,20,3",-0.01779761,3244.355,7.302965,CouldNotStabilize
"*aMM0-*bNM2+*cMN1+*dLM2+*eML1+*fLN3-----------*gNL3-----------^ab^ac^ad^ae^df^eg^ef^cg,11,3",0.560405,1931.344,11.60407,Success
"*aMM0+++++*bNM2++*cMN1+*dLM2+*eML1+*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,44,3",-0.001120338,6728.763,0.102688,CouldNotStabilize
"*aMM0+*bNM2+*cMN1+*dLM2+*eML1+*fLN3----------*gNL3----------^ab^ac^ad^ae^df^ef^cg^eg,6,3",14.16995,2287.346,11.06322,Success
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMK4*gOM4*hON4*iKN4*jNO4^ab^ac^ad^ae^cf^bg^bh^ch^hi^hj,10,3",0,0,0,Timeout
"*aMM2++++++++++++++++*bML3----------------*cLM3++++++++++++++++*dLL1--------*eLN3----------------*fLK3++++^ab^ac^cd^be,70,3",0,0,0,Timeout
"*aMM0*bNM2*cMN1*dLM2*eML1*fMO2+++*gON2+++*hKM1+++*iMK2+++*jNN2++++*kLL2++++*lLN1++++*mNL1++++^ab^ac^ad^ae^cf^bg^dh^ei^bj^ek^dl^bm,25,3",0,0,0,Timeout
"*aMM0--*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0*gLL0*hNL0*iNN0^ab^ac^ad^ae^cf^dg^eh^bi^gd^eh,5,3",0.2925104,7678.607,448.5213,HitBoundary
"*aMM0+*bNM3*cMN1++*dLM2++*eML1++*fMO2+++*gOM1+++*hKM1+++*iMK2+++*jNN2++++*kLL2+*lLN1*mNL1^ab^ac^ad^ae^cf^bg^dh^ei^bj^ek^dl^bm,25,3",-0.0009046224,3630.932,1.455907,CouldNotStabilize
"*aMM2++++++++++++++++*bLM1++++*cNM0++++*dOM2++++*ePM1++++*fKM3----------------*gML0----------------*hLK3----^ab^bc^bd^de^cf^fg^fh,70,3",0,0,0,Timeout
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0*gNL0^ab^ac^ad^ae^df^eg^fc^dg,30,3",10.75572,6270.201,36.80214,HitBoundary
"*aMM1+++++++++++++++*bNM2++++*cMN1++++*dLM2++++*eML1+^ab^ac^ad^ae,14,1",0,0,0,Error
"*aMM0+*bNM1*cMN0*dLN0*eML0*fOM1++++*gMO2++++*hKM1++++*iMK2++++*jNN3+++*kLL3+^ab^ac^ad^ae^bf^cg^dh^ei^bj^dk,18,3",0,0,0,Timeout
"*aMM0+++++*bNM1+++*cMN2+++*dLM0+++*eML2++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++*lNN3*mLL3^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb^bl^dm,80,3",-0.4187035,9728.34,12.42559,CouldNotStabilize
"*aMM0++++++++++++*bNM4+++*cMN4+++*dLM4+++*eML4++++++*fMO1++++++++*gKM2++++++++*hKN4*iKO1+++*jNO4*kOO2+++*lOM2++++++++*mOL4*nOK1+++*oMK1++++++++*pLK4*qKK2++++*rLN3++++++++++++*sNL3++++++++++++^ab^ac^ad^ae^cf^dg^gh^hi^fj^jk^bl^lm^mn^eo^op^pq^hr^ms,14,3",18.58441,9316.933,13.35394,Success
"*aMM3++++++++++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+++*kLN0+++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,54,3",-0.1077114,5698.81,0.3738902,CouldNotStabilize
"*aMM0+++*bNM2*cMN1*dLM2*eML1*fOM1*gMO2*hKM1*iMK2*lKK4*kKL4*jLK4*mOL4*nOK4*oNK4^ab^ac^ad^ae^bf^cg^fh^gi^ej^jk^dl^im^fk^cg,15,3",0,0,0,Timeout
"*aMM0+++++*bNM3*cMN3*dLM3*eML1*fNN1*gLL1*hNL0*iLN0^ab^ac^ad^ae^cf^bf^eg^dg^ei^ib^dh,20,3",0,0,0,Timeout
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM4*gMO1*hKM2*iMK4^ab^ac^ad^ae^bf^cg^dh^ei,10,0",-0.00398745,3626.201,35.26121,CouldNotStabilize
"*aMM0+++++*bNM1+++*cMN2+++*dLM2+++*eML1+++*fMK4*gOM4*hMO4*iKM4*jNO4*kON4*lKN4*mNK4*nOL4*oOK2*pKL4*qOO4*rLK4*sKK4*tLO3*uKO0*vNN0*wLL0^ab^ac^ad^ae^ef^bg^ch^di^hj^gk^il^fm^gn^mo^no^ip^jq^qk^fr^ps^sr^ht^lu^tu^jv^vk^rw^pw,5,3",-0.1414981,7828.301,18.0524,CouldNotStabilize
"*aMM0++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM3++++++++++*gMO3++++++++++*hMK3+++++*iKM3+++^ab^ac^ad^ae^bf^cg^eh^di,5,3",-0.01445244,4201.312,0.7321782,CouldNotStabilize
"*aMM0+*bNM2+*cMN1+*dLM2+*eML1+*fLN0*gNL1^ab^ac^ad^ae^cf^eg,5,3",-0.6645643,3679.143,26.66737,CouldNotStabilize
"*aMM0++++*bNM1*cMN1+++*dLM2+++*eML2+++^ab^ac^ad^ae,5,3",-0.002957801,3101.336,2.022566,CouldNotStabilize
"*aMM0--*bNM2+++*cMN1+++*dLM2+*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0++*kLN0++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,55,3",-0.003207181,6287.873,1.487474,CouldNotStabilize
"*aMM2*bNM2++++*cMN1++++*dLM2++++*eML1++++^ab^ac^ad^ae,20,3",0,0,0,Error
"*aMM0++++++++++*bNM2++++*cMN1+++*dLM2+++*eML1++*fLN3--*gNL3-^ab^ac^ad^ae^df^ef^bg^cg,35,3",-0.1890929,5146.223,14.13442,CouldNotStabilize
"*aMM0+++++*bNM3+*cMN4*dLM2++*eML1++++^ab^ac^ad^ae,8,1",-0.7092835,3173.12,2.109182,CouldNotStabilize
"*aMM0*bNM2+*cMN1*dLM2*eML1*fMO2*gOM1*hKM1*iMK2*jNN2*kLL2*lLN1*mNL1^ab^ac^ad^ae^cf^bg^dh^ei^bj^ek^dl^bm,25,3",0.1115481,2562.688,2.806186,Success
"*aMM0++++++++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLL1++*gNN2++*hNL3+++*iLN3+++^ab^ac^ad^ae^df^bg^eh^di^ef^cg^hd^ih,4,3",19.97646,4796.412,9.691556,Success
"*aMM3++++++++*bNM0*cMN1+++++*dLM2+++++*eML1+++++^ab^ac^ad^ae,5,3",-0.7843882,2828.417,26.89887,CouldNotStabilize
"*aMM2++++++++++++++++*bMN0++++++++++++++++*cLM3----*dLN2----------------*eKM1----------------^ab^bc^cd^ce,70,3",0,0,0,Timeout
"*aMM0*bNM2+*cMN1+*dLM2+*eML1+*fLN3--------*gNL3-------^ab^ac^ad^ae^df^ef^cg^bg,1,3",-6.320367e-05,2120.691,0.163614,CouldNotStabilize
"*aMM0-*bNM2+*cMN1+*dLM2+*eML1+*fLN3-----*gNL3-----^ab^ac^ad^ae^df^cf^bg^cg,30,3",-0.2671603,1970.348,0.0003498341,CouldNotStabilize
"*aMM0*bNM4*cMN4*dLM4*eML4*fOM2*gNN2*hNL2*iMO1*jLN1*kKM2*lLL2*mMK1*nPM4*oON4^ab^ac^ad^ae^cf^bg^bh^ch^bi^ej^dk^bl^dm^el^cm,13,3",0,0,0,Timeout
"*aMM0++++++++++++++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fNN4-------*gLL3--------^ab^ac^ad^ae^cf^eg,8,3",18.84004,9228.185,6.853693,Success
"*aMM0--*bNM2+*cMN1+*dLM2+*eML1+*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^jb^ck^kb,50,3",12.38488,5662.143,29.07451,Success
"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fNL3-----------*gLN3----------^ab^ac^ad^ae^ef^dg,12,3",-0.001062363,1799.194,0.1128666,CouldNotStabilize
"*aMM0--*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0-*gNL0-^ab^ac^ad^ae^df^eg^fc^gd,31,3",12.70055,4542.987,29.44428,Success
"*aMM2++++++++*bML3----------------*cNM3++++*dNL0++++++++++++++++*eMN4+^ab^bc^cd^de,70,3",0,0,0,Timeout
"*aMM0+*bNM2+*cMN1+*dLM2+*eML1+*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0++*kLN0++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^ck,65,3",3.013531,6561.347,26.60345,HitBoundary
"*aMM0++++++++*bNM2++++*cMN2+++*dLM2++++*eML2+^ab^ac^ad^ae,5,3",-0.002600096,4371.266,1.497365,CouldNotStabilize
"*aMM0++++++++++*bNM2+*cMN1+*dLM2+*eML1+*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,53,3",3.413502,8564.223,19.9651,HitBoundary
"*aMM0+*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++^ab^ac^ad^ae^df^eg^fc^gd,35,3",3.992035,6142.597,29.97548,HitBoundary
"*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fMO0*gOM0-*hNN4*iON1+*jNO3^ab^ac^ad^ae^cf^bg^bh^ch^hi^hj,10,3",-0.624773,6962.68,3.434649,CouldNotStabilize
"*aMM0+++++*bNM2++*cMN2+++*dLM2+++*eML1+++*fOM3++++++++++*gMO3++++++++++*hMK3+++++*iKM3^ab^ac^ad^ae^bf^cg^eh^di,5,3",-0.01174745,3867.104,5.095647,CouldNotStabilize
"*aMM0+++++++++*bNM2++++*cMN1*dLM2*eML1^ab^ac^ad^ae,22,1",-0.5326169,4347.451,4.411209,CouldNotStabilize
"*aMM0+*bNM3+*cMN3+*dLM3+*eML3+*fOM1++++*gMO2++++*hKM1++++*iMK2++++*kLL3++*jNN3++^ab^ac^ad^ae^bf^cg^dh^ei^bj^dk,15,3",0.02567492,3395.892,1.197628,Success
"*aMM0*bNM2++*cMN1+*dLM2+*eML1+*fOM4*gNN4*hNL4*iMO4*jLN4*kKM4*lLL4*mMK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^el^em^cg^dj^eh,6,2",-0.0002096644,2058.563,0.2637303,CouldNotStabilize
"*aMM2++++++++++++++++*bML3----------------*cNL2++++++++++++++++*dNK1++++++++*eLM0++++++++*fNJ0++++++++++++++++*gOK0----------------*hMN4----------------^ab^bc^cd^ce^ef^eg^ah,70,3",0,0,0,Timeout
"*aMM0-*bNM2+*cMN1+*dLM2+*eML1+*fLN3-------*gNL3------^ab^ac^ad^ae^df^eg^cf^eg,1,3",-0.0001963522,1959.662,0.1796346,CouldNotStabilize
"*aMM0--*bNM2+*cMN1+*dLM2+*eML1+*fLN3---------------------*gNL3------------------------^ab^ac^ad^ae^df^ef^cg^eg,6,3",-0.0009587662,1728.593,0.2113917,CouldNotStabilize
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNN3+*gNL3+*hLN2+^ab^ac^ad^ae^bf^eg,10,3",0,0,0,Timeout
"*aMM0+*bNM3*cMN1*dLM2*eML2^ab^ac^ad^ae,15,3",-0.6804069,2096.494,3.578373,CouldNotStabilize
"*aMM0*bNM2*cMN1*dLM2*eML1*fMO2*gOM2*hKM1*iMK2*jNN2*kLL2*lLN1*mNL4^ab^ac^ad^ae^cf^bg^dh^ei^bj^ek^dl,20,3",0,0,0,Timeout
"*aMM2++++++++++++++++*bML3----------------*cNL2++++++++++++++++*dNK1++++++++*eNJ0++++++++++++++++*fLL0---------*gLK1----------------*hOK0----------------*iLM2++++++++++++++++*jOJ1++^ab^bc^cd^be^ef^dg^ah^fi^hj,70,3",0,0,0,Timeout
"*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fNN3+++*gLL0+++^ab^ac^ad^ae^cf^eg^bf^dg,10,3",-0.05130144,6233.383,12.09895,CouldNotStabilize
"*aMM0+++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0-*gNL0-^ab^ac^ad^ae^df^eg^fc^gb,30,3",7.755809,6481.657,30.42668,HitBoundary
"*aMM0+++++*bNM3*cMN2*dLM2+++*eML1+++*fOM3+++*gMO3+++*hKM3+*iMK4^ab^ac^ad^ae^bf^cg^dh^ei,60,3",-0.6014982,3501.492,1.006991,CouldNotStabilize
"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++^ab^ac^ad^ae^cf^dg^eh^bi,5,3",-0.002964029,2388.436,2.762697e-06,CouldNotStabilize
"*aMM0+++++*bNM2++*cMN1++*dLM2++*eML1++*fMO2++*gOM1*hKM1*iMK2^ab^ac^ad^ae^cf^bg^dh^ei,25,3",-0.001711038,3626.45,0.5323588,CouldNotStabilize
"*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML2+++*fMO1++*gOM1++*hKM1++*iMK1++*jLN3+*kNL3+^ab^ac^ad^ae^cf^eg^bh^di^cj^ek,54,33",0,0,0,Timeout
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO1++*gOM2++*hKM2++*iLN0*jMK1++*kNL0^ab^ac^ad^ae^cf^bg^dh^di^ej^bk^ci^ke,30,3",22.72108,6848.201,23.16522,Success
"*aMM0+++*bNM2+++*cMN1++*dLM2+++*eML1+++*fLN3*gNL3*jLP4*iOL0++*kKO1*hLO0++*lOK2+++*mPL1^ab^ac^ad^ae^cf^bg^hj^hk^gi^fh^il^im,26,0",-0.3270448,7014.265,15.4277,CouldNotStabilize
"*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLL0+++++*gLN1++++*hNL2++++^ab^ac^ad^ae^dc^fc^eg^gb^dh,20,3",0,0,0,Timeout
"*aMM0+++*bNM2*cMN1*dLM2*eML1*fMO0*gOM0*hMK0*iKM0^ab^ac^ad^ae^cf^bg^eh^di,10,3",-0.07183341,8105.359,0.062619,CouldNotStabilize
"*aMM2++++++++++++++++*bML2++++++++++++++++*cLL3----------------*dNL0++++++++++++++++*eNK1++++++++++++++++^ab^bc^cd^ce,70,3",0,0,0,Timeout
"*aMM0+*bNM3+++*cMN3+++*dLM3++*eML3*fOM1*gMO2*hKM1*iMK0*jNN1*kLL2^ab^ac^ad^ae^bf^cg^dh^ei^bj^dk,15,3",-0.4215434,3930.549,1.517007,CouldNotStabilize
"*aMM0++++++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+*gNL0+^ab^ac^ad^ae^df^eg,32,3",-0.1373051,9722.093,0.0001547484,CouldNotStabilize
"*aMM2++++++++++++++++*bML3----------------*cNL2++++++++++++++++*dNK1++++++++*eNJ0++++++++++++++++*fOK2----------------*gMK2----------------*hOL3++++++++++++++++*iOM3*jON0----------------^ab^bc^cd^de^bf^fg^gh^hi^aj,70,3",0,0,0,Timeout
"*aMM0+*bNM2+*cMN1+++*dLM2+++*eML1+^ab^ac^ad^ae,15,1",-0.9213185,2391.893,27.73169,CouldNotStabilize
"*aMM0++++*bNM1++*cMN2++*dLM1+++*eML2+++*fLN0+++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,63,3",-0.001195078,7685.859,0.3841203,CouldNotStabilize
"*aMM4++++++*bNM0++++++++++++++++*cNL0++++++++++++++++^ab^bc,70,3",-0.4932041,13162.96,3.414946e-07,CouldNotStabilize
"*aMM0+*bNM3+++*cMN3+++*dLM3+++*eML3+++*fOM1++++*gMO1++++*hKM2++++*iMK1+++^ab^ac^ad^ae^bf^cg^dh^ei,5,3",-0.001860162,3181.747,1.078841,CouldNotStabilize
"*aMM0+*bNM2*cMN1*dLM2*eML1*fOM2*gNN0*hNL2*iMO1*jLN1*kKM2*lLL2*mMK1*nPM4*oON4*pOL3*qNO4*rMP4*sLO3*tKN3*uJM4*vKL4*wNK3*xLK4*yMJ4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^fn^fo^fp^iq^ir^is^kt^ku^kv^mw^mx^my^cg^dj^eh^el,40,3",-0.5142946,4360.796,9.258308,CouldNotStabilize
"*aMM0+++++*bNM0+*cMN3+*dLM3+*eML3+*fOM1+++++*gMO2+++++*hKM1+++++*iMK2+++^ab^ac^ad^ae^bf^cg^dh^ei,5,3",-0.0001989309,5813.228,3.589661,CouldNotStabilize
"*aMM0++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN3*gNL3*hNN2*iLL4^ab^ac^ad^ae^af^dg^eh^ci^bi,34,3",0,0,0,Timeout
"*aMM0++++*bNM2++*cMN1+*dLM2++*eML1+*fOM4*gNN4*hNL3*iMO4*jLN3*kKM4*lLL4*mMK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^el,8,3",5.653902,3081.725,11.44094,Success
"*aMM1+*bNM0++*cMN4+*dLM4+*eML1+*fMO1++++*gKM2+++*hMK1+++*iOM2+++*jNL4*kLN0^ab^ac^ad^ae^bf^cf^eg^dg^ch^dh^bi^ei,5,3",0,0,0,Timeout
"*aMM0++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO1++*gKM2++*hMK1++*iOM2++*jNL0++*kLN0++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,56,3",18.20315,7361.352,24.41756,Success
"*aMM0-*bNM2+*cMN1+*dLM2+*eML1+*fLN3-------------*gNL3-------------^ab^ac^ad^ae^df^eg^cf^ge,22,",-0.0735783,1920.538,0.0002823009,CouldNotStabilize
"*aMM0----------------*bML3----------------*cLL3++++*dNL4++++++++++++++++^ab^bc^bd,70,3",-0.8971615,378.9024,0.04014193,CouldNotStabilize
"*aMM0+++++*bNM2+++*cMN1+++*dLM2++++*eML1++++*fOM4*gNN4*hNL4*iMO4*jLN4*kKM4*lLL4*mMK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^el^em^cg^dj^eh,6,2",4.920934,3618.075,17.3282,Success
