config,range,cost,velocity
"*aMM0+++++*bNM1+++*cMN2+++*dLM2+++*eML1+++*fMK4*gOM4*hMO4*iKM4*jNO1*kON2*lKN3*mNK3*nOL3*oOK2*pKL4*qOO4*rLK4*sKK4*tLO3*uKO1*vNN0*wLL0^ab^ac^ad^ae^ef^bg^ch^di^hj^gk^il^fm^gn^mo^ip^jq^fr^ps^ht^lu^jv^rw^no^qk^sr^tu^vk^pw,5,3",-0.05251634,6902.604,6.521958
"*aMM0--*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,62,3",12.9282,6438.81,28.7446
"*aMM0+*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,56,3",13.99632,6325.429,26.4188
"*aMM0-*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0-----*gLN0-----^ab^ac^ad^ae^bf^cg,10,3",11.31722,3621.706,30.01701
"*aMM0-----*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0*gNL0^ab^ac^ad^ae^df^eg^fc^gb,29,3",13.71218,4494.883,32.28029
"*aMM0-----*bNM2+++*cMN2+++*dLM1+++*eML1+++*fNL0+*gLN0+^ab^ac^ad^ae^ef^dg,35,3",13.41963,4859.669,32.05757
"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,40,3",17.84699,6523.013,26.54034
"*aMM0----*bNM2+*cMN1+*dLM2+*eML1+*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^jb^kc,53,3",7.723081,5029.186,25.25032
"*aMM0++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL2+*gLN1+^ab^ac^ad^ae^ef^fb^dg^gc,5,3",7.884883,3432.773,20.71084
"*aMM0++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL2+*gLN1+^ab^ac^ad^ae^ef^fb^dg^gc,5,3",3.089741,2989.602,16.6529
"*aMM0-*bNM2++*cMN1++*dLM2++*eML1++*fOM2*gNN0-*hNL3*iMO1*jLN3*kKM2*lLL0-*mMK1*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^in^ho^kp^mq^cg^dj^eh^jn^fo^pj^hq^el,29,3",32.43855,4946.772,26.64128
"*aMM0---*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+*gNL0+^ab^ac^ad^ae^df^eg^fc^gb,73,3",-0.3805829,5102.927,0.00251622
"*aMM0+*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0*gLL1*hNL0*iNN2^ab^ac^ad^ae^cf^dg^eh^bi,39,3",15.24419,5538.643,27.78755
"*aMM0---*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0+*gLN0+^ab^ac^ad^ae^ef^dg,33,3",16.44934,5102.927,32.41795
"*aMM0++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0+*gLN0+^ab^ac^ad^ae^ef^dg,26,3",27.25548,5945.013,27.72393
"*aMM0++++++*bNM2*cMN1*dLM1+++*eML2+++*fNL0*gLN0*hMO2++*iOM1++^ab^ac^ad^ae^ef^dg^ch^bi,5,3",-1.15186E-4,6579.499,3.367901
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM2*gMO1*hMK1*iKM2*jLN0*kNL0^ab^ac^ad^ae^bf^cg^eh^di^dj^ek,50,3",1.76084,6582.201,13.64597
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM2*gMO1*hMK1*iKM2*jLN0*kNL0^ab^ac^ad^ae^bf^cg^eh^di^dj^ek,5,3",45.54662,6582.201,26.21712
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM2*gMK1*hMO1*iKM1^ab^ac^ad^ae^bf^eg^ch^di,5,3",-4.519059E-4,3782.201,0.1778134
"*aMM0+++++*bNM1++*cMN1+++*dLM2++*eML2+++*fNL3+++++++*gLN3+++++++^ab^ac^ad^ae^ef^dg,5,3",18.37687,3590.626,9.412073
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMK4*gOM4*hMO4*iKM4*jNO4*kON4*lKN4*mNK4*nOL4*oOK2*pKL4*qOO4*rLK4*sKK4*tLO4*uKO1*vNN0*wLL0^ab^ac^ad^ae^ef^bg^ch^di^hj^gk^il^fm^gn^mo^ip^jq^fr^ps^ht^lu^pu^jv^rw^jw^wl^pl,20,3",4.960979,6426.201,17.50656
"*aMM0+++++*bNM3+++*cMN3+++*dLM3+++*eML3+++*fMO2*gOM1*hMK2*iKM1*jPM4*kMJ4*lNL4*mLN4*nOL4*oLJ4*pKJ4*qJJ4*rNK4*sNN4*tLL4*uLO4^ab^ac^ad^ae^cf^bg^eh^di^gj^hk^el^cm^gn^ko^op^bl^dm^pq^hr^bs^cs^et^dt^mu,5,3",-0.3948171,3359.242,0.05984915
"*aMM2++++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fNN0*gON1*hMO1*iNO2*jOM2^ab^ac^ad^ae^bf^fg^ch^cf^fi^hi^gj^bj,5,3",-3.468245E-4,2986.251,0.2816693
"*aMM0-*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0-----*gLN0-----^ab^ac^ad^ae^bf^cg,36,3",3.987651,3621.706,19.08764
"*aMM0++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0-*gNL0-^ab^ac^ad^ae^df^eg^gb^fc,14,3",34.06812,6199.005,22.53942
"*aMM0*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0-*gNL0-*hNN2*iLL1^ab^ac^ad^ae^df^eg^ch^di,35,3",13.443,5020.631,27.86143
"*aMM0----*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0-*gNL0-*hNN2*iLL1^ab^ac^ad^ae^df^eg^ch^di^fc,45,3",5.789547,4430.816,23.87571
"*aMM0----*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0-*gNL0-*hNN2*iLL1^ab^ac^ad^ae^df^eg^ch^di^fc^bh,35,3",9.116334,4430.816,28.38392
"*aMM0---*bNM2+++*cMN1+++*dLM2+++*eML1++++*fLN0+*gNL0+^ab^ac^ad^ae^df^eg^fc,32,3",-0.005438981,5176.864,0.2108057
"*aMM0---*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0+*gLN0+^ab^ac^ad^ae^ef^dg,40,3",5.426391,5102.927,38.13598
"*aMM0++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+*gNL0+*hLL1+*iNN2+^ab^ac^ad^ae^df^eg^eh^fc^ci,31,3",24.7197,6154.388,27.73477
"*aMM0--*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+*gNL0+*hLL1*iNN2^ab^ac^ad^ae^df^eg^eh^fc^ci,31,3",20.01434,5399.393,32.3253
"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,60,3",14.07678,6523.013,24.51814
"*aMM0++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM2*gMO1*hMK1*iKM2*jLN0*kNL0^ab^ac^ad^ae^bf^cg^eh^di^dj^ek,50,3",1.843154,6335.399,16.12236
"*aMM0++++++++++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0++*kLN0++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,45,3",26.17413,9118.641,14.44185
"*aMM0+++++++++++++++*bNM4++++*cMN1++++*dLM1++++*eML1++++*fNL3++++++*gLN3++++++^ab^ac^ad^ae^ef^dg,5,3",-0.3783107,7249.691,8.076874
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL1*gLN2^ab^ac^ad^ae^ef^dg,5,3",10.02337,3626.201,20.19711
"*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLL0++*gLN0++*hNL0++*iNN0++^ab^ac^ad^ae^ef^cg^eh^ci,5,3",-0.7771022,11265.61,119.405
"*aMM0---*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,67,3",10.91064,6298.344,28.27595
"*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLN0+++*gNL0+++*hOM1+++++*iMO2+++++*jMK2+++++*kKM1+++++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,20,3",5.371091,9608.17,16.70178
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1+++*gMO2+++*hKM1++*iMK2++*jNN1++*kLL2+^ab^ac^ad^ae^bf^cg^dh^ei^bj^cj^dk^ek,5,3",7.367956,4408.513,20.37446
"*aMM0+++++++++++++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+++++*kLN0+++++*lMP1+++*mPM2+++*nJM2+++*oMJ1+++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc^fl^im^gn^ho^jb,99,3",20.67324,12448.19,10.7442
"*aMM0+++++*bNM0+++*cMN0+++*dLM1+*eML2+*fMO2+*gNN0*hNO2+*iON1+*jLN1+*kNL2+*lOM1+^ab^ac^ad^ae^cf^bg^gh^gi^dj^ek^bl^li^cg^cj^bk^fh,5,3",-0.1360761,8894.169,8.827374
"*aMM0----*bNM2+++++*cMN1+++++*dLM2+++++*eML1++++*fLN0++*gNL0++*hOM1++*iMO2++*jMK2++*kKM1++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,61,3",-0.009063997,6528.952,0.2596266
"*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fNL0*gLN0*hOL3*iLO3^ab^ac^ad^ae^bf^dg^fh^gi,5,3",9.878576,7105.902,10.55445
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0*gLN0^ab^ac^ad^ae^ef^dg,5,3",45.69336,6270.201,25.79742
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN3*gNL3^ab^ac^ad^ae^cf^dg^bf^eg,15,3",7.670815,3630.402,11.16623
"*aMM0+++++*bNM2+++*cMN1+++++++++*dLM2+++++++*eML1+++*fMO1++++*gKM2+*hMK1*iOM2*jMP2++*kLO4*lLL4*mKN4^ab^ac^ad^ae^cf^dg^eh^bi^fj^fk^el^gm,5,3",-2.120823E-4,5392.764,0.5832691
"*aMM0+++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN2++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,62,3",-0.6509193,7364.428,25.02077
"*aMM0+*bNM2+*cMN1+*dLM2+*eML1++^ab^ac^ad^ae,5,3",-6.00258E-5,2240.956,0.2360102
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM2++++++++*gMO1++++++++*hKM2++++++++*iMK1++++++++^ab^ac^ad^ae^bf^cg^dh^ei,5,3",3.510545,6694.202,17.02289
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1++++++*gMO2++++++*hMK2+++++*iKM1+++++*jLN0++*kNL0++^ab^ac^ad^ae^bf^cg^eh^di^dj^ek,60,3",-0.168515,8743.029,43.3975
"*aMM0++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1+++*gMO2+++*hMK2+++*iKM1+++*jLN0++*kNL0++*lKN3-*mNK3-^ab^ac^ad^ae^bf^cg^eh^di^dj^ek^il^hm,60,3",12.06268,7735.0,15.17352
"*aMM0++++*bNM2++*cMN1++*dLM2++*eML1++*fOM1+++*gMO2+++*hMK2+++*iKM1+++*jLN0+++*kNL0+++^ab^ac^ad^ae^bf^cg^eh^di^dj^ek,40,3",28.97827,7788.117,23.12405
"*aMM0++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1+++++*gMO2+++++*hMK2+++++*iKM1+++++*jLN0++*kNL0++^ab^ac^ad^ae^bf^cg^eh^di^dj^ek,40,3",4.882578,8770.328,78.87267
"*aMM0+++++++*bNM2+++*cMN2+++*dLM1+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,70,3",17.80067,8377.48,18.85236
"*aMM0+++++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0++*gNL0+*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,60,3",-1.304024E-4,7632.82,0.1491259
"*aMM0+++++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,79,3",14.59826,7830.404,20.29814
"*aMM0++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++*lNN3*mLL3^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb^bl^dm^em^cl,79,3",1.318898,9501.092,8.042821
"*aMM0++++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0++++*gNL0++++*hOM1+++*iMO2+++*jMK2+++*kKM1+++*lLO4*mOL4^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fl^gm^fc^gb,50,3",28.16716,8469.944,22.45638
"*aMM0+++++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLN3*gNL3^ab^ac^ad^ae^df^fc^eg^gb,5,3",18.22296,5475.402,10.24956
"*aMM0----*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1++*iMO2++*jMK2++*kKM1++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,29,3",19.89688,5948.389,33.36958
"*aMM0++++*bNM1++*cMN2++*dLM1+++*eML2+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,60,3",13.02009,7472.477,21.68346
"*aMM0++++*bNM1++*cMN2++*dLM1+++*eML2+++*fLN0++*gNL0+*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,60,3",-4.761262E-4,7274.893,0.3443715
"*aMM0++++++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO2+*gOM1+*hKM1+*iMK2+*jNL3++++++*kLN3++++++^ab^ac^ad^ae^cf^bg^dh^ei^ej^dk^jb^kc,30,3",12.40953,7196.329,7.890537
"*aMM0+*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,84,3",10.45,6942.847,23.89271
"*aMM0-*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0+*gNL0+*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,60,3",8.505013,6197.477,24.76846
"*aMM0++++++++*bNM4+++*cMN4+++*dLM4+++*eML4++++++*fMO1++++++++*gKM2++++++++*hKN4*iKO4+++*jNO4*kOO4++++*lOM2++++++++*mOL4*nOK4+++*oMK1++++++++*pLK4*qKK3++++*rLN3++++++++++++*sNL3++++++++++++*tPM3+++*uMP3+++^ab^ac^ad^ae^cf^dg^gh^hi^fj^jk^bl^lm^mn^eo^op^pq^hr^ms^lt^fu,14,3",-0.001082525,7324.322,0.422765
"*aMM0++++++++++++*bNM4+++*cMN4+++*dLM4+++*eML4++++++*fMO1++++++++*gKM2++++++++*hKN4*iKO1+++*jNO4*kOO2++++*lOM2++++++++*mOL4*nOK1+++*oMK1++++++++*pLK4*qKK2++++*rLN3++++++++++++*sNL3++++++++++++*tPM3+++*uMP3+++^ab^ac^ad^ae^cf^dg^gh^hi^fj^jk^bl^lm^mn^eo^op^pq^hr^ms^lt^fu,14,3",8.52059,9579.516,10.49416
"*aMM0++++++++++++++*bNM4+++*cMN4+++*dLM4+++*eML4++++++*fMO1++++++++*gKM2++++++++*hKN4*iKO1+++*jNO4*kOO2++++*lOM2++++++++*mOL4*nOK1+++*oMK1++++++++*pLK4*qKK3++++*rLN3++++++++++++*sNL3++++++++++++*tPM3+++*uMP3+++^ab^ac^ad^ae^cf^dg^gh^hi^fj^jk^bl^lm^mn^eo^op^pq^hr^ms^lt^fu,14,3",-0.02541506,10236.99,3.385998
"*aMM0++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0++++*gLN0++++^ab^ac^ad^ae^ef^dg,5,3",59.23705,8765.062,18.0688
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1++++*gMO2++++*hKM1++*iMK2+++*jNN1++*kLL2++^ab^ac^ad^ae^bf^cg^dh^ei^bj^cj^dk^ek,5,3",-5.620091E-6,4651.763,0.162445
"*aMM0++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLN0+++*gNL0+++*hOM1+++++*iMO2+++++*jMK2+++++*kKM1+++++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,50,3",4.532836,8918.196,50.15472
"*aMM0+++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLN0+++*gNL0+++*hOM1+++++*iMO2+++++*jMK2+++++*kKM1+++++*lLL3+++++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb^dl^el,5,3",-2.333385,9236.262,94.51784
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN4^ab^ac^ad^ae^df,5,3",9.999375,3470.2,20.00058
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN1*gNL2*hNN0^ab^ac^ad^ae^df^eg^fc^gb^ch^bh,35,3",-0.05910131,5026.201,2.624423
"*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fNL0++*gLN0++*hOM3++*iMO3++^ab^ac^ad^ae^ef^dg^bh^ci,5,3",14.57531,7884.473,11.88673
"*aMM0+++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fNL0++*gLN0++*hNN3*iLL3*jMO3+*kOM3+*lKM3+*mMK1+^ab^ac^ad^ae^ef^cg^bh^di^ch^ei^cj^bk^dl^em,5,3",-0.2914493,7844.802,6.721397
"*aMM0+++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fNL2+*gLN1+^ab^ac^ad^ae^ef^fb^dg^gc,5,3",8.850736,3975.326,20.77794
"*aMM0+++++++++++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fNL1+*gLN2+^ab^ac^ad^ae^ef^dg,5,3",19.65186,7892.544,9.247923
"*aMM0++++++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLN3*gNL3^ab^ac^ad^ae^df^fc^eg^gb,15,3",14.68014,5816.389,10.06648
"*aMM0+++*bNM2++*cMN1++*dLM2++*eML1++^ab^ac^ad^ae,5,3",7.202618,2771.36,20.44479
"*aMM0+++*bNM2+*cMN1+*dLM2+*eML1+*fNL3-----*gLN3-----^ab^ac^ad^ae^ef^dg,8,3",12.59131,2731.517,10.61869
"*aMM0++++++++++*bNM1+++*cMN1+++*dLM2+++*eML2+++*fLL1*gNN2*hNL3+++++*iLN3+++++^ab^ac^ad^ae^df^bg^eh^di^ef^cg^hb^ic,30,3",9.163915,5346.053,10.19646
"*aMM0++++++++++*bNM1+++*cMN1+++*dLM2+++*eML2+++^ab^ac^ad^ae,3,3",17.97835,4980.687,12.95284
"*aMM0+++++++++*bNM1++*cMN2++*dLM1++*eML2++*fNL3------*gLN3------^ab^ac^ad^ae^ef^dg,12,3",15.45821,4529.635,9.886521
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM2+++*gMO1+++*hKM2+++*iMK1+++^ab^ac^ad^ae^bf^cg^dh^ei,60,3",0.2283515,4270.451,6.087034
"*aMM0+++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN4++++++*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4++++^ab^ac^ad^ae^bf^cf^bg^ch^ei^dj^dk^ek,14,3",14.09207,8375.787,12.29663
"*aMM0++++++++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN4++++++*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4++++^ab^ac^ad^ae^bf^cf^bg^ch^ei^dj^dk^ek,40,3",13.20647,10749.12,7.363785
"*aMM1+++++++++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN0++++++*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4++++^ab^ac^ad^ae^bf^cf^bg^ch^ei^dj^dk^ek,14,3",-0.02109157,11353.44,2.52463
"*aMM0+++++*bNM2+*cMN1+*dLM2+*eML1+*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,42,3",19.65168,6688.951,21.74705
"*aMM0----*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1++*iMO2++*jMK2++*kKM1++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,31,3",18.83977,5948.389,33.01672
"*aMM0++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,85,3",13.86014,8094.828,18.80804
"*aMM0+++++++*bNM4*cMN4*dLM4*eML4*fKM2++++*gMK1++++*hMO1++++*iOM2++++*jNN4*kLL4*lLN3+++++++++++++++++*mNL3++++++++++++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me,10,3",-2.521375E-4,4687.107,0.1065646
"*aMM0+++++++++*bNM4*cMN4*dLM4*eML4*fKM2+++*gMK1+++*hMO1+++*iOM2+++*jNN4*kLL4*lLN3+++++++++++++*mNL3+++++++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me,10,3",15.92144,4947.09,8.947221
"*aMM0+++++++++*bNM4*cMN4*dLM4*eML4*fKM2+++*gMK1+++*hMO1+++*iOM2+++*jNN4*kLL4*lLN3+++++++++++++*mNL3+++++++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me,20,3",12.67087,4947.09,9.443632
"*aMM0+++++++++*bNM4*cMN4*dLM4+++++++++*eML1+++++++++*fKM2++++++++*gMK1++++*hMO1+++*iOM2+++*jNN4*kLL4*lLN3+++++++++*mNL3+++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me,10,3",-0.002202291,6586.013,5.908666
"*aMM0+++++++++*bNM4*cMN4*dLM4*eML4*fKM2+++*gMK1+++*hMO1+++*iOM2+++*jNN4*kLL4*lLN3+++++++++++++++++++*mNL3++++++++++++++++++*nKN3+++++*oNK3+++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me^ln^mo,10,3",3.793715,5239.156,7.221916
"*aMM0+++++++++*bNM4*cMN4*dLM4*eML4*fKM2+++*gMK1+++*hMO1+++*iOM2+++*jNN4*kLL4*lLN3+++++++++++++++++*mNL3+++++++++++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me,10,3",16.04588,5005.887,8.751575
"*aMM0+++++++++*bNM4*cMN4*dLM4*eML4*fKM2+++*gMK1+++*hMO1+++*iOM2+++*jNN4*kLL4*lLN3+++++++++++++++++*mNL3+++++++++++++++++*nKN3++++*oNK3+++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me^ln^mo,10,3",4.010971,5209.983,7.326301
"*aMM0+++++++++*bNM4*cMN4*dLM4*eML4*fKM2+++*gMK1+++*hMO1+++*iOM2+++*jNN4*kLL4*lLN3+++++++++++++++++*mNL3+++++++++++++++++*nKN3+++++*oNK3+++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me^ln^mo,10,3",6.27411,5215.253,7.43308
"*aMM0+++++++++*bNM4*cMN4*dLM4*eML4*fKM2+++*gMK1+++*hMO1+++*iOM2+++*jNN4*kLL4*lLN3++++++++++*mNL3++++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me,15,3",15.03707,4907.383,9.237274
"*aMM0+++++++*bNM4*cMN4*dLM4*eML4*fKM2+++*gMK1+++*hMO1+++*iOM2+++*jNN4*kLL4*lLN3+++++++++++++*mNL3+++++++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me,10,3",14.42587,4324.667,9.347912
"*aMM0++++++++++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fNN4++++++*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4++++^ab^ac^ad^ae^bf^cf^bg^ch^ei^dj^dk^ek,30,3",11.15839,8328.808,10.13149
"*aMM0++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN4*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4*lNL3+++*mLN3+++^ab^ac^ad^ae^bf^bg^ch^ei^dj^dk^cf^ek^el^cm,14,3",10.27391,6753.163,11.88966
"*aMM0-----*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0*gNL0^ab^ac^ad^ae^df^eg^fc^gb,10,3",24.30499,4494.883,37.06284
"*aMM0---*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0+*gLN0+*hNN1++*iLL2^ab^ac^ad^ae^ef^dg^bh^di,33,3",-0.001041973,5325.427,0.4135531
"*aMM0-*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0*gLL1*hNL0*iNN2^ab^ac^ad^ae^cf^dg^eh^bi^bi,31,3",17.41171,5188.441,31.08385
"*aMM0---*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0+*gLN0+^ab^ac^ad^ae^ef^dg,35,3",15.37965,5102.927,31.23656
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1*gMK2*hMO2*iLN0*jNL0*kKM1*lLL3*mNN4^ab^ac^ad^ae^bf^eg^ch^di^ej^dk^ic^jb^el^ld^bm^cm,25,3",6.13043,6662.301,38.96109
"*aMM0+++++*bNM1+++*cMN2+++*dLM2+++*eML2+++*fMO1++*gOM1++*hKM1++*iMK1++*jNL3+++++++*kLN3+++++++^ab^ac^ad^ae^cf^bg^dh^ei^ej^dk^jb^kc,20,3",4.572715,4279.751,11.94715
