config,range,cost,velocity
"*aMM0+++++*bNM2++*cMN1++*dLM2++*eML1++*fNN1++*gLN0++*hLL2++*iNL0++^ab^ac^ad^ae^bf^cf^dg^gc^dh^eh^bi^ei,5,3",53.03523,7096.904,23.84674
"*aMM0+++*bNM2++*cMN1++*dLM2++*eML1++*fNN1++*gLN0+++*hLL2++*iNL0+++^ab^ac^ad^ae^bf^cf^dg^gc^dh^eh^bi^ei,20,3",5.176411,7047.078,31.59611
"*aMM0+++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNN1++*gLN0+++*hLL2++*iNL0+++^ab^ac^ad^ae^bf^cf^dg^gc^dh^eh^bi^ei,5,3",54.12025,7269.329,25.92429
"*aMM0+++*bNM2++*cMN1++*dLM2++*eML1++*fNN1++*gLN0++*hLL2++*iNL0+++^ab^ac^ad^ae^bf^cf^dg^gc^dh^eh^bi^ei,5,3",-3.8e-06,6833.696,2.52032
"*aMM0+++*bNM2++*cMN1++*dLM2++*eML1++*fNN1++*gLN0++*hLL2++*iNL0+++^ab^ac^ad^ae^bf^cf^dg^gc^dh^eh^bi^ei,10,3",-1.24e-05,6833.696,2.503052
"*aMM0+++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNN1++*gLN0+++*hLL2++*iNL0+++^ab^ac^ad^ae^bf^cf^dg^gc^dh^eh^bi^ei,5,3",54.12025,7269.329,25.92429
"*aMM0+++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNN1++*gLN0+++*hLL2++*iNL0+++^ab^ac^ad^ae^bf^cf^dg^gc^dh^eh^bi^ei,5,3",54.12025,7269.329,25.92429
"*aMM0++++*bNM1++*cMN2++*dLM1++*eML2++*fNL3------*gLN3------^ab^ac^ad^ae^ef^dg,12,3",8.327924,3113.332,11.325
"*aMM0++++++++*bNM1++*cMN2++*dLM1++*eML2++*fNL3-----*gLN3-----^ab^ac^ad^ae^ef^dg,12,3",14.29105,4215.923,10.20333
"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fNL3++++++++++++++++++*gLN3++++++++++++++++++^ab^ac^ad^ae^ef^dg,10,3",6.644266,2939.949,9.140161
"*aMM0++*bNM4++*cMN2++*dLM2++*eML1++*fNL0++++++++++++++++++*gLN4++++++++++++++++++*hMO4^ab^ac^ad^ad^ae^ef^dg^ch,10,3",-0.1393088,9916.599,1.975925
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0*gNL0^ab^ac^ad^ae^df^eg^gb^fc,5,3",45.69132,6270.201,25.79647
"*aMM0+++++*bNM2+++*cMN1++*dLM2+++*eML1++*fLN2+*gNL0+^ab^ac^ad^ae^df^eg,5,3",-0.7585691,5046.156,22.15527
"*aMM0+++++*bNM2+++*cMN1++*dLM2+++*eML1++*fLN2+*gNL0+^ab^ac^ad^ae^df^eg,5,3",-0.7585691,5046.156,22.15527
"*aMM0+++++*bNM2+++*cMN1++*dLM2+++*eML1++*fLN2+*gNL1+^ab^ac^ad^ae^df^eg,5,3",10.14672,3568.45,20.05045
"*aMM0+++++*bNM2+++*cMN1++*dLM2+++*eML1++*fLN2+*gNL0+^ab^ac^ad^ae^df^eg,5,3",-0.7585691,5046.156,22.15527
"*aMM0+++++*bNM2+++*cMN1++*dLM2+++*eML1++*fLN2+*gNL0+^ab^ac^ad^ae^df^eg,5,3",-0.7585691,5046.156,22.15527
"*aMM0+++++*bNM2+++*cMN1++*dLM2+++*eML1++*fLN2+*gNL1+^ab^ac^ad^ae^df^eg,5,3",10.14672,3568.45,20.05045
"*aMM0+++++*bNM2+++*cMN1++*dLM2+++*eML1++*fLN2+*gNL0+^ab^ac^ad^ae^df^eg,5,3",-0.7585691,5046.156,22.15527
"*aMM0+++++*bNM2+++*cMN1++*dLM2+++*eML1++*fLN2+*gNL0+^ab^ac^ad^ae^df^eg,5,3",-0.7585691,5046.156,22.15527
"*aMM0+++++*bNM2+++*cMN1++*dLM2+++*eML1++*fLN2+*gNL0+^ab^ac^ad^ae^df^eg^gb^fc,5,3",-0.7585306,5046.156,22.15549
"*aMM0+++++*bNM2++++*cMN1+++*dLM2++++*eML1+++*fLN0+*gNL0+^ab^ac^ad^ae^df^eg^gb^fc,5,3",48.62803,6782.861,25.45822
"*aMM0+++++*bNM2++*cMN1+++*dLM22+*eML1+++*fLN0+*gNL0+^ab^ac^ad^ae^df^eg^gb^fc,10,3",8.291894,6523.861,48.22457
"*aMM0----*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1++*iMO2++*jMK2++*kKM1++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,61,3",11.05274,5948.389,28.80131
"*aMM0----*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1++*iMO2++*jMK2++*kKM1++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,61,3",11.05274,5948.389,28.80131
"*aMM0----*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1++*iMO2++*jMK2++*kKM1++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,61,3",11.05274,5948.389,28.80131
"*aMM0----*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLN0++*gNL0++*hOM1++*iMO2++*jMK2++*kKM1++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,61,3",10.05908,6623.889,28.44058
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO1*gOM2*hKM2*iLN0*jMK1*kNL0^ab^ac^ad^ae^cf^bg^dh^di^ej^bk^ci^ke,30,3",24.61718,6582.201,22.81684
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO1*gOM2*hKM2*iLN3*jMK1*kNL3^ab^ac^ad^ae^cf^bg^dh^di^ej^bk^ci^ke,30,3",2.215006,3942.402,10.66419
"*aMM0++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO1*gOM2*hKM2*iLN3*jMK1*kNL3^ab^ac^ad^ae^cf^bg^dh^di^ej^bk^ci^ke,30,3",9.687246,5452.889,10.11536
"*aMM0++++++++++*bNM2++*cMN1++*dLM2++*eML1++*fMO1*gOM2*hKM2*iLN3*jMK1*kNL3^ab^ac^ad^ae^cf^bg^dh^di^ej^bk^ci^ke,30,3",1.80999,5230.639,10.06223
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO1*gOM2*hKM2*iLN0*jMK1*kNL0^ab^ac^ad^ae^cf^bg^dh^di^ej^bk^ci^ke,30,3",24.61718,6582.201,22.81684
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO1*gOM2*hKM2*iLN0*jMK1*kNL0^ab^ac^ad^ae^cf^bg^dh^di^ci^ej^bk^ke,5,3",45.54735,6582.201,26.21708
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO1*gOM2*hKM2*iLN0*jMK1*kNL0^ab^ac^ad^ae^cf^bg^dh^di^ej^bk^ci^ke,30,3",24.61718,6582.201,22.81684
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO1*gOM2*hKM2*iLN0*jMK1*kNL0^ab^ac^ad^ae^cf^bg^dh^di^ej^bk^ci^ke,30,3",24.61718,6582.201,22.81684
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO2*gOM1*hKM1*iMK2^ab^ac^ad^ae^cf^bg^dh^ei,5,3",9.027906,3782.201,19.9706
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO2+++*gOM1+++*hKM1+++*iMK2+++*jLN0+*kNL0+^ab^ac^ad^ae^cf^bg^dh^ei^dj^ek,50,3",17.26589,7435.237,21.70364
"*aMM0++++++++*bNM2+++*cMN2+++*dLM2+++*eML2+++*fMO1++*gOM1++*hKM1++*iMK1++*jLN3+*kNL3+^ab^ac^ad^ae^cf^bg^dh^ei^dj^ek,50,3",2.948329,5066.106,11.51043
"*aMM0++++++++*bNM2+++*cMN2+++*dLM2+++*eML2+++*fMO1++*gOM1++*hKM1++*iMK1++*jLN3+*kNL3+^ab^ac^ad^ae^cf^bg^dh^ei^dj^ek,25,3",7.898461,5066.106,10.85995
"*aMM0++++++++*bNM2+++*cMN2+++*dLM2+++*eML2+++*fMO1++*gOM1++*hKM1++*iMK1++*jLN3+*kNL3+^ab^ac^ad^ae^cf^bg^dh^ei^dj^ek,50,3",2.948329,5066.106,11.51043
"*aMM0++++++++*bNM2+++*cMN2+++*dLM2+++*eML2+++*fMO1++*gOM1++*hKM1++*iMK1++*jLN3+*kNL3+^ab^ac^ad^ae^cf^bg^dh^ei^dj^ek,20,3",9.581449,5066.106,10.70724
"*aMM0++++++++++*bNM2+++*cMN2+++*dLM2+++*eML2+++*fMO1++*gOM1++*hKM1++*iMK1++*jLN3+*kNL3+^ab^ac^ad^ae^cf^bg^dh^ei^dj^ek,50,3",6.112644,5728.027,10.19601
"*aMM0++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO2+++*gOM1+++*hKM1+++*iMK2+++*jLN0+*kNL0+^ab^ac^ad^ae^cf^bg^dh^ei^dj^ek,50,3",18.14701,7699.66,20.24387
"*aMM0++++++++*bNM2+++*cMN2+++*dLM2+++*eML2+++*fMO1++*gOM1++*hKM1++*iMK1++*jLN3+*kNL3+^ab^ac^ad^ae^cf^bg^dh^ei^dj^ek,50,3",2.948329,5066.106,11.51043
"*aMM0++++++++*bNM2+++*cMN2+++*dLM2+++*eML2+++*fMO1++*gOM1++*hKM1++*iMK1++*jLN3+*kNL3+^ab^ac^ad^ae^cf^bg^dh^ei^dj^ek,20,3",9.581449,5066.106,10.70724
"*aMM0++++++++++*bNM2+++*cMN2+++*dLM2+++*eML2+++*fMO1+++*gOM1+++*hKM1+++*iMK1+++*jLN3++++*kNL3++++^ab^ac^ad^ae^cf^bg^dh^ei^dj^ek,20,3",11.54196,5979.763,9.944132
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1+++*gMO2+++*hKM1++*iMK2++*jNN2++*kLL2++^ab^ac^ad^ae^bf^cg^dh^ei^bj^cj^dk^ek,5,3",7.228828,4448.326,20.17691
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1+++*gMO2+++*hKM1++*iMK2++*jNN1++*kLL2++^ab^ac^ad^ae^bf^cg^dh^ei^bj^cj^dk^ek,5,3",7.19241,4448.326,20.32766
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1+++*gMO2+++*hKM1++*iMK2++*jNN1++*kLL2++^ab^ac^ad^ae^bf^cg^dh^ei^bj^cj^dk^ek,5,3",7.19241,4448.326,20.32766
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1+++*gMO2+++*hKM1++*iMK2++*jNN1++*kLL2++^ab^ac^ad^ae^bf^cg^dh^ei^bj^cj^dk^ek,5,3",7.19241,4448.326,20.32766
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1+++*gMO2+++*hKM1++*iMK2++*jNN1++*kLL2++^ab^ac^ad^ae^bf^cg^dh^ei^bj^cj^dk^dk,40,3",1.17554,4448.326,11.16136
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1+++*gMO2+++*hKM1+++++*iMK2+++++*jNN1++*kLL2++^ab^ac^ad^ae^bf^cg^dh^ei^bj^cj^dk^ek,5,3",5.259727,4897.201,19.25005
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM3*gMK4*hMO3*iLN0*jNL0*kKM4^ab^ac^ad^ae^bf^eg^ch^di^ej^dk^ic^jb,5,3",-1.005629,6430.402,57.62404
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM3*gMK4*hMO3*iLN0*jNL0*kKM4^ab^ac^ad^ae^bf^eg^ch^di^ej^dk^ic^jb,5,3",-1.005629,6430.402,57.62404
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM4*gMK4*hMO4*iLN0*jNL0*kKM4^ab^ac^ad^ae^bf^eg^ch^di^ej^dk^ic^jb,5,3",45.69358,6270.201,25.79629
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM4*gMK4*hMO4*iLN0*jNL0*kKM4^ab^ac^ad^ae^bf^eg^ch^di^ej^dk^ic^jb,5,3",45.69358,6270.201,25.79629
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM4*gMK4*hMO4*iLN0*jNL0*kKM4^ab^ac^ad^ae^bf^eg^ch^di^ej^dk^ic^jb,5,3",45.69358,6270.201,25.79629
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1*gMK2*hMO2*iLN0*jNL0*kKM1*lLL3*mNN3^ab^ac^ad^ae^bf^eg^ch^di^ej^dk^ic^jb^el^ld^bm^cm,10,3",2.45299,6742.402,16.98334
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1*gMK2*hMO2*iLN0*jNL0*kKM1*lLL3*mNN4^ab^ac^ad^ae^bf^eg^ch^di^ej^dk^ic^jb^el^ld^bm^cm,15,3",14.05984,6662.301,33.63887
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM3++++++*gMO3++++++*hKM3+++++*iMK3+++++*jNN1++*kLL2++^ab^ac^ad^ae^bf^cg^dh^ei^bj^cj^dk^ek,5,3",5.096367,4188.838,1.502088
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM3++++++*gMO3++++++*hKM3+++++*iMK3+++++*jNN1++*kLL2++^ab^ac^ad^ae^bf^cg^dh^ei^bj^cj^dk^ek,5,3",5.096367,4188.838,1.502088
"*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLN3++*gNL3++*hOM2+++++*iMO1+++++*jKM2+++++*kMK1+++++*lLL0+++*mNN0+++^ab^ac^ad^ae^cf^eg^bh^ci^dj^ek^el^bm^ld^bm^md,20,3",14.2956,9786.989,1.679619
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",9.999299,3470.2,20.00051
"*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML2+++*fNL4*gOL4^ab^ac^ad^ae^bf^fg,5,3",-0.1020728,3470.2,0.001570646
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM4*gMK4*hMO4*iLN0*jNL0*kKM4^ab^ac^ad^ae^bf^eg^ch^di^ej^dk^ic^jb,5,3",45.69358,6270.201,25.79629
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1*gMK2*hMO2*iLN0*jNL0*kKM1*lLL0*mNN3*nNO1*oON2^ab^ac^ad^ae^bf^eg^ch^di^ej^dk^ic^jb^el^ld^bm^cm^mn^mo^hn^fo,15,3",-3.068802,8218.302,57.01123
"*aMM0+++++*bNM1++++*cMN2++++*dLM1++++*eML2++++*fOM4*gKM4++*hMK4*iMO4*jNN4++*kLN3+*lNL3+^ab^ac^ad^ae^bf^dg^eh^ci^bj^ck^bl,20,3",4.945229,3935.29,10.96698
"*aMM0+++++*bNM1++++*cMN2++++*dLM1++++*eML2++++*fOM4*gKM4++*hMK4*iMO4*jNN4++*kLN3+*lNL3+^ab^ac^ad^ae^bf^dg^eh^ci^bj^ck^bl,20,3",4.945229,3935.29,10.96698
"*aMM0+++++*bNM1++++*cMN2++++*dLM1++++*eML2++++*fOM4*gKM4++*hMK4*iMO4*jNN4++*kLN3+++++*lNL3+++++^ab^ac^ad^ae^bf^dg^eh^ci^bj^ck^bl,20,3",4.971679,3975.317,10.72616
"*aMM0+++++++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN4++++++*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4++++^ab^ac^ad^ae^bf^cf^bg^ch^ei^dj^dk^ek,30,3",13.28106,10225.84,8.146375
"*aMM0++++++++++++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN4++++++*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4++++^ab^ac^ad^ae^bf^cf^bg^ch^ei^dj^dk^ek,14,3",20.28375,13103.52,5.694687
"*aMM0++++++++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN4*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4*lNL3+++*mLN3+++^ab^ac^ad^ae^bf^bg^ch^ei^dj^dk^cf^ek^el^cm,84,3",6.221083,10937.77,11.64047
"*aMM3+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1*gMK2*hMO2*iLN0*jNL0*kKM1*lLL3*mNN3^ab^ac^ad^ae^bf^eg^ch^di^ej^dk^ic^jb^el^ld^bm^cm,15,3",-0.01709145,4377.135,5.662217
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1*gMK2*hMO2*iLN0*jNL0*kKM1*lLL3*mNN4^ab^ac^ad^ae^bf^eg^ch^di^ej^dk^ic^jb^el^ld^bm^cm,15,3",14.05984,6662.301,33.63887
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1*gMK2*hMO2*iLN0*jNL0*kKM1*lLL3*mNN4^ab^ac^ad^ae^bf^eg^ch^di^ej^dk^ic^jb^el^ld^bm^cm,20,3",6.919768,6662.301,40.43223
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1+++*gMO2+++*hKM1++*iMK2++^ab^ac^ad^ae^bf^cg^dh^ei,5,3",7.298774,4159.326,20.00823
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1++++*gMO2++++*hKM1++*iMK2++^ab^ac^ad^ae^bf^cg^dh^ei,5,3",6.993703,4307.201,20.0726
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM2+++*gMO1+++*hKM2+++*iMK1++^ab^ac^ad^ae^bf^cg^dh^ei,15,3",-4.78e-05,4214.888,0.1620987
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",9.999299,3470.2,20.00051
"*aMM0+++++*bNM1+++*cMN1+++*dLM2+++*eML2+++^ab^ac^ad^ae,5,3",10.06984,3470.2,20.24979
"*aMM0+++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fNN4*gLL4*hLN0+++*iNL0+++*jMK1++*kOM2++*lMO1++*mKM2++^ab^ac^ad^ae^bf^cf^dg^eg^ch^dh^ei^bi^ej^bk^cl^dm,40,3",28.978,8330.67,21.98913
"*aMM0+++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fNN4*gLL4*hLN0+++*iNL0+++*jMK1++*kOM2++*lMO1++*mKM2++^ab^ac^ad^ae^bf^cf^dg^eg^ch^dh^ei^bi^ej^bk^cl^dm,40,3",28.978,8330.67,21.98913
"*aMM0+++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fNN3*gLL3*hLN3*iNL3^ab^ac^ad^ae^cf^eg^dh^bi,5,3",11.8048,4086.354,9.10463
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNN3*gLL3*hLN2*iNL0^ab^ac^ad^ae^cf^eg^ch^bi,5,3",-0.7791501,5108.402,24.98396
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN3*gNL3*hNN0^ab^ac^ad^ae^df^eg^ch^bh,5,3",-0.1026051,5030.402,5.921346
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN3+++++++*gNL3+++++++^ab^ac^ad^ae^df^eg,5,3",18.12891,3701.751,9.582085
"*aMM0*bNM2+*cMN1+*dLM2+*eML1+*fLN3-*gNL3-^ab^ac^ad^ae^df^bg^eg,6,3",16.72935,2170.148,9.808472
"*aMM0*bNM2+*cMN1+*dLM2+*eML1+*fLN3-*gNL3-^ab^ac^ad^ae^df^bg^eg,6,3",16.72935,2170.148,9.808472
"*aMM0+++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+++*gNL0+++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,53,3",25.31372,8804.246,18.28956
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,99,3",4.570774,7830.404,27.70935
"*aMM0*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,99,3",6.621775,6760.454,21.23072
"*aMM0*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,80,3",10.41493,6760.454,25.23631
"*aMM0++++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0++++*gNL0++++*hOM1+++*iMO2+++*jMK2+++*kKM1+++*lLO3*mOL3^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb^fl^gm,80,3",13.81502,8630.146,15.00558
"Opn;*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fNN0*gLN0*hLL0*iNL0++++++++++++++++++++++++++^ab^ac^ad^ae^bf^cf^cg^gd^eh^hd^bi^ie,5,3",-0.1912306,21004.84,25.60702
"*aMM0+++++++++++++++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fLL2++*gNN2++*hNL1++*iLN1++*jKM1+++*kMO2+++*lOM1+++*mMK2+++^ab^ac^ad^ae^df^cg^eh^di^dj^ck^bl^em^ef^bg^bh^ci,97,3",7.297746,9654.095,7.191355
"*aMM0---*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,20,3",26.01028,6298.344,34.41558
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+++*gNL0+++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,60,3",22.14762,8257.17,21.07295
"*aMM0+++++++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0++*gNL0+*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,60,3",-0.000112,8179.896,0.09795135
"*aMM0++++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,54,3",20.48969,7583.602,23.20396
"*aMM0+++++++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,84,3",14.7408,8377.48,17.39632
"*aMM0+++++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,70,3",16.72248,7830.404,20.83338
"*aMM0+++++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0+++*gNL0+*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,80,3",-0.001191562,7846.203,0.5716929
"*aMM0++++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0+++*gNL0+++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,80,3",16.00452,8010.367,21.8045
"*aMM0++++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0+++*gNL0+++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,30,3",31.5253,8010.367,23.95456
"*aMM0+++++++++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,80,3",16.63233,8999.904,14.87385
"*aMM0++++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0+++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,40,3",-1.72e-06,7796.984,0.1035616
"*aMM0++++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0+++*gNL0+++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,73,3",17.87709,8010.367,21.98219
"*aMM0+++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM2+++*iMO1+++*jMK1+++*kKM2+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,73,3",17.25097,8377.48,17.79005
"*aMM0+++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM2+++*iMO1+++*jMK1+++*kKM2+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,73,3",17.25097,8377.48,17.79005
"*aMM0+++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM2+++*iMO1+++*jMK1+++*kKM2+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,73,3",17.25097,8377.48,17.79005
"*aMM0+++++++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0++*gNL0++*hOM2+++*iMO1+++*jMK1+++*kKM2+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,72,3",17.47498,8377.48,17.87091
"*aMM0+++++++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0++*gNL0++*hOM2+++*iMO1+++*jMK1+++*kKM2+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,72,3",17.47498,8377.48,17.87091
"*aMM0-----*bNM2+*cMN1+*dLM2+*eML1+*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,65,3",5.936079,5278.419,23.27355
"*aMM0+++++++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,46,3",22.30337,7760.063,18.67447
"*aMM0+++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,46,3",19.27822,6736.396,24.95663
"*aMM0+++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,46,3",19.27822,6736.396,24.95663
"*aMM0++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO1+*gOM2+*hKM2+*iLN0+*jMK1+*kNL0+^ab^ac^ad^ae^cf^bg^dh^di^ej^bk^ci^ke,30,3",27.05662,6806.934,24.45272
