config,range,cost,velocity
"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jLN3+*kNL3+*lNN0+*mLL0+^ab^ac^ad^ae^cf^dg^eh^bi^dj^bk^cl^em,45,3",27.57026,6692.353,24.45365
"*aMM0----*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLN0++*gNL0++*hOM1++*iMO2++*jMK2++*kKM1++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,61,3",10.05908,6623.889,28.44058
"*aMM0----*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLN0++*gNL0++*hOM1++*iMO2++*jMK2++*kKM1++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,61,3",10.05908,6623.889,28.44058
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",9.999299,3470.2,20.00051
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN1*gNL2^ab^ac^ad^ae^df^eg,5,3",10.02341,3626.201,20.1972
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN3*gNL3^ab^ac^ad^ae^df^eg,5,3",17.05821,3630.402,10.18146
"*aMM0+++++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN3*gNL3^ab^ac^ad^ae^df^eg,5,3",20.3441,6290.238,8.18292
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO2*gOM1*hKM1*iMK2*jNN1*kLL2^ab^ac^ad^ae^cf^bg^dh^ei^bj^dk^cj^ek,5,3",9.52809,3938.201,20.3895
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO2*gOM1*hLN0*iKM1*jLL0*kNL0*lMK2*mNN0^ab^ac^ad^ae^cf^bg^dh^ch^di^ej^dj^bk^ek^el^cm^bm,5,3",0.3759919,9382.2,145.1072
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",9.999299,3470.2,20.00051
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO2+*gOM1+*hKM1+*iMK2+*jNL3++++++*kLN3++++++^ab^ac^ad^ae^cf^bg^dh^ei^ej^dk^jb^kc,20,3",6.086908,4109.223,10.98891
"*aMM0---*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+*gNL0+*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,20,3",21.35277,5903.177,34.59376
"*aMM0---*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,20,3",26.01028,6298.344,34.41558
"*aMM0---*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,20,3",26.01028,6298.344,34.41558
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO3*gOM3*hKM2*iLN0*jMK1*kNL0^ab^ac^ad^ae^cf^bg^dh^di^ej^bk^ci^ke,30,3",-0.1513133,6586.402,5.061534
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO1*gOM2*hKM2*iLN0*jMK1*kNL0^ab^ac^ad^ae^cf^bg^dh^di^ej^bk^ci^ke,30,3",24.61718,6582.201,22.81684
"*aMM0++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0+++++++*gOM1+++++++*hNN3++*iMO2+++++++*jLN0++++++*kKM1++++++*lLL3*mMK2++++++^ab^ac^ad^ae^bf^bg^ch^ci^cj^dk^dl^em^dj^bh^ef^le,5,3",-0.3274435,11383.93,41.84026
"*aMM3+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0+++++++*gOM1+++++++*hNN4*iMO2+++++++*jLN0+++++++*kKM1+++++++*lLL4*mMK2+++++++^ab^ac^ad^ae^bf^bg^ch^ci^cj^dk^dl^em^dj^bh^ef^le,5,3",-1.807721,9668.237,56.65358
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1++++*gMO2++++*hKM1++*iMK2++*jNN1++*kLL2++^ab^ac^ad^ae^bf^cg^dh^ei^bj^cj^dk^ek,5,3",6.775597,4596.201,20.25663
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMK1*gKM2*hMO1*iOM2*jNL0*kLN0^ab^ac^ad^ae^ef^dg^ch^bi^ej^bj^ck^dk,50,3",1.760838,6582.201,13.64542
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMK1*gKM2*hMO1*iOM2*jNL0*kLN0^ab^ac^ad^ae^ef^dg^ch^bi^ej^bj^ck^dk,40,3",4.513709,6582.201,29.11016
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMK1*gKM2*hMO1*iOM2*jNL0*kLN0^ab^ac^ad^ae^ef^dg^ch^bi^ej^bj^ck^dk,40,3",4.513709,6582.201,29.11016
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMK1*gKM2*hMO1*iOM2*jNL0*kLN0^ab^ac^ad^ae^ef^dg^ch^bi^ej^bj^ck^dk,40,3",4.513709,6582.201,29.11016
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMK1*gKM2*hMO1*iOM2*jNL0*kLN0^ab^ac^ad^ae^ef^dg^ch^bi^ej^bj^ck^dk,40,3",4.513709,6582.201,29.11016
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMK1*gKM2*hMO1*iOM2*jNL0*kLN0^ab^ac^ad^ae^ef^dg^ch^bi^ej^bj^ck^dk,40,3",4.513709,6582.201,29.11016
"*aMM0+++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++^ab^ac^ad^ae,5,3",13.63435,5789.451,17.32142
"*aMM0++++++++++++++++++++*bNM2+++++++*cMN1+++++++*dLM2+++++++*eML1+++++++^ab^ac^ad^ae,5,3",-0.005643271,11356.1,0.000101597
"*aMM03*bNM2+*cMN1+*dLM2+*eML1+*fLN3-*gNL3-^ab^ac^ad^ae^df^bg^eg,6,3",17.4174,2352.541,9.866974
"*aMM03*bNM2+*cMN1+*dLM2+*eML1+*fLN3-*gNL3-^ab^ac^ad^ae^df^bg^eg,6,3",17.4174,2352.541,9.866974
"*aMM0+++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+++*gNL0+++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,25,3",36.16147,8804.246,19.60166
"*aMM0+++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fNL0++*gLN0++*hNN3*iLL3*jMO3+*kOM3+*lKM3+*mMK3+^ab^ac^ad^ae^ef^cg^bh^di^ch^ei^cj^bk^dl^em,30,3",-0.3197681,7824.785,19.23494
"*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fNL0*gLN0^ab^ac^ad^ae^bf^dg,5,3",45.75266,6945.701,28.14482
"*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fNL0*gLN0*hOM2+*iMO1+*jKM2+*kMK1+^ab^ac^ad^ae^bf^dg^ef^cg^bh^ci^dj^ek,20,3",27.16041,7364.451,25.31844
"*aMM0++++++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fNL4*gLN4*hKN1++++*iNK2++++*jLO3*kOL3^ab^ac^ad^ae^ef^dg^gh^fi^gj^fk,5,3",6.907259,6364.389,13.20522
"*aMM0++++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fNL4*gLN4*hKN1++++*iNK2++++*jLO3*kOL3^ab^ac^ad^ae^ef^dg^gh^fi^gj^fk,5,3",1.605078,5702.468,8.98048
"*aMM0++++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fNL4*gLN4*hKN3*iNK3^ab^ac^ad^ae^ef^dg^gh^fi,5,3",0.8447108,5154.468,15.73811
"*aMM0++++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fNL4*gLN4*hKN3*iNK3^ab^ac^ad^ae^ef^dg^gh^fi,5,3",0.8447108,5154.468,15.73811
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN4*gNL4*hNN0^ab^ac^ad^ae^df^eg^gb^fc^bh^ch,10,3",-0.05308767,4870.201,6.479273
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN4*gNL4*hNN0*iNO2*jON1^ab^ac^ad^ae^df^eg^gb^fc^bh^ch^hi^hj,10,3",-0.06914872,5026.201,7.881237
"*aMM0-----*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0-*gNL0-*hNN4*iLL4^ab^ac^ad^ae^df^eg^ch^di^ei,31,3",9.634696,4159.264,28.74431
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0*gLN0^ab^ac^ad^ae^ef^dg,5,3",45.69336,6270.201,25.79742
"*aMM0++++++++*bNM1+++*cMN1+++*dLM2+++*eML2+++*fLL1++*gNN2++*hNL0*iLN0^ab^ac^ad^ae^df^bg^eh^di^ef^cg^hb^ic,54,3",2.294655,7407.766,19.36629
"*aMM0++++++++++*bNM1+++*cMN1+++*dLM2+++*eML2+++*fLL1++*gNN2++*hNL3+++++*iLN3+++++^ab^ac^ad^ae^df^bg^eh^di^ef^cg^hb^ic,30,3",10.34832,5479.053,9.698611
"*aMM0++++++++++*bNM1+++*cMN1+++*dLM2+++*eML2+++*fLL1*gNN2*hNL3+++++*iLN3+++++^ab^ac^ad^ae^df^bg^eh^di^ef^cg^hb^ic,30,3",9.163915,5346.053,10.19646
"*aMM0++++++++++*bNM1+++*cMN1+++*dLM2+++*eML2+++*fLL1++*gNN2++*hNL3++++++*iLN3++++++^ab^ac^ad^ae^df^bg^eh^di^ef^cg^hb^ic,20,3",11.65365,5489.959,9.475696
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN4*gNL4*hNN0*iNO2*jON1^ab^ac^ad^ae^df^eg^gb^fc^bh^ch^hi^hj,10,3",-0.06914872,5026.201,7.881237
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO2*gOM1*hKM1*iMK2*jNN1*kLL2^ab^ac^ad^ae^cf^bg^dh^ei^bj^dk^ej^ck,,3,3",15.15402,3938.201,23.02873
"*aMM0+++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO2+*gOM1+*hKM1+*iMK2+*jNL3++++++*kLN3++++++^ab^ac^ad^ae^cf^bg^dh^ei^ej^dk^jb^kc,30,3",7.589275,5278.723,10.11527
"*aMM0++++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO2++*gOM1++*hKM1++*iMK2++*jNL3+++++++*kLN3+++++++^ab^ac^ad^ae^cf^bg^dh^ei^ej^dk^jb^kc,20,3",13.327,6534.799,8.826221
"*aMM0++++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO2++*gOM1++*hKM1++*iMK2++*jNL3++++++++*kLN3++++++++^ab^ac^ad^ae^cf^bg^dh^ei^ej^dk^jb^kc,20,3",13.34265,6546.456,8.79402
"*aMM0++++++++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO2++*gOM1++*hKM1++*iMK2++*jNL3++++++++*kLN3++++++++^ab^ac^ad^ae^cf^bg^dh^ei^ej^dk^jb^kc,20,3",15.86719,8302.937,7.186838
"*aMM0+*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,60,3",16.10205,6942.847,26.83713
"*aMM0++++*bNM1++*cMN2++*dLM1++*eML2++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,60,3",18.3743,7361.352,22.24581
"*aMM0+++++++*bNM4*cMN4*dLM4*eML4*fKM2+++*gMK1+++*hMO1+++*iOM2+++*jNN4*kLL4*lLN3+++++++++++*mNL3+++++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me,20,3",11.27382,4297.79,9.632212
"*aMM0+++++++*bNM4*cMN4*dLM4*eML4*fKM2+++*gMK1+++*hMO1+++*iOM2+++*jNN4*kLL4*lLN3+++++++++++*mNL3+++++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me,20,3",11.27382,4297.79,9.632212
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",9.999299,3470.2,20.00051
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0*gLN0^ab^ac^ad^ae^ef^dg,5,3",45.69336,6270.201,25.79742
"*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLL0++++*gLN1++++*hNL2++++*iNN0+++++^ab^ac^ad^ae^ef^cg^eh^ci^bi^hb^dg^fd,10,3",-0.012898,9386.799,16.21689
"*aMM0+++++*bNM2+++++*cMN2+++++*dLM1+++++*eML1+++++*fLL0+++++*gLN1+++++*hNL1+++++*iNN0+++++^ab^ac^ad^ae^ef^cg^eh^ci^bi^hb^dg^fd,9,3",7.597391,9823.477,27.61127
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0*gNL0*hNN4*iLL4*jMO1*kLO2*lKM2*mKN1*nOM2*oOL1*pMK1*qNK2^ab^ac^ad^ae^df^eg^ch^ei^cj^jk^dl^lm^bn^go^ep^pq^fc^gb^bh^id^fk^fm^on^gq,34,3",22.57973,6894.201,22.83035
"*aMM0+++++++++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO2++*gOM1++*hKM1++*iMK2++*jNL3++++++++*kLN3++++++++^ab^ac^ad^ae^cf^bg^dh^ei^ej^dk^jb^kc,20,3",16.38424,8801.302,6.790198
"*aMM0+++++++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO2++*gOM1++*hKM1++*iMK2++*jNL3++++++++*kLN3++++++++^ab^ac^ad^ae^cf^bg^dh^ei^ej^dk^jb^kc,20,3",15.30942,7828.877,7.590321
"*aMM0++++++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO2++*gOM1++*hKM1++*iMK2++*jNL3++++++++*kLN3++++++++^ab^ac^ad^ae^cf^bg^dh^ei^ej^dk^jb^kc,20,3",14.70586,7378.515,7.996027
"*aMM0+++++++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO2++*gOM1++*hKM1++*iMK2++*jNL3++++++++++*kLN3++++++++++^ab^ac^ad^ae^cf^bg^dh^ei^ej^dk^jb^kc,20,3",15.32025,7853.352,7.565268
"*aMM0++++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO2++*gOM1++*hKM1++*iMK2++*jNL3++++++++*kLN3++++++++^ab^ac^ad^ae^cf^bg^dh^ei^ej^dk^jb^kc,20,3",13.34265,6546.456,8.79402
"*aMM0+++++++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO2++*gOM1++*hKM1++*iMK2++*jNL3++++++++*kLN3++++++++^ab^ac^ad^ae^cf^bg^dh^ei^ej^dk^jb^kc,20,3",15.30942,7828.877,7.590321
"*aMM0+++++++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO2++*gOM1++*hKM1++*iMK2++*jNL3++++++++*kLN3++++++++^ab^ac^ad^ae^cf^bg^dh^ei^ej^dk^jb^kc,20,3",15.30942,7828.877,7.590321
"*aMM0+++++++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO2++*gOM1++*hKM1++*iMK2++*jNL3++++++++*kLN3++++++++^ab^ac^ad^ae^cf^bg^dh^ei^ej^dk^jb^kc,20,3",15.30942,7828.877,7.590321
"*aMM0+++++++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO2++*gOM1++*hKM1++*iMK2++*jNL3++++++++*kLN3++++++++^ab^ac^ad^ae^cf^bg^dh^ei^ej^dk^jb^kc,20,3",15.30942,7828.877,7.590321
"*aMM0+++++++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO2++*gOM1++*hKM1++*iMK2++*jNL3++++++++*kLN3++++++++^ab^ac^ad^ae^cf^bg^dh^ei^ej^dk^jb^kc,20,3",15.30942,7828.877,7.590321
"*aMM0+++++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO2++*gOM1++*hKM1++*iMK2++*jNL3++++++++*kLN3++++++++^ab^ac^ad^ae^cf^bg^dh^ei^ej^dk^jb^kc,20,3",14.056,6951.244,8.398247
"*aMM0+++++++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO2++*gOM1++*hKM1++*iMK2++*jNL3++++++++*kLN3++++++++^ab^ac^ad^ae^cf^bg^dh^ei^ej^dk^jb^kc,20,3",15.30942,7828.877,7.590321
"*aMM0+*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,62,3",15.58009,6942.847,26.56443
"*aMM0+++*bNM1++*cMN2++*dLM1++*eML2++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,53,3",19.92547,7131.563,24.2539
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,60,3",19.38302,7830.404,21.30098
"*aMM0++++*bNM1++*cMN2++*dLM1++*eML2++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,60,3",18.3743,7361.352,22.24581
"*aMM0++++*bNM1++*cMN2++*dLM1++*eML2++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,60,3",18.3743,7361.352,22.24581
"*aMM0++++*bNM1++*cMN2++*dLM1++*eML2++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,60,3",18.3743,7361.352,22.24581
"*aMM0++++*bNM1++*cMN2++*dLM1++*eML2++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,53,3",20.66929,7361.352,22.81809
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,60,3",19.38302,7830.404,21.30098
"*aMM0++++*bNM1++*cMN2++*dLM1+++*eML2+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,60,3",13.02009,7472.477,21.68346
"*aMM0++++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,65,3",17.26161,7583.602,22.54859
"*aMM0+++++++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0++*gNL0+*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,73,3",-0.000136084,8179.896,0.08242621
"*aMM0+++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM2+++*iMO1+++*jMK1+++*kKM2+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,85,3",14.55199,8377.48,17.25125
"*aMM0--*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0+*gNL0+*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,79,3",6.805176,6043.643,23.86377
"*aMM0++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,25,3",33.64624,9340.891,15.67476
"*aMM0+++++++++*bNM1+++*cMN2+++*dLM2+++*eML1+++*fLN4++*gNL4+++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,25,3",7.579041,5439.951,14.30015
"*aMM0+++++++++*bNM1+++*cMN2+++*dLM2+++*eML1+++*fLN4++*gNL4+++^ab^ac^ad^ae^df^eg,5,3",15.89612,4639.701,14.42873
"*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fNL3+++++++++++++++++++++++++++++++++++++++++++++++++++++++*gLN1++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++*hNN0+++*iLL0+++^ab^ac^ad^ae^bf^dg^bh^ch^cg^ef^di^ie,5,3",-0.006399337,349525.4,9.712609
"*aMM0++++++++++++++++++++++++++++++++++++++++++++++++++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++^ab^ac^ad^ae,5,3",-0.00727501,49735.08,0.02357549
"*aMM0+++++++++++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++^ab^ac^ad^ae,5,3",-0.005204265,11378.51,1.07e-05
"*aMM0++++++++++++++++++++*bNM2+++++++*cMN1+++++++*dLM2+++++++*eML1+++++++^ab^ac^ad^ae,5,3",-0.005643271,11356.1,0.000101597
"*aMM0++++++++++++++++++++*bNM2+++++++*cMN1+++++++*dLM2+++++++*eML1+++++++*fNN3+++*gLL3+++^ab^ac^ad^ae^bf^cf^dg^eg,15,3",-0.08437241,11544.74,0.000126187
"*aMM0+++++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fNN3++*gLL4++^ab^ac^ad^ae^bf^dg,5,3",9.240582,5404.61,16.95259
"*aMM0++++++++++*bNM1++++++*cMN2++++++*dLM1++++++*eML2++++++^ab^ac^ad^ae,5,3",15.02861,6130.438,15.76057
"*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1++++++^ab^ac^ad^ae,5,3",-5.14e-06,4264.263,0.4965962
"*aMM0+++++*bNM2+++++++++*cMN1++++++++++*dLM2+++++++++++++*eML1++++++++++++*fNL0++++++++++*gLN3+++++++++^ab^ac^ad^ae^ef^dg,10,3",-0.4157699,13081.14,14.62155
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL3+++*gLN3+++^ab^ac^ad^ae^ef^cg^bf^gd,5,3",17.52314,3658.846,9.904543
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMK4*gOM4*hMO4*iKM4*jNO4*kON4*lKN4*mNK4*nOL4*oOK3*pKL2*qOO1*rLK1*sKK3*tLO4*uKO3^ab^ac^ad^ae^ef^bg^ch^di^hj^gk^il^fm^gn^mo^no^ip^jq^qk^fr^ps^sr^ht^lu^tu,5,3",10.77815,3944.503,6.263627
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMK4*gOM4*hMO4*iKM4*jNO4*kON4*lKN4*mNK4*nOL4*oOK2*pKL4*qOO2*rLK4*sKK2*tLO4*uKOL4^ab^ac^ad^ae^ef^bg^ch^di^hj^gk^il^fm^gn^mo^no^ip^jq^qk^fr^ps^sr^ht^lu^tu,5,3",-0.3426716,5104.201,31.69874
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMK4*gOM4*hMO4*iKM4*jNO4*kON4*lKN4*mNK4*nOL4*oOK3*pKL4*qOO1*rLK4*sKK2*tLO4*uKO3^ab^ac^ad^ae^ef^bg^ch^di^hj^gk^il^fm^gn^mo^no^ip^jq^qk^fr^ps^sr^ht^lu^tu,5,3",17.6621,3786.402,10.29902
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMK1*gKM2*hMO1*iOM2*jNL0*kLN0^ab^ac^ad^ae^ef^dg^ch^bi^ej^bj^ck^dk,40,3",4.513709,6582.201,29.11016
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMK1*gKM2*hMO1*iOM2*jNL0*kLN0^ab^ac^ad^ae^ef^dg^ch^bi^ej^bj^ck^dk,40,3",4.513709,6582.201,29.11016
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMK1*gKM2*hMO1*iOM2*jNL0*kLN0^ab^ac^ad^ae^ef^dg^ch^bi^ej^bj^ck^dk,50,3",1.760838,6582.201,13.64542
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMK1*gKM2*hMO1*iOM2*jNL0*kLN0^ab^ac^ad^ae^ef^dg^ch^bi^ej^bj^ck^dk,40,3",4.513709,6582.201,29.11016
"*aMM0+++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,46,3",19.27822,6736.396,24.95663
"*aMM0+++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,30,3",23.87955,6736.396,26.35946
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",9.999299,3470.2,20.00051
"*aMM0+++++*bNM3+++*cMN3+++*dLM3+++*eML3+++*fMK4*gOM4*hMO4*iKM4*jNO2*kON1*lKN4*mNK4*nOL4*oOK1*pKL2*qOO3*rLK1*sKK3*tLO4*uKO2*vNN4^ab^ac^ad^ae^ef^bg^ch^di^hj^gk^il^fm^gn^mo^no^ip^jq^qk^fr^ps^sr^ht^lu^tu^jv^vk,5,3",-0.3221812,3675.443,0.1074538
"*aMM0++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++*lNN3+*mLL3+^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^bl^dm^fc^gb,50,3",1.898654,9510.23,5.685402
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,7,3",8.67744,3470.2,19.37058
"*aMM0++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,7,3",13.39026,4318.766,15.72925
"*aMM0++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,7,3",13.39026,4318.766,15.72925
"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",9.999299,3470.2,20.00051
"*aMM0+++++*bNM2++++*cMN1++++*dLM2++++*eML1++++^ab^ac^ad^ae,5,3",8.977965,3765.951,20.53764
